Sample	Unique Reads	Duplicate Reads
sample_46.trimmed.R2.v1	22279979.0	63328182.0
sample_47.trimmed.R1.v1	19453959.0	80655713.0
sample_47.trimmed.R2.v1	22464971.0	77644701.0
sample_48.trimmed.R1.v1	17284824.0	70194740.0
sample_48.trimmed.R2.v1	21371652.0	66107912.0
sample_49.trimmed.R1.v1	18740281.0	78180138.0
sample_49.trimmed.R2.v1	21990253.0	74930166.0
sample_5.trimmed.R1.v1	15396766.0	61595024.0
sample_5.trimmed.R2.v1	18348783.0	58643007.0
sample_50.trimmed.R1.v1	18457661.0	81068195.0
sample_50.trimmed.R2.v1	22071548.0	77454308.0
sample_51.trimmed.R1.v1	19356326.0	89836979.0
sample_51.trimmed.R2.v1	22552875.0	86640430.0
sample_52.trimmed.R1.v1	19759703.0	75799112.0
sample_52.trimmed.R2.v1	22732104.0	72826711.0
sample_53.trimmed.R1.v1	23594680.0	112548880.0
sample_53.trimmed.R2.v1	28272549.0	107871011.0
sample_54.trimmed.R1.v1	23585002.0	108990107.0
sample_54.trimmed.R2.v1	27763113.0	104811996.0
sample_55.trimmed.R1.v1	19135982.0	82756097.0
sample_55.trimmed.R2.v1	22913964.0	78978115.0
sample_56.trimmed.R1.v1	21641187.0	96835197.0
sample_56.trimmed.R2.v1	24777965.0	93698419.0
sample_57.trimmed.R1.v1	17387531.0	77658843.0
sample_57.trimmed.R2.v1	20406994.0	74639380.0
sample_58.trimmed.R1.v1	19233527.0	76903021.0
sample_58.trimmed.R2.v1	22399546.0	73737002.0
sample_59.trimmed.R1.v1	18607129.0	80942579.0
sample_59.trimmed.R2.v1	22166029.0	77383679.0
sample_6.trimmed.R1.v1	14739201.0	57033729.0
sample_6.trimmed.R2.v1	17603273.0	54169657.0
sample_60.trimmed.R1.v1	18674088.0	96671007.0
sample_60.trimmed.R2.v1	22414498.0	92930597.0
sample_61.trimmed.R1.v1	23180777.0	115478415.0
sample_61.trimmed.R2.v1	27912435.0	110746757.0
sample_62.trimmed.R1.v1	25178126.0	148891251.0
sample_62.trimmed.R2.v1	31063254.0	143006123.0
sample_63.trimmed.R1.v1	18829882.0	79253026.0
sample_63.trimmed.R2.v1	21840079.0	76242829.0
sample_7.trimmed.R1.v1	12876114.0	59571734.0
sample_7.trimmed.R2.v1	15408835.0	57039013.0
sample_8.trimmed.R1.v1	19949884.0	75704142.0
sample_8.trimmed.R2.v1	23175247.0	72478779.0
sample_9.trimmed.R1.v1	20786190.0	87271659.0
sample_9.trimmed.R2.v1	25063365.0	82994484.0
