gene_id	GO
GWK47_029238	GO:0008270
GWK47_029243	GO:0003774
GWK47_029243	GO:0005515
GWK47_029243	GO:0005524
GWK47_029243	GO:0016459
GWK47_029246	GO:0004177
GWK47_029246	GO:0005737
GWK47_029246	GO:0006508
GWK47_029246	GO:0008235
GWK47_029246	GO:0019538
GWK47_029246	GO:0030145
GWK47_029247	GO:0003676
GWK47_029247	GO:0008270
GWK47_029248	GO:0003676
GWK47_029248	GO:0015074
GWK47_029250	GO:0005515
GWK47_029256	GO:0005515
GWK47_029282	GO:0016787
GWK47_029284	GO:0003676
GWK47_029284	GO:0005524
GWK47_029290	GO:0016021
GWK47_029290	GO:0055085
GWK47_029300	GO:0003735
GWK47_029300	GO:0005840
GWK47_029300	GO:0006412
GWK47_029306	GO:0016021
GWK47_029316	GO:0016021
GWK47_029316	GO:0022857
GWK47_029316	GO:0055085
GWK47_029326	GO:0003676
GWK47_003370	GO:1990904
GWK47_003370	GO:0042254
GWK47_003371	GO:0006904
GWK47_003371	GO:0016192
GWK47_029334	GO:0003824
GWK47_029334	GO:0006520
GWK47_029334	GO:0016829
GWK47_029336	GO:0003677
GWK47_029336	GO:0005515
GWK47_029337	GO:0004672
GWK47_029337	GO:0004675
GWK47_029337	GO:0005524
GWK47_029337	GO:0006468
GWK47_029337	GO:0007178
GWK47_029337	GO:0016020
GWK47_029338	GO:0005515
GWK47_029340	GO:0000398
GWK47_029340	GO:0005515
GWK47_029340	GO:0005634
GWK47_029340	GO:0006396
GWK47_029353	GO:0016491
GWK47_029353	GO:0055114
GWK47_029354	GO:0016491
GWK47_029354	GO:0055114
GWK47_029355	GO:0005200
GWK47_029355	GO:0005525
GWK47_029355	GO:0005874
GWK47_029355	GO:0007017
GWK47_029368	GO:0016020
GWK47_029370	GO:0005515
GWK47_029378	GO:0001671
GWK47_029378	GO:0051087
GWK47_029378	GO:0051259
GWK47_029378	GO:0097428
GWK47_029382	GO:0005506
GWK47_029382	GO:0016705
GWK47_029382	GO:0020037
GWK47_029382	GO:0055114
GWK47_029427	GO:0003677
GWK47_029427	GO:0003682
GWK47_029427	GO:0008270
GWK47_029428	GO:0008168
GWK47_029434	GO:0005874
GWK47_029434	GO:0007017
GWK47_029444	GO:0005085
GWK47_029446	GO:0003810
GWK47_029446	GO:0018149
GWK47_029449	GO:0016757
GWK47_029453	GO:0006281
GWK47_029453	GO:0019104
GWK47_029472	GO:0006869
GWK47_029472	GO:0008289
GWK47_029472	GO:0061817
GWK47_029478	GO:0061630
GWK47_003386	GO:0000287
GWK47_003386	GO:0003676
GWK47_003386	GO:0004523
GWK47_003389	GO:0005515
GWK47_029510	GO:0006508
GWK47_029510	GO:0008237
GWK47_029510	GO:0008270
GWK47_029512	GO:0003677
GWK47_029556	GO:0003676
GWK47_029557	GO:0004970
GWK47_029557	GO:0016020
GWK47_029589	GO:0003824
GWK47_029589	GO:0016747
GWK47_029607	GO:0005515
GWK47_029610	GO:0005515
GWK47_029612	GO:0003676
GWK47_029613	GO:0005515
GWK47_029627	GO:0003677
GWK47_029627	GO:0006313
GWK47_029627	GO:0015074
GWK47_029628	GO:0016791
GWK47_029630	GO:0005737
GWK47_029630	GO:0006516
GWK47_029635	GO:0004181
GWK47_029635	GO:0006508
GWK47_029635	GO:0008270
GWK47_029637	GO:0003676
GWK47_029637	GO:0005515
GWK47_029637	GO:0005634
GWK47_029639	GO:0003723
GWK47_029642	GO:0003676
GWK47_029642	GO:0008270
GWK47_029661	GO:0003677
GWK47_029661	GO:0003918
GWK47_029661	GO:0005524
GWK47_029661	GO:0006265
GWK47_029671	GO:0001607
GWK47_029671	GO:0004930
GWK47_029671	GO:0007186
GWK47_029671	GO:0016021
GWK47_029696	GO:0004853
GWK47_029696	GO:0006779
GWK47_029699	GO:0016592
GWK47_029700	GO:0005085
GWK47_029701	GO:0003700
GWK47_029701	GO:0006355
GWK47_029701	GO:0043565
GWK47_029714	GO:0046983
GWK47_029749	GO:0003677
GWK47_029752	GO:0006355
GWK47_029753	GO:0005515
GWK47_029764	GO:0005515
GWK47_029768	GO:0004497
GWK47_029768	GO:0005506
GWK47_029768	GO:0016705
GWK47_029768	GO:0020037
GWK47_029768	GO:0055114
GWK47_003398	GO:0016021
GWK47_003398	GO:0022857
GWK47_003398	GO:0055085
GWK47_003409	GO:0003735
GWK47_003409	GO:0005840
GWK47_003409	GO:0006412
GWK47_003410	GO:0003746
GWK47_003410	GO:0003924
GWK47_003410	GO:0005525
GWK47_003410	GO:0006414
GWK47_003413	GO:0003924
GWK47_003413	GO:0005525
GWK47_003415	GO:0003735
GWK47_003415	GO:0005840
GWK47_003415	GO:0006412
GWK47_003415	GO:0006414
GWK47_029793	GO:0003676
GWK47_029793	GO:0004523
GWK47_029814	GO:0004197
GWK47_029814	GO:0005515
GWK47_029814	GO:0006508
GWK47_029814	GO:0008234
GWK47_029816	GO:0016614
GWK47_029816	GO:0050660
GWK47_029816	GO:0055114
GWK47_003420	GO:0003677
GWK47_003420	GO:0006313
GWK47_003420	GO:0015074
GWK47_003424	GO:0003676
GWK47_029823	GO:0006659
GWK47_029840	GO:0000398
GWK47_029840	GO:0005681
GWK47_029841	GO:0005515
GWK47_029858	GO:0016747
GWK47_029862	GO:0003676
GWK47_029870	GO:0004672
GWK47_029870	GO:0005524
GWK47_029870	GO:0006468
GWK47_029872	GO:0005328
GWK47_029872	GO:0016021
GWK47_029878	GO:0004001
GWK47_029878	GO:0006166
GWK47_029879	GO:0016773
GWK47_029883	GO:0004198
GWK47_029883	GO:0005509
GWK47_029883	GO:0006508
GWK47_029884	GO:0031417
GWK47_029887	GO:0005198
GWK47_029887	GO:0051536
GWK47_029887	GO:0097428
GWK47_029888	GO:0004672
GWK47_029888	GO:0004674
GWK47_029888	GO:0005524
GWK47_029888	GO:0006468
GWK47_029888	GO:0035556
GWK47_029891	GO:0003676
GWK47_029894	GO:0003924
GWK47_029894	GO:0005525
GWK47_029894	GO:0007264
GWK47_029900	GO:0005509
GWK47_029900	GO:0016772
GWK47_029934	GO:0004672
GWK47_029934	GO:0005524
GWK47_029934	GO:0006468
GWK47_029937	GO:0003723
GWK47_029937	GO:0005515
GWK47_029937	GO:0016070
GWK47_029954	GO:0003735
GWK47_029954	GO:0005840
GWK47_029954	GO:0006412
GWK47_029955	GO:0006352
GWK47_029955	GO:0006367
GWK47_029955	GO:0046982
GWK47_003431	GO:0016787
GWK47_003432	GO:0003824
GWK47_003432	GO:0008446
GWK47_003432	GO:0019673
GWK47_003432	GO:0050662
GWK47_029965	GO:0005524
GWK47_029965	GO:0016021
GWK47_029965	GO:0042626
GWK47_029965	GO:0055085
GWK47_029970	GO:0003676
GWK47_029970	GO:0008270
GWK47_003433	GO:0003924
GWK47_003433	GO:0005525
GWK47_029983	GO:0016021
GWK47_029983	GO:0055085
GWK47_029995	GO:0005515
GWK47_029996	GO:0005515
GWK47_030003	GO:0005509
GWK47_030004	GO:0005216
GWK47_030004	GO:0006811
GWK47_030004	GO:0016020
GWK47_030004	GO:0055085
GWK47_030006	GO:0005515
GWK47_030010	GO:0004970
GWK47_030010	GO:0016020
GWK47_003435	GO:0003713
GWK47_003437	GO:0005216
GWK47_003437	GO:0005515
GWK47_003437	GO:0006811
GWK47_003437	GO:0016020
GWK47_003437	GO:0055085
GWK47_003439	GO:0004930
GWK47_003439	GO:0007186
GWK47_003439	GO:0016021
GWK47_030036	GO:0046983
GWK47_030043	GO:0004714
GWK47_030043	GO:0005524
GWK47_030043	GO:0006468
GWK47_030043	GO:0007169
GWK47_030043	GO:0016020
GWK47_030056	GO:0006637
GWK47_030056	GO:0016790
GWK47_030057	GO:0006637
GWK47_030057	GO:0016790
GWK47_030063	GO:2001256
GWK47_030063	GO:0030176
GWK47_030064	GO:0006811
GWK47_030064	GO:0015075
GWK47_030064	GO:0016020
GWK47_030064	GO:0055085
GWK47_030071	GO:0005515
GWK47_030072	GO:0006886
GWK47_030072	GO:0015031
GWK47_030072	GO:0016192
GWK47_030072	GO:0030117
GWK47_030072	GO:0030122
GWK47_030072	GO:0030131
GWK47_030072	GO:0035615
GWK47_030072	GO:0072583
GWK47_030074	GO:0000166
GWK47_030074	GO:0003779
GWK47_030074	GO:0004812
GWK47_030074	GO:0005524
GWK47_030074	GO:0005737
GWK47_030074	GO:0006418
GWK47_030074	GO:0015629
GWK47_030074	GO:0030042
GWK47_030078	GO:0098599
GWK47_030082	GO:0003676
GWK47_030082	GO:0004523
GWK47_030082	GO:0004725
GWK47_030082	GO:0005515
GWK47_030082	GO:0006470
GWK47_030084	GO:0046983
GWK47_030086	GO:0035091
GWK47_030093	GO:0046983
GWK47_030098	GO:0005515
GWK47_030098	GO:0007165
GWK47_030102	GO:0005515
GWK47_030102	GO:0007165
GWK47_030112	GO:0000287
GWK47_030112	GO:0004672
GWK47_030112	GO:0004674
GWK47_030112	GO:0005515
GWK47_030112	GO:0005524
GWK47_030112	GO:0006468
GWK47_030116	GO:0005515
GWK47_030119	GO:0005515
GWK47_003450	GO:0003735
GWK47_003450	GO:0005840
GWK47_003450	GO:0006412
GWK47_030156	GO:0004725
GWK47_030156	GO:0005515
GWK47_030156	GO:0006470
GWK47_030157	GO:0004725
GWK47_030157	GO:0006470
GWK47_030157	GO:0016311
GWK47_030157	GO:0016791
GWK47_030158	GO:0006486
GWK47_030158	GO:0008417
GWK47_030158	GO:0016020
GWK47_030162	GO:0004672
GWK47_030162	GO:0005524
GWK47_030162	GO:0006468
GWK47_030187	GO:0004198
GWK47_030187	GO:0006508
GWK47_030189	GO:0000139
GWK47_030189	GO:0015165
GWK47_030189	GO:0016021
GWK47_030189	GO:0090481
GWK47_030198	GO:0004454
GWK47_030198	GO:0006000
GWK47_030204	GO:0003676
GWK47_030210	GO:0004888
GWK47_030210	GO:0005216
GWK47_030210	GO:0006811
GWK47_030210	GO:0016021
GWK47_030210	GO:0034220
GWK47_030213	GO:0005230
GWK47_030213	GO:0006811
GWK47_030213	GO:0016021
GWK47_030217	GO:0003676
GWK47_030217	GO:0003723
GWK47_030219	GO:0003676
GWK47_030219	GO:0005515
GWK47_030221	GO:0003824
GWK47_030221	GO:0006777
GWK47_030221	GO:0008265
GWK47_030221	GO:0030151
GWK47_030221	GO:0030170
GWK47_030223	GO:0006511
GWK47_030223	GO:0016579
GWK47_030223	GO:0036459
GWK47_030226	GO:0003924
GWK47_030226	GO:0005525
GWK47_030244	GO:0004185
GWK47_030244	GO:0006508
GWK47_030246	GO:0003824
GWK47_030246	GO:0004497
GWK47_030246	GO:0005507
GWK47_030246	GO:0016715
GWK47_030246	GO:0055114
GWK47_030268	GO:0003677
GWK47_030270	GO:0000902
GWK47_030271	GO:0000902
GWK47_030284	GO:0005515
GWK47_030284	GO:0016192
GWK47_030284	GO:0030008
GWK47_030289	GO:0016021
GWK47_030289	GO:0022857
GWK47_030289	GO:0055085
GWK47_003475	GO:0005089
GWK47_003475	GO:0035023
GWK47_003477	GO:0003824
GWK47_003478	GO:0003676
GWK47_003478	GO:0004523
GWK47_003478	GO:0005524
GWK47_003478	GO:0016021
GWK47_003478	GO:0016887
GWK47_003478	GO:0042626
GWK47_003478	GO:0055085
GWK47_003480	GO:0005524
GWK47_003480	GO:0016021
GWK47_003480	GO:0016887
GWK47_003485	GO:0004788
GWK47_003485	GO:0005524
GWK47_003485	GO:0006772
GWK47_003485	GO:0009229
GWK47_003485	GO:0030975
GWK47_030353	GO:0005515
GWK47_000320	GO:0016021
GWK47_000320	GO:0016192
GWK47_000331	GO:0003824
GWK47_003492	GO:0003676
GWK47_003492	GO:0015074
GWK47_030374	GO:0016020
GWK47_030374	GO:0022857
GWK47_030374	GO:0055085
GWK47_030380	GO:0005874
GWK47_030380	GO:0007017
GWK47_030402	GO:0003676
GWK47_030402	GO:0008270
GWK47_030403	GO:0003676
GWK47_030403	GO:0004523
GWK47_030403	GO:0015074
GWK47_030422	GO:0015991
GWK47_030422	GO:0033178
GWK47_030422	GO:0046961
GWK47_030439	GO:0005201
GWK47_030439	GO:0005581
GWK47_030462	GO:0004672
GWK47_030462	GO:0005524
GWK47_030462	GO:0006468
GWK47_030490	GO:0003676
GWK47_030490	GO:0004523
GWK47_030519	GO:0003677
GWK47_030519	GO:0046983
GWK47_030524	GO:0005515
GWK47_030539	GO:0003676
GWK47_030547	GO:0004803
GWK47_030547	GO:0006313
GWK47_030564	GO:0004867
GWK47_030564	GO:0030212
GWK47_030577	GO:0003677
GWK47_030586	GO:0005525
GWK47_030587	GO:0005515
GWK47_030590	GO:0048208
GWK47_030615	GO:0005272
GWK47_030615	GO:0006814
GWK47_030615	GO:0016020
GWK47_030618	GO:0004672
GWK47_030618	GO:0005524
GWK47_030618	GO:0006468
GWK47_030631	GO:0008270
GWK47_030631	GO:0016020
GWK47_030631	GO:0022857
GWK47_030631	GO:0055085
GWK47_030633	GO:0016021
GWK47_030633	GO:0022857
GWK47_030633	GO:0055085
GWK47_030639	GO:0005506
GWK47_030639	GO:0016705
GWK47_030639	GO:0020037
GWK47_030639	GO:0055114
GWK47_030641	GO:0005506
GWK47_030641	GO:0016705
GWK47_030641	GO:0020037
GWK47_030641	GO:0055114
GWK47_003511	GO:0006511
GWK47_003511	GO:0016579
GWK47_003511	GO:0036459
GWK47_003512	GO:0016021
GWK47_003512	GO:0022857
GWK47_003512	GO:0055085
GWK47_003516	GO:0003676
GWK47_003523	GO:0003723
GWK47_003527	GO:0003824
GWK47_003527	GO:0003873
GWK47_003527	GO:0005524
GWK47_003527	GO:0006000
GWK47_003527	GO:0006003
GWK47_030664	GO:0006511
GWK47_030664	GO:0016579
GWK47_030664	GO:0036459
GWK47_030692	GO:0005515
GWK47_030697	GO:0003824
GWK47_030697	GO:0016747
GWK47_030699	GO:0005102
GWK47_030699	GO:0005576
GWK47_030699	GO:0007275
GWK47_030699	GO:0016055
GWK47_030701	GO:0016491
GWK47_030701	GO:0055114
GWK47_030703	GO:0016491
GWK47_030703	GO:0016620
GWK47_030703	GO:0055114
GWK47_030704	GO:0016491
GWK47_030704	GO:0016620
GWK47_030704	GO:0055114
GWK47_030712	GO:0004144
GWK47_030717	GO:0000178
GWK47_030717	GO:0006396
GWK47_030719	GO:0005515
GWK47_030720	GO:0003924
GWK47_030720	GO:0005525
GWK47_003542	GO:0004197
GWK47_003542	GO:0006508
GWK47_030729	GO:0003924
GWK47_030729	GO:0005200
GWK47_030729	GO:0005525
GWK47_030729	GO:0005874
GWK47_030729	GO:0007017
GWK47_030730	GO:0005515
GWK47_030747	GO:0005515
GWK47_030747	GO:0005524
GWK47_030747	GO:0005694
GWK47_030747	GO:0051276
GWK47_030773	GO:0004672
GWK47_030773	GO:0005524
GWK47_030773	GO:0006468
GWK47_003553	GO:0004601
GWK47_003553	GO:0006979
GWK47_003553	GO:0020037
GWK47_003553	GO:0055114
GWK47_000339	GO:0005737
GWK47_000339	GO:0120009
GWK47_000339	GO:0120013
