Module	Section	Sample Name	Source
STAR	SummaryLog	sample_28	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_28_Log.final.out
STAR	SummaryLog	sample_49	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_49_Log.final.out
STAR	SummaryLog	sample_46	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_46_Log.final.out
STAR	SummaryLog	sample_33	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_33_Log.final.out
STAR	SummaryLog	sample_52	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_52_Log.final.out
STAR	SummaryLog	sample_27	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_27_Log.final.out
STAR	SummaryLog	sample_6	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_6_Log.final.out
STAR	SummaryLog	sample_57	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_57_Log.final.out
STAR	SummaryLog	sample_22	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_22_Log.final.out
STAR	SummaryLog	sample_43	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_43_Log.final.out
STAR	SummaryLog	sample_36	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_36_Log.final.out
STAR	SummaryLog	sample_3	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_3_Log.final.out
STAR	ReadsPerGene	sample_50	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_50_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_21	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_21_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_41	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_41_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_30	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_30_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_4	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_4_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_19	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_19_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_63	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_63_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_12	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_12_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_14	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_14_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_9	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_9_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_2	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_2_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_36	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_36_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_47	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_47_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_27	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_27_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_56	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_56_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_31	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_31_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_40	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_40_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_20	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_20_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_51	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_51_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_13	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_13_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_62	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_62_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_5	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_5_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_18	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_18_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_3	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_3_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_15	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_15_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_8	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_8_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_57	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_57_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_26	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_26_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_46	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_46_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_37	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_37_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_61	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_61_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_10	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_10_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_6	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_6_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_28	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_28_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_43	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_43_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_59	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_59_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_32	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_32_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_39	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_39_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_52	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_52_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_48	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_48_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_23	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_23_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_25	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_25_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_54	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_54_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_34	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_34_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_45	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_45_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_16	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_16_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_7	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_7_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_11	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_11_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_60	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_60_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_49	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_49_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_22	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_22_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_38	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_38_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_53	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_53_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_58	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_58_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_33	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_33_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_29	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_29_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_42	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_42_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_44	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_44_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_35	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_35_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_55	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_55_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_24	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_24_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_17	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_17_ReadsPerGene.out.tab
STAR	ReadsPerGene	sample_1	/scratch/lspencer/snowcrab-OA-2022/aligned_snow_star/sample_1_ReadsPerGene.out.tab
