"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"UP_SEQ_FEATURE","REGION:Disordered","72.15%","114","154","3749","5763","1.17e-2","7.61e-1","1.14","1.00e+0","7.59e-1","1.01e-2"
"INTERPRO","ABC_transporter-like_CS","3.16%","5","158","35","6002","1.26e-2","7.74e-1","5.43","1.00e+0","7.74e-1","2.03e-3"
"GOTERM_MF_DIRECT","co-SMAD binding","1.90%","3","144","7","5577","1.26e-2","6.25e-1","16.60","9.93e-1","6.25e-1","5.47e-4"
"INTERPRO","ABCA","1.90%","3","158","7","6002","1.31e-2","7.74e-1","16.28","1.00e+0","7.74e-1","5.80e-4"
"SMART","IQ","2.53%","4","99","16","3019","1.37e-2","8.97e-1","7.62","8.18e-1","8.97e-1","1.46e-3"
"INTERPRO","ABC_transporter-like_ATP-bd","3.16%","5","158","36","6002","1.38e-2","7.74e-1","5.28","1.00e+0","7.74e-1","2.31e-3"
"GOTERM_BP_DIRECT","salivary gland morphogenesis","2.53%","4","155","19","5659","1.39e-2","9.99e-1","7.69","1.00e+0","9.99e-1","1.52e-3"
"UP_KW_MOLECULAR_FUNCTION","Myosin","2.53%","4","97","21","3890","1.40e-2","1.32e-1","7.64","4.85e-1","1.18e-1","1.57e-3"
"GOTERM_BP_DIRECT","positive regulation of TORC2 signaling","1.90%","3","155","7","5659","1.41e-2","9.99e-1","15.65","1.00e+0","9.99e-1","6.51e-4"
"GOTERM_CC_DIRECT","myosin complex","2.53%","4","157","20","5845","1.52e-2","6.18e-1","7.45","9.87e-1","6.16e-1","1.73e-3"
"GOTERM_MF_DIRECT","cytoskeletal motor activity","2.53%","4","144","21","5577","1.57e-2","6.90e-1","7.38","9.98e-1","6.90e-1","1.81e-3"
"GOTERM_BP_DIRECT","cilium assembly","4.43%","7","155","75","5659","1.58e-2","9.99e-1","3.41","1.00e+0","9.99e-1","4.21e-3"
"GOTERM_BP_DIRECT","cognition","2.53%","4","155","20","5659","1.60e-2","9.99e-1","7.30","1.00e+0","9.99e-1","1.86e-3"
"INTERPRO","Papain-like_cys_pep_sf","3.80%","6","158","58","6002","1.73e-2","8.91e-1","3.93","1.00e+0","8.91e-1","3.96e-3"
"UP_KW_MOLECULAR_FUNCTION","Protease","7.59%","12","97","218","3890","1.74e-2","1.36e-1","2.21","5.61e-1","1.22e-1","7.31e-3"
"GOTERM_CC_DIRECT","intracellular membrane-bounded organelle","8.23%","13","157","227","5845","1.77e-2","6.30e-1","2.13","9.94e-1","6.28e-1","7.72e-3"
"GOTERM_BP_DIRECT","DNA alkylation repair","1.90%","3","155","8","5659","1.85e-2","1.00e+0","13.69","1.00e+0","1.00e+0","1.02e-3"
"GOTERM_BP_DIRECT","endocytosis","4.43%","7","155","78","5659","1.89e-2","1.00e+0","3.28","1.00e+0","1.00e+0","5.23e-3"
"UP_KW_BIOLOGICAL_PROCESS","Differentiation","6.96%","11","108","157","3543","1.89e-2","2.89e-1","2.30","6.88e-1","2.84e-1","7.58e-3"
"SMART","MYSc","2.53%","4","99","18","3019","1.90e-2","8.97e-1","6.78","9.07e-1","8.97e-1","2.34e-3"
"GOTERM_MF_DIRECT","deubiquitinase activity","1.90%","3","144","9","5577","2.09e-2","8.13e-1","12.91","1.00e+0","8.13e-1","1.26e-3"
"SMART","PDZ","3.80%","6","99","50","3019","2.17e-2","8.97e-1","3.66","9.34e-1","8.97e-1","5.27e-3"
"GOTERM_MF_DIRECT","cell adhesion molecule binding","2.53%","4","144","24","5577","2.25e-2","8.13e-1","6.45","1.00e+0","8.13e-1","3.03e-3"
"INTERPRO","PH-like_dom_sf","6.33%","10","158","159","6002","2.31e-2","1.00e+0","2.39","1.00e+0","1.00e+0","8.89e-3"
"UP_KW_MOLECULAR_FUNCTION","Thiol protease","3.80%","6","97","67","3890","2.39e-2","1.60e-1","3.59","6.78e-1","1.43e-1","6.02e-3"
"UP_SEQ_FEATURE","DOMAIN:C2","3.16%","5","154","42","5763","2.45e-2","1.00e+0","4.46","1.00e+0","9.99e-1","4.89e-3"
"UP_KW_CELLULAR_COMPONENT","Lysosome","7.59%","12","147","204","5258","2.57e-2","1.54e-1","2.10","5.42e-1","1.44e-1","1.13e-2"
"GOTERM_BP_DIRECT","cell migration","4.43%","7","155","84","5659","2.62e-2","1.00e+0","3.04","1.00e+0","1.00e+0","7.83e-3"
"GOTERM_CC_DIRECT","cytosol","32.28%","51","157","1465","5845","2.79e-2","8.25e-1","1.30","1.00e+0","8.22e-1","2.07e-2"
"GOTERM_BP_DIRECT","regulation of protein stability","3.16%","5","155","43","5659","2.86e-2","1.00e+0","4.25","1.00e+0","1.00e+0","6.01e-3"
"GOTERM_CC_DIRECT","late endosome membrane","3.80%","6","157","65","5845","2.90e-2","8.25e-1","3.44","1.00e+0","8.22e-1","7.63e-3"
"GOTERM_BP_DIRECT","BMP signaling pathway","2.53%","4","155","25","5659","2.93e-2","1.00e+0","5.84","1.00e+0","1.00e+0","4.37e-3"
"GOTERM_MF_DIRECT","K48-linked deubiquitinase activity","1.90%","3","144","11","5577","3.09e-2","9.42e-1","10.56","1.00e+0","9.42e-1","2.39e-3"
"GOTERM_MF_DIRECT","K63-linked deubiquitinase activity","1.90%","3","144","11","5577","3.09e-2","9.42e-1","10.56","1.00e+0","9.42e-1","2.39e-3"
"INTERPRO","C2_dom","3.16%","5","158","46","6002","3.14e-2","1.00e+0","4.13","1.00e+0","1.00e+0","6.81e-3"
"INTERPRO","GDS_CDC24_CS","1.90%","3","158","11","6002","3.20e-2","1.00e+0","10.36","1.00e+0","1.00e+0","2.53e-3"
"INTERPRO","ABC2_TM","1.90%","3","158","11","6002","3.20e-2","1.00e+0","10.36","1.00e+0","1.00e+0","2.53e-3"
"INTERPRO","Laminin_G","2.53%","4","158","27","6002","3.24e-2","1.00e+0","5.63","1.00e+0","1.00e+0","5.06e-3"
"GOTERM_BP_DIRECT","transforming growth factor beta receptor signaling pathway","2.53%","4","155","26","5659","3.25e-2","1.00e+0","5.62","1.00e+0","1.00e+0","5.06e-3"
"GOTERM_CC_DIRECT","endomembrane system","5.70%","9","157","141","5845","3.43e-2","8.84e-1","2.38","1.00e+0","8.81e-1","1.32e-2"
"GOTERM_BP_DIRECT","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","1.90%","3","155","11","5659","3.44e-2","1.00e+0","9.96","1.00e+0","1.00e+0","2.83e-3"
"GOTERM_BP_DIRECT","memory","2.53%","4","155","27","5659","3.59e-2","1.00e+0","5.41","1.00e+0","1.00e+0","5.81e-3"
"INTERPRO","Peptidase_C19","1.90%","3","158","12","6002","3.78e-2","1.00e+0","9.50","1.00e+0","1.00e+0","3.31e-3"
"INTERPRO","Cadherin_CS","1.90%","3","158","12","6002","3.78e-2","1.00e+0","9.50","1.00e+0","1.00e+0","3.31e-3"
"GOTERM_CC_DIRECT","cell-cell junction","3.16%","5","157","48","5845","3.83e-2","9.06e-1","3.88","1.00e+0","9.03e-1","8.85e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 5","1.90%","3","154","12","5763","3.88e-2","1.00e+0","9.36","1.00e+0","9.99e-1","3.45e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 4","1.90%","3","154","12","5763","3.88e-2","1.00e+0","9.36","1.00e+0","9.99e-1","3.45e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 6","1.90%","3","154","12","5763","3.88e-2","1.00e+0","9.36","1.00e+0","9.99e-1","3.45e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 7","1.90%","3","154","12","5763","3.88e-2","1.00e+0","9.36","1.00e+0","9.99e-1","3.45e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 3","1.90%","3","154","12","5763","3.88e-2","1.00e+0","9.36","1.00e+0","9.99e-1","3.45e-3"
"KEGG_PATHWAY","ABC transporters","1.90%","3","75","12","2776","3.89e-2","1.00e+0","9.25","1.00e+0","1.00e+0","3.50e-3"
"INTERPRO","SH3-like_dom_sf","3.80%","6","158","72","6002","3.95e-2","1.00e+0","3.17","1.00e+0","1.00e+0","1.13e-2"
"UP_SEQ_FEATURE","DOMAIN:SH3","3.80%","6","154","71","5763","3.96e-2","1.00e+0","3.16","1.00e+0","9.99e-1","1.13e-2"
"GOTERM_BP_DIRECT","ERK1 and ERK2 cascade","1.90%","3","155","12","5659","4.06e-2","1.00e+0","9.13","1.00e+0","1.00e+0","3.70e-3"
"GOTERM_BP_DIRECT","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","1.90%","3","155","12","5659","4.06e-2","1.00e+0","9.13","1.00e+0","1.00e+0","3.70e-3"
"INTERPRO","SH3_domain","3.80%","6","158","73","6002","4.16e-2","1.00e+0","3.12","1.00e+0","1.00e+0","1.21e-2"
"GOTERM_MF_DIRECT","ABC-type xenobiotic transporter activity","1.90%","3","144","13","5577","4.23e-2","1.00e+0","8.94","1.00e+0","1.00e+0","3.99e-3"
"PIR_SUPERFAMILY","MAPK_Ptase","1.27%","2","19","2","833","4.28e-2","7.70e-1","43.84","5.45e-1","7.70e-1","4.93e-4"
"GOTERM_CC_DIRECT","lateral plasma membrane","2.53%","4","157","30","5845","4.47e-2","9.77e-1","4.96","1.00e+0","9.74e-1","7.97e-3"
"UP_SEQ_FEATURE","DOMAIN:IQ 1","1.90%","3","154","13","5763","4.51e-2","1.00e+0","8.64","1.00e+0","9.99e-1","4.39e-3"
"UP_SEQ_FEATURE","DOMAIN:IQ 2","1.90%","3","154","13","5763","4.51e-2","1.00e+0","8.64","1.00e+0","9.99e-1","4.39e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 1","1.90%","3","154","13","5763","4.51e-2","1.00e+0","8.64","1.00e+0","9.99e-1","4.39e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 2","1.90%","3","154","13","5763","4.51e-2","1.00e+0","8.64","1.00e+0","9.99e-1","4.39e-3"
"UP_KW_BIOLOGICAL_PROCESS","Chromosome partition","2.53%","4","108","27","3543","4.63e-2","5.65e-1","4.86","9.45e-1","5.56e-1","8.34e-3"
"UP_KW_MOLECULAR_FUNCTION","Ion channel","3.80%","6","97","80","3890","4.63e-2","2.72e-1","3.01","8.92e-1","2.43e-1","1.40e-2"
"GOTERM_BP_DIRECT","phospholipid translocation","1.90%","3","155","13","5659","4.72e-2","1.00e+0","8.43","1.00e+0","1.00e+0","4.71e-3"
"UP_KW_CELLULAR_COMPONENT","Cytoskeleton","12.03%","19","147","428","5258","4.84e-2","2.42e-1","1.59","7.74e-1","2.26e-1","2.85e-2"
"SMART","C2","3.16%","5","99","43","3019","4.90e-2","1.00e+0","3.55","9.98e-1","1.00e+0","1.23e-2"
"GOTERM_BP_DIRECT","intracellular signal transduction","5.06%","8","155","123","5659","4.97e-2","1.00e+0","2.37","1.00e+0","1.00e+0","1.91e-2"
"SMART","LamG","2.53%","4","99","26","3019","5.02e-2","1.00e+0","4.69","9.98e-1","1.00e+0","9.34e-3"
"INTERPRO","Cyclin-like_dom","1.90%","3","158","14","6002","5.04e-2","1.00e+0","8.14","1.00e+0","1.00e+0","5.26e-3"
"GOTERM_BP_DIRECT","rhythmic process","2.53%","4","155","31","5659","5.09e-2","1.00e+0","4.71","1.00e+0","1.00e+0","9.58e-3"
"INTERPRO","DNMBP_SH3_N2","1.27%","2","158","2","6002","5.16e-2","1.00e+0","37.99","1.00e+0","1.00e+0","6.89e-4"
"INTERPRO","Unconventional_Myosin_ATPase","1.27%","2","158","2","6002","5.16e-2","1.00e+0","37.99","1.00e+0","1.00e+0","6.89e-4"
"KEGG_PATHWAY","MAPK signaling pathway","1.90%","3","75","14","2776","5.19e-2","1.00e+0","7.93","1.00e+0","1.00e+0","5.57e-3"
"UP_SEQ_FEATURE","DOMAIN:ABC transporter","2.53%","4","154","32","5763","5.19e-2","1.00e+0","4.68","1.00e+0","9.99e-1","9.85e-3"
"GOTERM_BP_DIRECT","G protein-coupled receptor signaling pathway","3.16%","5","155","52","5659","5.21e-2","1.00e+0","3.51","1.00e+0","1.00e+0","1.33e-2"
"GOTERM_CC_DIRECT","multivesicular body","1.90%","3","157","14","5845","5.22e-2","9.97e-1","7.98","1.00e+0","9.94e-1","5.57e-3"
"UP_SEQ_FEATURE","MUTAGEN:C->S: Abolished deubiquitinase activity.","1.27%","2","154","2","5763","5.24e-2","1.00e+0","37.42","1.00e+0","9.99e-1","7.10e-4"
"UP_SEQ_FEATURE","MUTAGEN:L->H: In 3L043; complete loss of the posterior crossvein in adult wings.","1.27%","2","154","2","5763","5.24e-2","1.00e+0","37.42","1.00e+0","9.99e-1","7.10e-4"
"UP_SEQ_FEATURE","MUTAGEN:C->A: Strongly decreased deubiquitinase activity.","1.27%","2","154","2","5763","5.24e-2","1.00e+0","37.42","1.00e+0","9.99e-1","7.10e-4"
"UP_SEQ_FEATURE","MUTAGEN:C->A: Does not restore RICTOR expression levels when introduced into cells where endogenous USP9X has been silenced.","1.27%","2","154","2","5763","5.24e-2","1.00e+0","37.42","1.00e+0","9.99e-1","7.10e-4"
"UP_SEQ_FEATURE","MUTAGEN:D->A: Abolishes guanylate cyclase activity but does not affect cell surface location.","1.27%","2","154","2","5763","5.24e-2","1.00e+0","37.42","1.00e+0","9.99e-1","7.10e-4"
"UP_SEQ_FEATURE","MUTAGEN:H->A: Strongly decreased deubiquitinase activity.","1.27%","2","154","2","5763","5.24e-2","1.00e+0","37.42","1.00e+0","9.99e-1","7.10e-4"
"UP_SEQ_FEATURE","DOMAIN:UBP24/USP9X/USP9Y ubiquitin-like","1.27%","2","154","2","5763","5.24e-2","1.00e+0","37.42","1.00e+0","9.99e-1","7.10e-4"
"GOTERM_CC_DIRECT","actin-based cell projection","1.27%","2","157","2","5845","5.27e-2","9.97e-1","37.23","1.00e+0","9.94e-1","7.17e-4"
"INTERPRO","Ubiquitin-like_domsf","3.80%","6","158","78","6002","5.27e-2","1.00e+0","2.92","1.00e+0","1.00e+0","1.63e-2"
"GOTERM_BP_DIRECT","myoblast fate commitment","1.27%","2","155","2","5659","5.37e-2","1.00e+0","36.51","1.00e+0","1.00e+0","7.46e-4"
"GOTERM_BP_DIRECT","xenobiotic transport","1.90%","3","155","14","5659","5.40e-2","1.00e+0","7.82","1.00e+0","1.00e+0","5.87e-3"
"GOTERM_BP_DIRECT","intermembrane lipid transfer","1.90%","3","155","14","5659","5.40e-2","1.00e+0","7.82","1.00e+0","1.00e+0","5.87e-3"
"INTERPRO","Cyclin-like_sf","1.90%","3","158","15","6002","5.71e-2","1.00e+0","7.60","1.00e+0","1.00e+0","6.45e-3"
"INTERPRO","Ub_carboxyl-term_hydrolase","1.90%","3","158","15","6002","5.71e-2","1.00e+0","7.60","1.00e+0","1.00e+0","6.45e-3"
"INTERPRO","Cadherin-like_dom","1.90%","3","158","15","6002","5.71e-2","1.00e+0","7.60","1.00e+0","1.00e+0","6.45e-3"
"UP_SEQ_FEATURE","COMPBIAS:Basic and acidic residues","36.71%","58","154","1793","5763","5.92e-2","1.00e+0","1.21","1.00e+0","9.99e-1","4.70e-2"
"UP_KW_MOLECULAR_FUNCTION","Transducer","3.16%","5","97","60","3890","5.95e-2","3.10e-1","3.34","9.44e-1","2.77e-1","1.61e-2"
"GOTERM_BP_DIRECT","protein K63-linked deubiquitination","1.90%","3","155","15","5659","6.13e-2","1.00e+0","7.30","1.00e+0","1.00e+0","7.20e-3"
"GOTERM_BP_DIRECT","signal transduction","6.33%","10","155","184","5659","6.27e-2","1.00e+0","1.98","1.00e+0","1.00e+0","2.89e-2"
"UP_KW_DOMAIN","Signal","20.89%","33","122","790","3850","6.65e-2","3.49e-1","1.32","7.64e-1","3.33e-1","4.77e-2"
"INTERPRO","C2_domain_sf","3.16%","5","158","59","6002","6.77e-2","1.00e+0","3.22","1.00e+0","1.00e+0","1.89e-2"
"SMART","SH3","3.80%","6","99","68","3019","6.78e-2","1.00e+0","2.69","1.00e+0","1.00e+0","2.26e-2"
"GOTERM_BP_DIRECT","septate junction assembly","1.90%","3","155","16","5659","6.88e-2","1.00e+0","6.85","1.00e+0","1.00e+0","8.68e-3"
"GOTERM_MF_DIRECT","microfilament motor activity","1.90%","3","144","17","5577","6.91e-2","1.00e+0","6.83","1.00e+0","1.00e+0","8.79e-3"
"INTERPRO","Cadherin-like_sf","1.90%","3","158","17","6002","7.15e-2","1.00e+0","6.70","1.00e+0","1.00e+0","9.28e-3"
"UP_KW_MOLECULAR_FUNCTION","Actin-binding","3.80%","6","97","91","3890","7.27e-2","3.42e-1","2.64","9.71e-1","3.05e-1","2.50e-2"
"GOTERM_BP_DIRECT","regulation of cell shape","2.53%","4","155","36","5659","7.34e-2","1.00e+0","4.06","1.00e+0","1.00e+0","1.61e-2"
"UP_KW_BIOLOGICAL_PROCESS","Growth regulation","1.90%","3","108","15","3543","7.35e-2","6.62e-1","6.56","9.90e-1","6.51e-1","9.59e-3"
"SMART","CA","1.90%","3","99","14","3019","7.37e-2","1.00e+0","6.53","1.00e+0","1.00e+0","9.57e-3"
"SMART","CYCLIN","1.90%","3","99","14","3019","7.37e-2","1.00e+0","6.53","1.00e+0","1.00e+0","9.57e-3"
"GOTERM_MF_DIRECT","phosphatidylserine floppase activity","1.27%","2","144","3","5577","7.50e-2","1.00e+0","25.82","1.00e+0","1.00e+0","1.95e-3"
"UP_KW_BIOLOGICAL_PROCESS","Angiogenesis","2.53%","4","108","33","3543","7.59e-2","6.62e-1","3.98","9.92e-1","6.51e-1","1.69e-2"
