"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","cell adhesion","4.81%","5","102","90","5659","7.64e-2","1.00e+0","3.08","1.00e+0","1.00e+0","2.27e-2"
"GOTERM_BP_DIRECT","G1/S transition of mitotic cell cycle","2.88%","3","102","26","5659","7.77e-2","1.00e+0","6.40","1.00e+0","1.00e+0","1.09e-2"
"GOTERM_CC_DIRECT","Schaffer collateral - CA1 synapse","2.88%","3","102","27","5845","7.85e-2","1.00e+0","6.37","1.00e+0","1.00e+0","1.11e-2"
"UP_KW_PTM","Gamma-carboxyglutamic acid","1.92%","2","62","5","3694","7.99e-2","1.00e+0","23.83","6.61e-1","1.00e+0","2.68e-3"
"GOTERM_CC_DIRECT","actomyosin","1.92%","2","102","5","5845","8.35e-2","1.00e+0","22.92","1.00e+0","1.00e+0","2.91e-3"
"INTERPRO","Nucleotide-bd_a/b_plait_sf","4.81%","5","104","97","6002","8.47e-2","1.00e+0","2.97","1.00e+0","1.00e+0","2.60e-2"
"GOTERM_BP_DIRECT","glial cell differentiation","1.92%","2","102","5","5659","8.61e-2","1.00e+0","22.19","1.00e+0","1.00e+0","3.11e-3"
"INTERPRO","RBD_domain_sf","4.81%","5","104","98","6002","8.72e-2","1.00e+0","2.94","1.00e+0","1.00e+0","2.71e-2"
"UP_KW_MOLECULAR_FUNCTION","Actin capping","1.92%","2","76","5","3890","9.28e-2","1.00e+0","20.47","9.90e-1","1.00e+0","3.63e-3"
"KEGG_PATHWAY","Thermogenesis","1.92%","2","46","6","2776","9.35e-2","1.00e+0","20.12","1.00e+0","1.00e+0","3.86e-3"
"KEGG_PATHWAY","Prion disease","1.92%","2","46","6","2776","9.35e-2","1.00e+0","20.12","1.00e+0","1.00e+0","3.86e-3"
"GOTERM_BP_DIRECT","spermatogenesis","4.81%","5","102","97","5659","9.45e-2","1.00e+0","2.86","1.00e+0","1.00e+0","3.01e-2"
"INTERPRO","Aminotrans_V_dom","1.92%","2","104","6","6002","9.87e-2","1.00e+0","19.24","1.00e+0","1.00e+0","4.26e-3"
"INTERPRO","TFIIS/LEDGF_dom_sf","1.92%","2","104","6","6002","9.87e-2","1.00e+0","19.24","1.00e+0","1.00e+0","4.26e-3"

