"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_MF_DIRECT","molecular sequestering activity","2.17%","3","130","9","5577","1.72e-2","1.00e+0","14.30","9.99e-1","1.00e+0","9.38e-4"
"UP_SEQ_FEATURE","REGION:Disordered","72.46%","100","135","3749","5763","1.73e-2","6.66e-1","1.14","1.00e+0","6.66e-1","1.50e-2"
"GOTERM_BP_DIRECT","cell adhesion","5.07%","7","133","90","5659","1.81e-2","1.00e+0","3.31","1.00e+0","1.00e+0","5.00e-3"
"GOTERM_CC_DIRECT","lysosomal membrane","6.52%","9","135","149","5845","2.06e-2","9.43e-1","2.62","9.96e-1","9.43e-1","7.28e-3"
"GOTERM_CC_DIRECT","sperm midpiece","2.17%","3","135","10","5845","2.08e-2","9.43e-1","12.99","9.96e-1","9.43e-1","1.28e-3"
"GOTERM_BP_DIRECT","positive regulation of protein binding","2.17%","3","133","10","5659","2.15e-2","1.00e+0","12.76","1.00e+0","1.00e+0","1.35e-3"
"GOTERM_BP_DIRECT","intrinsic apoptotic signaling pathway","2.17%","3","133","10","5659","2.15e-2","1.00e+0","12.76","1.00e+0","1.00e+0","1.35e-3"
"UP_SEQ_FEATURE","DOMAIN:ABC transporter 1","2.90%","4","135","26","5763","2.16e-2","6.66e-1","6.57","1.00e+0","6.66e-1","2.88e-3"
"UP_SEQ_FEATURE","DOMAIN:ABC transporter 2","2.90%","4","135","26","5763","2.16e-2","6.66e-1","6.57","1.00e+0","6.66e-1","2.88e-3"
"UP_KW_DOMAIN","Repeat","32.61%","45","100","1323","3850","2.24e-2","1.69e-1","1.31","3.65e-1","1.69e-1","1.65e-2"
"GOTERM_BP_DIRECT","positive regulation of transcription by RNA polymerase II","8.70%","12","133","238","5659","2.25e-2","1.00e+0","2.15","1.00e+0","1.00e+0","9.76e-3"
"UP_KW_DOMAIN","Transmembrane helix","35.51%","49","100","1472","3850","2.26e-2","1.69e-1","1.28","3.67e-1","1.69e-1","1.70e-2"
"GOTERM_MF_DIRECT","ATPase-coupled transmembrane transporter activity","2.90%","4","130","27","5577","2.36e-2","1.00e+0","6.36","1.00e+0","1.00e+0","3.26e-3"
"GOTERM_BP_DIRECT","intracellular signal transduction","5.80%","8","133","123","5659","2.43e-2","1.00e+0","2.77","1.00e+0","1.00e+0","8.06e-3"
"GOTERM_CC_DIRECT","cytosol","32.61%","45","135","1465","5845","2.51e-2","9.43e-1","1.33","9.99e-1","9.43e-1","1.81e-2"
"UP_KW_DOMAIN","Transmembrane","35.51%","49","100","1481","3850","2.54e-2","1.69e-1","1.27","4.02e-1","1.69e-1","1.92e-2"
"GOTERM_BP_DIRECT","mRNA transcription by RNA polymerase II","2.17%","3","133","11","5659","2.59e-2","1.00e+0","11.60","1.00e+0","1.00e+0","1.82e-3"
"UP_SEQ_FEATURE","DOMAIN:PDZ","3.62%","5","135","49","5763","2.64e-2","6.66e-1","4.36","1.00e+0","6.66e-1","5.46e-3"
"INTERPRO","PDZ","3.62%","5","138","50","6002","2.66e-2","1.00e+0","4.35","1.00e+0","1.00e+0","5.52e-3"
"GOTERM_BP_DIRECT","cell differentiation","6.52%","9","133","154","5659","2.69e-2","1.00e+0","2.49","1.00e+0","1.00e+0","9.97e-3"
"GOTERM_CC_DIRECT","adherens junction","3.62%","5","135","50","5845","2.70e-2","9.43e-1","4.33","9.99e-1","9.43e-1","5.62e-3"
"UP_SEQ_FEATURE","TOPO_DOM:Cytoplasmic","22.46%","31","135","912","5763","2.73e-2","6.66e-1","1.45","1.00e+0","6.66e-1","1.79e-2"
"INTERPRO","PH-like_dom_sf","6.52%","9","138","159","6002","2.85e-2","1.00e+0","2.46","1.00e+0","1.00e+0","1.07e-2"
"INTERPRO","PDZ_sf","3.62%","5","138","52","6002","3.02e-2","1.00e+0","4.18","1.00e+0","1.00e+0","6.53e-3"
"UP_KW_BIOLOGICAL_PROCESS","Host-virus interaction","4.35%","6","93","68","3543","3.05e-2","6.22e-1","3.36","8.58e-1","6.22e-1","8.22e-3"
"UP_KW_BIOLOGICAL_PROCESS","Chromosome partition","2.90%","4","93","27","3543","3.16e-2","6.22e-1","5.64","8.68e-1","6.22e-1","4.92e-3"
"GOTERM_CC_DIRECT","endosome membrane","4.35%","6","135","78","5845","3.27e-2","9.43e-1","3.33","1.00e+0","9.43e-1","8.95e-3"
"GOTERM_MF_DIRECT","ABC-type transporter activity","2.90%","4","130","31","5577","3.39e-2","1.00e+0","5.54","1.00e+0","1.00e+0","5.45e-3"
"GOTERM_CC_DIRECT","cell cortex","4.35%","6","135","79","5845","3.43e-2","9.43e-1","3.29","1.00e+0","9.43e-1","9.50e-3"
"GOTERM_BP_DIRECT","endocytosis","4.35%","6","133","78","5659","3.48e-2","1.00e+0","3.27","1.00e+0","1.00e+0","9.69e-3"
"GOTERM_MF_DIRECT","mRNA 5'-UTR binding","2.17%","3","130","13","5577","3.51e-2","1.00e+0","9.90","1.00e+0","1.00e+0","2.98e-3"
"UP_KW_CELLULAR_COMPONENT","Cytoskeleton","12.32%","17","122","428","5258","3.51e-2","1.90e-1","1.71","6.19e-1","1.69e-1","1.92e-2"
"GOTERM_CC_DIRECT","septate junction","2.17%","3","135","14","5845","3.96e-2","9.43e-1","9.28","1.00e+0","9.43e-1","3.64e-3"
"GOTERM_CC_DIRECT","multivesicular body","2.17%","3","135","14","5845","3.96e-2","9.43e-1","9.28","1.00e+0","9.43e-1","3.64e-3"
"GOTERM_MF_DIRECT","signaling receptor activity","2.90%","4","130","33","5577","3.98e-2","1.00e+0","5.20","1.00e+0","1.00e+0","6.83e-3"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA catabolic process","2.17%","3","133","14","5659","4.09e-2","1.00e+0","9.12","1.00e+0","1.00e+0","3.82e-3"
"UP_KW_BIOLOGICAL_PROCESS","Cell adhesion","5.07%","7","93","99","3543","4.22e-2","6.22e-1","2.69","9.34e-1","6.22e-1","1.43e-2"
"GOTERM_CC_DIRECT","endomembrane system","5.80%","8","135","141","5845","4.26e-2","9.43e-1","2.46","1.00e+0","9.43e-1","1.59e-2"
"UP_KW_BIOLOGICAL_PROCESS","Transport","22.46%","31","93","864","3543","4.42e-2","6.22e-1","1.37","9.42e-1","6.22e-1","3.07e-2"
"INTERPRO","ABC_transporter-like_CS","2.90%","4","138","35","6002","4.48e-2","1.00e+0","4.97","1.00e+0","1.00e+0","8.06e-3"
"INTERPRO","Serpin_sf","1.45%","2","138","2","6002","4.51e-2","1.00e+0","43.49","1.00e+0","1.00e+0","5.25e-4"
"INTERPRO","Serpin_fam","1.45%","2","138","2","6002","4.51e-2","1.00e+0","43.49","1.00e+0","1.00e+0","5.25e-4"
"INTERPRO","Serpin_sf_1","1.45%","2","138","2","6002","4.51e-2","1.00e+0","43.49","1.00e+0","1.00e+0","5.25e-4"
"INTERPRO","Serpin_sf_2","1.45%","2","138","2","6002","4.51e-2","1.00e+0","43.49","1.00e+0","1.00e+0","5.25e-4"
"INTERPRO","Serpin_dom","1.45%","2","138","2","6002","4.51e-2","1.00e+0","43.49","1.00e+0","1.00e+0","5.25e-4"
"INTERPRO","Serpin_CS","1.45%","2","138","2","6002","4.51e-2","1.00e+0","43.49","1.00e+0","1.00e+0","5.25e-4"
"INTERPRO","Unconventional_Myosin_ATPase","1.45%","2","138","2","6002","4.51e-2","1.00e+0","43.49","1.00e+0","1.00e+0","5.25e-4"
"KEGG_PATHWAY","MAPK signaling pathway","2.17%","3","70","14","2776","4.57e-2","1.00e+0","8.50","1.00e+0","1.00e+0","4.58e-3"
"GOTERM_MF_DIRECT","CTPase activity","1.45%","2","130","2","5577","4.57e-2","1.00e+0","42.90","1.00e+0","1.00e+0","5.39e-4"
"GOTERM_MF_DIRECT","RNA strand annealing activity","1.45%","2","130","2","5577","4.57e-2","1.00e+0","42.90","1.00e+0","1.00e+0","5.39e-4"
"GOTERM_MF_DIRECT","signaling adaptor activity","2.17%","3","130","15","5577","4.58e-2","1.00e+0","8.58","1.00e+0","1.00e+0","4.59e-3"
"UP_SEQ_FEATURE","REGION:Interaction with VACV protein K7","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:L->A: Impaired interaction with EIF4E; decreased repression of cap-dependent translation. Fails to induce stress granule assembly and to rescue cell viability after stress. No effect on translation of HIV-1 RNA; when associated with A-38.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->L: Strong decrease in ATPase activity and RNA-unwinding activity. Does not promote the translation of mRNAs containing long structured 5'UTRs, including that of CCNE1. No effect on the translation of HIV-1 RNA.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Greatly impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-181; A-183 and A-240.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:SAT->AAA: Loss of RNA helicase, but not ATPase activity; no effect on the repression of cap- and IRES-dependent translation, WNT/beta catenin signaling, up-regulation of CDKN1A promoter activity, HNF4A-mediated MTTP transcriptional activation, nor on stress granule assembly.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","REGION:Involved in binding to RNA G-quadruplex","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->D: Interacts with IRF3 and enhances IFNB promoter induction.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:D->A: No effect on general translation; when associated with A-200; A-207; A-230 and A-348.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","REGION:Interaction with EIF4E","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:C->A: Does not restore RICTOR expression levels when introduced into cells where endogenous USP9X has been silenced.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-429; A-438; A-456 and A-520.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:SS->AA: Reduces total phosphorylation by 50%. No effect on interaction with IKBKE.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:Q->A: Does not promote the translation of HIV-1 RNA. No effect on general translation; when associated with A-200; A-230: A-347 and A-348.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:E->A: No effect on general translation; when associated with A-200; A-207; A-230 and A-347.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:LDL->ADA: Impairs nuclear export and interaction with XPO1/CMR1.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:T->A: Impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-429; A-442; A-456 and A-520.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","REGION:Required for TBK1 and IKBKE-dependent IFNB1 activation","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:DEAD->AEAA: Loss of ATPase activity.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:K->E: Complete loss of ATPase and RNA-unwinding activities. Loss of HIV-1 mRNA nuclear export. Does not promote the translation of HIV-1 RNA. No effect on IFNB1 induction. No effect on RNA-binding. Loss of inhibition of NF-kappa-B-mediated transcriptional activity.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:K->R: Partial loss of ubiquitination by RNF39.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:LDQQFAGLDL->ADQQAAGADA: Impairs nuclear export and interaction with XPO1/CMR1.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","REGION:Interaction with NXF1","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Reduces total phosphorylation by 60%. No effect on interaction with IKBKE.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Reduces total phosphorylation by 30%. Abolishes interaction with IRF3 and fails to enhance IFNB promoter induction. No effect on interaction with IKBKE.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","DOMAIN:UBP24/USP9X/USP9Y ubiquitin-like","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-438; A-442; A-456 and A-520.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:Y->A: No effect on general translation; when associated with A-207; A-230; A-347 and A-348.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:C->S: Abolished deubiquitinase activity.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:PSE->ASA: Loss of interaction with TRAF3, reduced TRAF3 'K-63'-linked autoubiquitination.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Greatly impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-181; A-240 and A-269.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:E->Q: Loss of both ATPase and RNA helicase activities; decreased up-regulation of CDKN1A promoter activity and HNF4A-mediated MTTP transcriptional activation; no effect on the repression of cap- and IRES-dependent translation, WNT/beta catenin signaling, nor on stress granule assembly. Does not promote the translation of HIV-1 RNA.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","REGION:Involved in stimulation of ATPase activity by DNA and RNA, nucleic acid binding and unwinding and HIV-1 replication","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:Y->A: Impaired interaction with EIF4E; impaired stress granule formation, decreased repression of cap-dependent translation and decreased ability to enhance IRES-mediated translation. No effect on translation of HIV-1 RNA; when associated with A-43.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","REGION:Interaction with IKBKE","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:C->A: Strongly decreased deubiquitinase activity.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Greatly impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-181; A-183 and A-269.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","REGION:Interaction with CHUK","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:TRE->RRV: Increased NF-kappa-B-mediated transcriptional activity, contrary to wild-type which is inhibitory in this experimental setting.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Greatly impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFNB1 induction; when associated with A-183; A-240 and A-269.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-429; A-438; A-442 and A-520.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:H->A: Strongly decreased deubiquitinase activity.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:FF->AA: Loss of interaction with VACV protein K7, IRF3 activation and IFNB1 promoter induction.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-429; A-438; A-442 and A-456.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"UP_SEQ_FEATURE","MUTAGEN:K->A: No effect on general translation; when associated with A-200; A-207; A-347 and A-348.","1.45%","2","135","2","5763","4.60e-2","6.66e-1","42.69","1.00e+0","6.66e-1","5.45e-4"
"GOTERM_BP_DIRECT","positive regulation of chemokine (C-C motif) ligand 5 production","1.45%","2","133","2","5659","4.61e-2","1.00e+0","42.55","1.00e+0","1.00e+0","5.48e-4"
"GOTERM_BP_DIRECT","negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","1.45%","2","133","2","5659","4.61e-2","1.00e+0","42.55","1.00e+0","1.00e+0","5.48e-4"
"GOTERM_BP_DIRECT","protein localization to cytoplasmic stress granule","1.45%","2","133","2","5659","4.61e-2","1.00e+0","42.55","1.00e+0","1.00e+0","5.48e-4"
"GOTERM_BP_DIRECT","myoblast fate commitment","1.45%","2","133","2","5659","4.61e-2","1.00e+0","42.55","1.00e+0","1.00e+0","5.48e-4"
"GOTERM_BP_DIRECT","positive regulation of protein autophosphorylation","1.45%","2","133","2","5659","4.61e-2","1.00e+0","42.55","1.00e+0","1.00e+0","5.48e-4"
"INTERPRO","ABC_transporter-like_ATP-bd","2.90%","4","138","36","6002","4.80e-2","1.00e+0","4.83","1.00e+0","1.00e+0","8.91e-3"
"SMART","PDZ","3.62%","5","85","50","3019","4.87e-2","1.00e+0","3.55","9.99e-1","1.00e+0","1.23e-2"
"UP_KW_BIOLOGICAL_PROCESS","Differentiation","6.52%","9","93","157","3543","4.93e-2","6.22e-1","2.18","9.59e-1","6.22e-1","2.07e-2"
"GOTERM_BP_DIRECT","ubiquitin-dependent protein catabolic process","5.07%","7","133","114","5659","4.95e-2","1.00e+0","2.61","1.00e+0","1.00e+0","1.73e-2"
"UP_SEQ_FEATURE","CARBOHYD:N-linked (GlcNAc...) asparagine","22.46%","31","135","963","5763","5.17e-2","7.35e-1","1.37","1.00e+0","7.35e-1","3.57e-2"
"GOTERM_BP_DIRECT","septate junction assembly","2.17%","3","133","16","5659","5.23e-2","1.00e+0","7.98","1.00e+0","1.00e+0","5.68e-3"
"SMART","SERPIN","1.45%","2","85","2","3019","5.49e-2","1.00e+0","35.52","1.00e+0","1.00e+0","7.84e-4"
"UP_KW_MOLECULAR_FUNCTION","Protease","7.25%","10","89","218","3890","5.61e-2","6.62e-1","2.00","9.41e-1","6.62e-1","2.58e-2"
"GOTERM_MF_DIRECT","DNA-binding transcription factor activity","4.35%","6","130","90","5577","5.66e-2","1.00e+0","2.86","1.00e+0","1.00e+0","1.80e-2"
"KEGG_PATHWAY","Endocytosis","2.17%","3","70","16","2776","5.84e-2","1.00e+0","7.44","1.00e+0","1.00e+0","6.80e-3"
"GOTERM_BP_DIRECT","Wnt signaling pathway","3.62%","5","133","63","5659","5.86e-2","1.00e+0","3.38","1.00e+0","1.00e+0","1.57e-2"
"GOTERM_CC_DIRECT","apicolateral plasma membrane","2.17%","3","135","18","5845","6.28e-2","1.00e+0","7.22","1.00e+0","1.00e+0","7.63e-3"
"GOTERM_BP_DIRECT","transmembrane transport","5.80%","8","133","152","5659","6.39e-2","1.00e+0","2.24","1.00e+0","1.00e+0","2.61e-2"
"UP_KW_CELLULAR_COMPONENT","Cytoplasm","39.86%","55","122","1975","5258","6.42e-2","2.38e-1","1.20","8.33e-1","2.12e-1","5.15e-2"
"GOTERM_BP_DIRECT","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","2.17%","3","133","18","5659","6.48e-2","1.00e+0","7.09","1.00e+0","1.00e+0","8.00e-3"
"GOTERM_BP_DIRECT","signal transduction","6.52%","9","133","184","5659","6.49e-2","1.00e+0","2.08","1.00e+0","1.00e+0","2.86e-2"
"INTERPRO","Ser_caboxypep_ser_AS","1.45%","2","138","3","6002","6.69e-2","1.00e+0","29.00","1.00e+0","1.00e+0","1.55e-3"
"INTERPRO","PAC","1.45%","2","138","3","6002","6.69e-2","1.00e+0","29.00","1.00e+0","1.00e+0","1.55e-3"
"INTERPRO","Peptidase_S10","1.45%","2","138","3","6002","6.69e-2","1.00e+0","29.00","1.00e+0","1.00e+0","1.55e-3"
"INTERPRO","DUF3517","1.45%","2","138","3","6002","6.69e-2","1.00e+0","29.00","1.00e+0","1.00e+0","1.55e-3"
"UP_KW_CELLULAR_COMPONENT","Inflammasome","1.45%","2","122","3","5258","6.75e-2","2.38e-1","28.73","8.48e-1","2.12e-1","1.58e-3"
"GOTERM_MF_DIRECT","phosphatidylserine floppase activity","1.45%","2","130","3","5577","6.78e-2","1.00e+0","28.60","1.00e+0","1.00e+0","1.59e-3"
"GOTERM_MF_DIRECT","K11-linked deubiquitinase activity","1.45%","2","130","3","5577","6.78e-2","1.00e+0","28.60","1.00e+0","1.00e+0","1.59e-3"
"GOTERM_MF_DIRECT","ribonucleoside triphosphate phosphatase activity","1.45%","2","130","3","5577","6.78e-2","1.00e+0","28.60","1.00e+0","1.00e+0","1.59e-3"
"UP_SEQ_FEATURE","SITE:Reactive bond","1.45%","2","135","3","5763","6.82e-2","8.85e-1","28.46","1.00e+0","8.85e-1","1.61e-3"
"UP_SEQ_FEATURE","DOMAIN:MyTH4 2","1.45%","2","135","3","5763","6.82e-2","8.85e-1","28.46","1.00e+0","8.85e-1","1.61e-3"
"UP_SEQ_FEATURE","DOMAIN:DUF3517","1.45%","2","135","3","5763","6.82e-2","8.85e-1","28.46","1.00e+0","8.85e-1","1.61e-3"
"UP_SEQ_FEATURE","DOMAIN:MyTH4 1","1.45%","2","135","3","5763","6.82e-2","8.85e-1","28.46","1.00e+0","8.85e-1","1.61e-3"
"UP_SEQ_FEATURE","REGION:Interaction with HCV core protein","1.45%","2","135","3","5763","6.82e-2","8.85e-1","28.46","1.00e+0","8.85e-1","1.61e-3"
