"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Reduces total phosphorylation by 30%. Abolishes interaction with IRF3 and fails to enhance IFNB promoter induction. No effect on interaction with IKBKE.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:Q->A: Does not promote the translation of HIV-1 RNA. No effect on general translation; when associated with A-200; A-230: A-347 and A-348.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","REGION:Involved in stimulation of ATPase activity by DNA and RNA, nucleic acid binding and unwinding and HIV-1 replication","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-429; A-438; A-442 and A-456.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:LDL->ADA: Impairs nuclear export and interaction with XPO1/CMR1.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:T->A: Impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-429; A-442; A-456 and A-520.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:PSE->ASA: Loss of interaction with TRAF3, reduced TRAF3 'K-63'-linked autoubiquitination.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","REGION:Required for TBK1 and IKBKE-dependent IFNB1 activation","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-429; A-438; A-442 and A-520.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:SAT->AAA: Loss of RNA helicase, but not ATPase activity; no effect on the repression of cap- and IRES-dependent translation, WNT/beta catenin signaling, up-regulation of CDKN1A promoter activity, HNF4A-mediated MTTP transcriptional activation, nor on stress granule assembly.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:LDQQFAGLDL->ADQQAAGADA: Impairs nuclear export and interaction with XPO1/CMR1.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","REGION:Interaction with NXF1","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:K->R: Partial loss of ubiquitination by RNF39.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:TRE->RRV: Increased NF-kappa-B-mediated transcriptional activity, contrary to wild-type which is inhibitory in this experimental setting.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:L->A: Impaired interaction with EIF4E; decreased repression of cap-dependent translation. Fails to induce stress granule assembly and to rescue cell viability after stress. No effect on translation of HIV-1 RNA; when associated with A-38.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Greatly impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-181; A-183 and A-240.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Greatly impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-181; A-240 and A-269.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->L: Strong decrease in ATPase activity and RNA-unwinding activity. Does not promote the translation of mRNAs containing long structured 5'UTRs, including that of CCNE1. No effect on the translation of HIV-1 RNA.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:K->A: No effect on general translation; when associated with A-200; A-207; A-347 and A-348.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","REGION:Interaction with IKBKE","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Reduces total phosphorylation by 60%. No effect on interaction with IKBKE.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Greatly impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFN-beta induction; when associated with A-181; A-183 and A-269.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:SS->AA: Reduces total phosphorylation by 50%. No effect on interaction with IKBKE.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:K->E: Complete loss of ATPase and RNA-unwinding activities. Loss of HIV-1 mRNA nuclear export. Does not promote the translation of HIV-1 RNA. No effect on IFNB1 induction. No effect on RNA-binding. Loss of inhibition of NF-kappa-B-mediated transcriptional activity.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:E->A: No effect on general translation; when associated with A-200; A-207; A-230 and A-347.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","REGION:Involved in binding to RNA G-quadruplex","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Greatly impairs phosphorylation by TBK1 and fails to synergize with TBK1 in IFNB1 induction; when associated with A-183; A-240 and A-269.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","REGION:Interaction with EIF4E","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:FF->AA: Loss of interaction with VACV protein K7, IRF3 activation and IFNB1 promoter induction.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"UP_SEQ_FEATURE","MUTAGEN:Y->A: No effect on general translation; when associated with A-207; A-230; A-347 and A-348.","1.77%","2","108","2","5763","3.68e-2","5.28e-1","53.36","1.00e+0","5.28e-1","3.48e-4"
"KEGG_PATHWAY","Oxidative phosphorylation","1.77%","2","53","2","2776","3.71e-2","1.00e+0","52.38","9.94e-1","1.00e+0","3.58e-4"
"SMART","IG","4.42%","5","68","58","3019","3.83e-2","1.00e+0","3.83","9.75e-1","1.00e+0","9.09e-3"
"GOTERM_BP_DIRECT","chromosome segregation","3.54%","4","104","42","5659","4.03e-2","1.00e+0","5.18","1.00e+0","1.00e+0","7.05e-3"
"UP_SEQ_FEATURE","REPEAT:WD 5","6.19%","7","108","138","5763","4.26e-2","5.35e-1","2.71","1.00e+0","5.35e-1","1.45e-2"
"GOTERM_BP_DIRECT","actin cytoskeleton organization","4.42%","5","104","73","5659","4.33e-2","1.00e+0","3.73","1.00e+0","1.00e+0","1.06e-2"
"GOTERM_MF_DIRECT","structural constituent of cytoskeleton","2.65%","3","103","19","5577","4.63e-2","1.00e+0","8.55","1.00e+0","1.00e+0","4.78e-3"
"UP_SEQ_FEATURE","DOMAIN:Helicase C-terminal","4.42%","5","108","75","5763","5.00e-2","5.35e-1","3.56","1.00e+0","5.35e-1","1.29e-2"
"UP_SEQ_FEATURE","REPEAT:WD 4","6.19%","7","108","144","5763","5.06e-2","5.35e-1","2.59","1.00e+0","5.35e-1","1.80e-2"
"GOTERM_BP_DIRECT","in utero embryonic development","4.42%","5","104","77","5659","5.10e-2","1.00e+0","3.53","1.00e+0","1.00e+0","1.32e-2"
"INTERPRO","Helicase_C-like","4.42%","5","113","76","6002","5.29e-2","1.00e+0","3.49","1.00e+0","1.00e+0","1.39e-2"
"GOTERM_BP_DIRECT","positive regulation of protein K63-linked ubiquitination","1.77%","2","104","3","5659","5.36e-2","1.00e+0","36.28","1.00e+0","1.00e+0","9.92e-4"
"GOTERM_BP_DIRECT","atrioventricular canal development","1.77%","2","104","3","5659","5.36e-2","1.00e+0","36.28","1.00e+0","1.00e+0","9.92e-4"
"GOTERM_BP_DIRECT","lymph vessel morphogenesis","1.77%","2","104","3","5659","5.36e-2","1.00e+0","36.28","1.00e+0","1.00e+0","9.92e-4"
"GOTERM_BP_DIRECT","positive regulation of toll-like receptor 8 signaling pathway","1.77%","2","104","3","5659","5.36e-2","1.00e+0","36.28","1.00e+0","1.00e+0","9.92e-4"
"GOTERM_BP_DIRECT","positive regulation of protein acetylation","1.77%","2","104","3","5659","5.36e-2","1.00e+0","36.28","1.00e+0","1.00e+0","9.92e-4"
"GOTERM_BP_DIRECT","positive regulation of translation in response to endoplasmic reticulum stress","1.77%","2","104","3","5659","5.36e-2","1.00e+0","36.28","1.00e+0","1.00e+0","9.92e-4"
"GOTERM_MF_DIRECT","ribonucleoside triphosphate phosphatase activity","1.77%","2","103","3","5577","5.39e-2","1.00e+0","36.10","1.00e+0","1.00e+0","1.00e-3"
"UP_SEQ_FEATURE","REGION:Interaction with HCV core protein","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 7","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 15","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 19","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 17","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 21","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 10","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 14","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 9","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 16","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 18","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 11","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 6","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 20","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 8","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 13","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 12","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 5","1.77%","2","108","3","5763","5.47e-2","5.35e-1","35.57","1.00e+0","5.35e-1","1.03e-3"
"UP_KW_CELLULAR_COMPONENT","Inflammasome","1.77%","2","99","3","5258","5.49e-2","4.46e-1","35.41","8.61e-1","4.21e-1","1.04e-3"
"INTERPRO","Sec13/Seh1_fam","1.77%","2","113","3","6002","5.50e-2","1.00e+0","35.41","1.00e+0","1.00e+0","1.04e-3"
"GOTERM_BP_DIRECT","regulation of embryonic development","2.65%","3","104","21","5659","5.50e-2","1.00e+0","7.77","1.00e+0","1.00e+0","6.30e-3"
"GOTERM_BP_DIRECT","lipid homeostasis","2.65%","3","104","21","5659","5.50e-2","1.00e+0","7.77","1.00e+0","1.00e+0","6.30e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 5","2.65%","3","108","21","5763","5.70e-2","5.50e-1","7.62","1.00e+0","5.50e-1","6.66e-3"
"UP_SEQ_FEATURE","DOMAIN:Helicase ATP-binding","4.42%","5","108","79","5763","5.85e-2","5.56e-1","3.38","1.00e+0","5.56e-1","1.58e-2"
"UP_KW_PTM","Phosphoprotein","48.67%","55","74","2392","3694","5.92e-2","7.11e-1","1.15","4.89e-1","7.11e-1","5.04e-2"
"INTERPRO","WD40_rpt","6.19%","7","113","149","6002","5.92e-2","1.00e+0","2.50","1.00e+0","1.00e+0","2.18e-2"
"UP_KW_CELLULAR_COMPONENT","Membrane","44.25%","50","99","2196","5258","5.95e-2","4.46e-1","1.21","8.83e-1","4.21e-1","4.75e-2"
"GOTERM_CC_DIRECT","centrosome","7.08%","8","108","191","5845","6.01e-2","1.00e+0","2.27","1.00e+0","1.00e+0","2.44e-2"
"GOTERM_BP_DIRECT","protein localization to plasma membrane","3.54%","4","104","51","5659","6.51e-2","1.00e+0","4.27","1.00e+0","1.00e+0","1.39e-2"
"UP_SEQ_FEATURE","REPEAT:WD 3","6.19%","7","108","154","5763","6.59e-2","6.06e-1","2.43","1.00e+0","6.06e-1","2.50e-2"
"UP_SEQ_FEATURE","MOTIF:DEAD box","2.65%","3","108","23","5763","6.71e-2","6.06e-1","6.96","1.00e+0","6.06e-1","8.63e-3"
"GOTERM_BP_DIRECT","positive regulation of transcription by RNA polymerase II","7.96%","9","104","238","5659","6.73e-2","1.00e+0","2.06","1.00e+0","1.00e+0","3.02e-2"
"GOTERM_CC_DIRECT","nucleus","38.94%","44","108","1928","5845","6.90e-2","1.00e+0","1.24","1.00e+0","1.00e+0","5.36e-2"
"UP_KW_CELLULAR_COMPONENT","Synapse","6.19%","7","99","156","5258","7.00e-2","4.46e-1","2.38","9.21e-1","4.21e-1","2.70e-2"
"GOTERM_CC_DIRECT","neuronal cell body","5.31%","6","108","121","5845","7.03e-2","1.00e+0","2.68","1.00e+0","1.00e+0","2.40e-2"
"UP_KW_MOLECULAR_FUNCTION","Actin-binding","4.42%","5","68","91","3890","7.04e-2","7.82e-1","3.14","9.68e-1","7.82e-1","2.05e-2"
"GOTERM_CC_DIRECT","postsynaptic density membrane","2.65%","3","108","24","5845","7.06e-2","1.00e+0","6.77","1.00e+0","1.00e+0","9.36e-3"
"GOTERM_BP_DIRECT","positive regulation of cation channel activity","1.77%","2","104","4","5659","7.09e-2","1.00e+0","27.21","1.00e+0","1.00e+0","1.96e-3"
"GOTERM_BP_DIRECT","positive regulation of toll-like receptor 7 signaling pathway","1.77%","2","104","4","5659","7.09e-2","1.00e+0","27.21","1.00e+0","1.00e+0","1.96e-3"
"GOTERM_BP_DIRECT","gamete generation","1.77%","2","104","4","5659","7.09e-2","1.00e+0","27.21","1.00e+0","1.00e+0","1.96e-3"
"UP_SEQ_FEATURE","REPEAT:WD 2","6.19%","7","108","157","5763","7.10e-2","6.06e-1","2.38","1.00e+0","6.06e-1","2.74e-2"
"UP_SEQ_FEATURE","REPEAT:WD 1","6.19%","7","108","157","5763","7.10e-2","6.06e-1","2.38","1.00e+0","6.06e-1","2.74e-2"
"GOTERM_MF_DIRECT","cytoskeletal anchor activity","1.77%","2","103","4","5577","7.12e-2","1.00e+0","27.07","1.00e+0","1.00e+0","1.98e-3"
"GOTERM_MF_DIRECT","eukaryotic initiation factor 4E binding","1.77%","2","103","4","5577","7.12e-2","1.00e+0","27.07","1.00e+0","1.00e+0","1.98e-3"
"GOTERM_CC_DIRECT","I band","1.77%","2","108","4","5845","7.13e-2","1.00e+0","27.06","1.00e+0","1.00e+0","1.98e-3"
"GOTERM_CC_DIRECT","NLRP3 inflammasome complex","1.77%","2","108","4","5845","7.13e-2","1.00e+0","27.06","1.00e+0","1.00e+0","1.98e-3"
"COG_ONTOLOGY","Intracellular trafficking and secretion","2.65%","3","12","31","751","7.19e-2","5.04e-1","6.06","4.07e-1","5.04e-1","1.09e-2"
