"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"INTERPRO","Lipase","9.68%","3","31","7","6002","4.99e-4","9.71e-3","82.98","5.68e-2","9.04e-3","4.31e-6"
"INTERPRO","TAG_lipase","9.68%","3","31","7","6002","4.99e-4","9.71e-3","82.98","5.68e-2","9.04e-3","4.31e-6"
"INTERPRO","Lipase_LIPH","9.68%","3","31","7","6002","4.99e-4","9.71e-3","82.98","5.68e-2","9.04e-3","4.31e-6"
"GOTERM_MF_DIRECT","lipoprotein lipase activity","9.68%","3","30","7","5577","5.40e-4","8.99e-3","79.67","5.25e-2","8.45e-3","4.85e-6"
"INTERPRO","PLAT/LH2_dom_sf","9.68%","3","31","8","6002","6.64e-4","9.71e-3","72.60","7.48e-2","9.04e-3","6.87e-6"
"INTERPRO","PLAT/LH2_dom","9.68%","3","31","8","6002","6.64e-4","9.71e-3","72.60","7.48e-2","9.04e-3","6.87e-6"
"UP_SEQ_FEATURE","DOMAIN:PLAT","9.68%","3","30","8","5763","6.72e-4","7.12e-2","72.04","6.88e-2","7.12e-2","7.01e-6"
"PIR_SUPERFAMILY","Lipoprotein_lipase_LIPH","9.68%","3","7","7","833","8.95e-4","4.47e-3","51.00","4.46e-3","4.47e-3","1.26e-5"
"INTERPRO","MFS_trans_sf","16.13%","5","31","92","6002","1.04e-3","1.36e-2","10.52","1.15e-1","1.26e-2","9.41e-5"
"GOTERM_MF_DIRECT","triacylglycerol lipase activity","9.68%","3","30","11","5577","1.39e-3","1.99e-2","50.70","1.30e-1","1.87e-2","2.25e-5"
"GOTERM_CC_DIRECT","extracellular space","19.35%","6","30","232","5845","5.13e-3","1.39e-1","5.04","2.43e-1","1.39e-1","9.76e-4"
"GOTERM_CC_DIRECT","microvillus","9.68%","3","30","22","5845","5.16e-3","1.39e-1","26.57","2.44e-1","1.39e-1","1.76e-4"
"GOTERM_BP_DIRECT","xenobiotic metabolic process","9.68%","3","29","23","5659","5.60e-3","2.40e-1","25.45","6.66e-1","2.34e-1","2.00e-4"
"INTERPRO","Sc_DH/Rdtase_CS","9.68%","3","31","25","6002","6.75e-3","7.89e-2","23.23","5.47e-1","7.35e-2","2.66e-4"
"GOTERM_BP_DIRECT","response to lipopolysaccharide","9.68%","3","29","26","5659","7.13e-3","2.40e-1","22.52","7.52e-1","2.34e-1","2.91e-4"
"UP_SEQ_FEATURE","ACT_SITE:Charge relay system","12.90%","4","30","85","5763","8.58e-3","4.55e-1","9.04","5.99e-1","4.55e-1","9.02e-4"
"GOTERM_BP_DIRECT","glucocorticoid metabolic process","6.45%","2","29","2","5659","9.87e-3","2.40e-1","195.14","8.56e-1","2.34e-1","2.54e-5"
"GOTERM_BP_DIRECT","response to gonadotropin","6.45%","2","29","2","5659","9.87e-3","2.40e-1","195.14","8.56e-1","2.34e-1","2.54e-5"
"GOTERM_BP_DIRECT","phylloquinone catabolic process","6.45%","2","29","2","5659","9.87e-3","2.40e-1","195.14","8.56e-1","2.34e-1","2.54e-5"
"UP_KW_CELLULAR_COMPONENT","Secreted","19.35%","6","27","279","5258","1.06e-2","1.49e-1","4.19","1.39e-1","1.49e-1","2.43e-3"
"GOTERM_MF_DIRECT","transmembrane transporter activity","12.90%","4","30","90","5577","1.10e-2","1.37e-1","8.26","6.68e-1","1.29e-1","1.26e-3"
"GOTERM_BP_DIRECT","cholesterol homeostasis","9.68%","3","29","34","5659","1.20e-2","2.40e-1","17.22","9.05e-1","2.34e-1","6.51e-4"
"GOTERM_BP_DIRECT","prostaglandin catabolic process","6.45%","2","29","3","5659","1.48e-2","2.40e-1","130.09","9.45e-1","2.34e-1","7.58e-5"
"GOTERM_BP_DIRECT","steroid catabolic process","6.45%","2","29","3","5659","1.48e-2","2.40e-1","130.09","9.45e-1","2.34e-1","7.58e-5"
"GOTERM_BP_DIRECT","ovulation from ovarian follicle","6.45%","2","29","3","5659","1.48e-2","2.40e-1","130.09","9.45e-1","2.34e-1","7.58e-5"
"UP_SEQ_FEATURE","DOMAIN:Lipase","6.45%","2","30","3","5763","1.50e-2","5.31e-1","128.07","7.99e-1","5.31e-1","7.83e-5"
"GOTERM_MF_DIRECT","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","6.45%","2","30","3","5577","1.55e-2","1.72e-1","123.93","7.91e-1","1.62e-1","8.36e-5"
"INTERPRO","NAD(P)-bd_dom_sf","12.90%","4","31","108","6002","1.62e-2","1.72e-1","7.17","8.51e-1","1.60e-1","2.15e-3"
"KEGG_PATHWAY","Metabolism of xenobiotics by cytochrome P450","6.45%","2","18","3","2776","1.83e-2","3.78e-1","102.81","6.87e-1","3.78e-1","1.19e-4"
"KEGG_PATHWAY","Folate biosynthesis","6.45%","2","18","3","2776","1.83e-2","3.78e-1","102.81","6.87e-1","3.78e-1","1.19e-4"
"INTERPRO","SDR_fam","9.68%","3","31","43","6002","1.92e-2","1.87e-1","13.51","8.97e-1","1.74e-1","1.34e-3"
"UP_SEQ_FEATURE","DOMAIN:Major facilitator superfamily (MFS) profile","9.68%","3","30","47","5763","2.30e-2","6.09e-1","12.26","9.15e-1","6.09e-1","1.77e-3"
"KEGG_PATHWAY","Chemical carcinogenesis - DNA adducts","6.45%","2","18","4","2776","2.43e-2","3.78e-1","77.11","7.87e-1","3.78e-1","2.37e-4"
"INTERPRO","MFS","9.68%","3","31","49","6002","2.46e-2","2.21e-1","11.85","9.45e-1","2.06e-1","1.96e-3"
"UP_KW_MOLECULAR_FUNCTION","Oxidoreductase","19.35%","6","21","345","3890","2.71e-2","6.77e-1","3.22","4.97e-1","6.77e-1","8.01e-3"
"GOTERM_MF_DIRECT","metal ion binding","35.48%","11","30","1028","5577","2.94e-2","2.80e-1","1.99","9.49e-1","2.63e-1","1.41e-2"
"KEGG_PATHWAY","Pancreatic secretion","6.45%","2","18","5","2776","3.03e-2","3.78e-1","61.69","8.56e-1","3.78e-1","3.93e-4"
"KEGG_PATHWAY","Arachidonic acid metabolism","6.45%","2","18","5","2776","3.03e-2","3.78e-1","61.69","8.56e-1","3.78e-1","3.93e-4"
"GOTERM_MF_DIRECT","phospholipase A1 activity","6.45%","2","30","6","5577","3.08e-2","2.80e-1","61.97","9.56e-1","2.63e-1","4.14e-4"
"GOTERM_BP_DIRECT","high-density lipoprotein particle remodeling","6.45%","2","29","7","5659","3.41e-2","4.74e-1","55.75","9.99e-1","4.62e-1","5.24e-4"
"GOTERM_BP_DIRECT","response to testosterone","6.45%","2","29","7","5659","3.41e-2","4.74e-1","55.75","9.99e-1","4.62e-1","5.24e-4"
"GOTERM_MF_DIRECT","lipase activity","6.45%","2","30","7","5577","3.59e-2","2.99e-1","53.11","9.74e-1","2.81e-1","5.78e-4"
"KEGG_PATHWAY","Fat digestion and absorption","6.45%","2","18","6","2776","3.62e-2","3.78e-1","51.41","9.02e-1","3.78e-1","5.87e-4"
"GOTERM_BP_DIRECT","transmembrane transport","12.90%","4","29","152","5659","3.81e-2","4.74e-1","5.14","9.99e-1","4.62e-1","7.04e-3"
"GOTERM_BP_DIRECT","response to progesterone","6.45%","2","29","8","5659","3.89e-2","4.74e-1","48.78","1.00e+0","4.62e-1","6.97e-4"
"GOTERM_BP_DIRECT","cellular respiration","6.45%","2","29","9","5659","4.37e-2","5.01e-1","43.36","1.00e+0","4.88e-1","8.93e-4"
"INTERPRO","MFS_dom","9.68%","3","31","67","6002","4.37e-2","3.65e-1","8.67","9.95e-1","3.40e-1","4.78e-3"
"KEGG_PATHWAY","Metabolic pathways","9.68%","3","18","57","2776","4.63e-2","3.78e-1","8.12","9.49e-1","3.78e-1","5.38e-3"
"UP_KW_LIGAND","NADP","12.90%","4","21","109","2635","4.70e-2","7.99e-1","4.60","5.59e-1","7.99e-1","9.62e-3"
"KEGG_PATHWAY","Chemical carcinogenesis - reactive oxygen species","6.45%","2","18","8","2776","4.80e-2","3.78e-1","38.56","9.55e-1","3.78e-1","1.09e-3"
"INTERPRO","AB_hydrolase_fold","9.68%","3","31","74","6002","5.22e-2","4.08e-1","7.85","9.98e-1","3.80e-1","6.31e-3"
"GOTERM_BP_DIRECT","positive regulation of reactive oxygen species metabolic process","6.45%","2","29","11","5659","5.31e-2","5.76e-1","35.48","1.00e+0","5.61e-1","1.36e-3"
"GOTERM_CC_DIRECT","endosome membrane","9.68%","3","30","78","5845","5.66e-2","1.00e+0","7.49","9.57e-1","1.00e+0","7.16e-3"
"GOTERM_BP_DIRECT","cellular response to dexamethasone stimulus","6.45%","2","29","12","5659","5.78e-2","5.94e-1","32.52","1.00e+0","5.78e-1","1.62e-3"
"KEGG_PATHWAY","Glycerolipid metabolism","6.45%","2","18","10","2776","5.97e-2","4.18e-1","30.84","9.79e-1","4.18e-1","1.73e-3"
"GOTERM_BP_DIRECT","epithelial cell differentiation","6.45%","2","29","14","5659","6.72e-2","6.55e-1","27.88","1.00e+0","6.38e-1","2.22e-3"
"SMART","Tryp_SPc","6.45%","2","14","17","3019","7.09e-2","6.03e-1","25.37","7.14e-1","6.03e-1","2.61e-3"
"GOTERM_BP_DIRECT","response to estradiol","6.45%","2","29","15","5659","7.18e-2","6.67e-1","26.02","1.00e+0","6.50e-1","2.55e-3"
"INTERPRO","TRYPSIN_HIS","6.45%","2","31","15","6002","7.25e-2","5.30e-1","25.82","1.00e+0","4.94e-1","2.60e-3"
"INTERPRO","Peptidase_S1A","6.45%","2","31","16","6002","7.71e-2","5.31e-1","24.20","1.00e+0","4.95e-1","2.96e-3"
"INTERPRO","Trypsin_dom","6.45%","2","31","17","6002","8.18e-2","5.31e-1","22.78","1.00e+0","4.95e-1","3.35e-3"
"INTERPRO","Peptidase_S1_PA_chymotrypsin","6.45%","2","31","18","6002","8.64e-2","5.32e-1","21.51","1.00e+0","4.95e-1","3.75e-3"
"INTERPRO","Peptidase_S1_PA","6.45%","2","31","19","6002","9.09e-2","5.32e-1","20.38","1.00e+0","4.96e-1","4.18e-3"
"UP_KW_CELLULAR_COMPONENT","Cytoplasmic vesicle","12.90%","4","27","223","5258","9.57e-2","6.70e-1","3.49","7.55e-1","6.70e-1","2.57e-2"

