"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","rRNA processing","5.41%","4","74","78","5659","7.90e-2","1.00e+0","3.92","1.00e+0","1.00e+0","1.86e-2"
"GOTERM_BP_DIRECT","protein ubiquitination","8.11%","6","74","187","5659","9.27e-2","1.00e+0","2.45","1.00e+0","1.00e+0","3.48e-2"
"GOTERM_BP_DIRECT","nuclear polyadenylation-dependent rRNA catabolic process","2.70%","2","74","8","5659","9.87e-2","1.00e+0","19.12","1.00e+0","1.00e+0","4.49e-3"
"GOTERM_BP_DIRECT","TRAMP-dependent tRNA surveillance pathway","2.70%","2","74","8","5659","9.87e-2","1.00e+0","19.12","1.00e+0","1.00e+0","4.49e-3"
"GOTERM_BP_DIRECT","double-strand break repair via break-induced replication","2.70%","2","74","8","5659","9.87e-2","1.00e+0","19.12","1.00e+0","1.00e+0","4.49e-3"
"GOTERM_BP_DIRECT","exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","2.70%","2","74","8","5659","9.87e-2","1.00e+0","19.12","1.00e+0","1.00e+0","4.49e-3"
"GOTERM_CC_DIRECT","nuclear speck","18.92%","14","73","151","5845","2.60e-8","2.30e-6","7.42","3.84e-6","2.25e-6","3.21e-9"
"GOTERM_CC_DIRECT","spliceosomal complex","14.86%","11","73","79","5845","3.10e-8","2.30e-6","11.15","4.59e-6","2.25e-6","2.44e-9"
"GOTERM_CC_DIRECT","nucleus","62.16%","46","73","1928","5845","2.35e-7","1.16e-5","1.91","3.48e-5","1.14e-5","1.21e-7"
"GOTERM_CC_DIRECT","catalytic step 2 spliceosome","10.81%","8","73","50","5845","2.10e-6","7.76e-5","12.81","3.10e-4","7.60e-5","1.41e-7"
"GOTERM_CC_DIRECT","U2-type precatalytic spliceosome","5.41%","4","73","26","5845","3.80e-3","1.13e-1","12.32","4.31e-1","1.10e-1","2.72e-4"
"GOTERM_CC_DIRECT","chromosome","9.46%","7","73","128","5845","4.70e-3","1.16e-1","4.38","5.02e-1","1.14e-1","1.01e-3"
"GOTERM_CC_DIRECT","nucleoplasm","28.38%","21","73","924","5845","6.61e-3","1.40e-1","1.82","6.25e-1","1.37e-1","3.48e-3"
"GOTERM_CC_DIRECT","U2 snRNP","4.05%","3","73","12","5845","9.12e-3","1.69e-1","20.02","7.42e-1","1.65e-1","3.79e-4"
"GOTERM_CC_DIRECT","U2-type spliceosomal complex","4.05%","3","73","14","5845","1.24e-2","2.04e-1","17.16","8.42e-1","1.99e-1","6.16e-4"
"GOTERM_CC_DIRECT","mediator complex","4.05%","3","73","25","5845","3.74e-2","5.04e-1","9.61","9.96e-1","4.94e-1","3.53e-3"
"GOTERM_CC_DIRECT","nucleolus","12.16%","9","73","313","5845","3.75e-2","5.04e-1","2.30","9.96e-1","4.94e-1","1.52e-2"
"GOTERM_CC_DIRECT","precatalytic spliceosome","4.05%","3","73","27","5845","4.31e-2","5.31e-1","8.90","9.99e-1","5.21e-1","4.41e-3"
"GOTERM_CC_DIRECT","melanosome","4.05%","3","73","37","5845","7.56e-2","8.20e-1","6.49","1.00e+0","8.04e-1","1.07e-2"
"GOTERM_CC_DIRECT","postsynaptic cytosol","2.70%","2","73","7","5845","8.31e-2","8.20e-1","22.88","1.00e+0","8.04e-1","3.10e-3"
"GOTERM_CC_DIRECT","CMG complex","2.70%","2","73","7","5845","8.31e-2","8.20e-1","22.88","1.00e+0","8.04e-1","3.10e-3"
"GOTERM_MF_DIRECT","RNA binding","21.62%","16","72","441","5577","3.41e-4","6.18e-2","2.81","5.99e-2","6.18e-2","1.16e-4"
"GOTERM_MF_DIRECT","ubiquitin protein ligase binding","8.11%","6","72","85","5577","4.32e-3","3.46e-1","5.47","5.44e-1","3.46e-1","7.34e-4"
"GOTERM_MF_DIRECT","single-stranded DNA binding","6.76%","5","72","57","5577","5.73e-3","3.46e-1","6.79","6.47e-1","3.46e-1","7.75e-4"
"GOTERM_MF_DIRECT","protein binding","44.59%","33","72","1781","5577","1.34e-2","5.20e-1","1.44","9.13e-1","5.20e-1","9.04e-3"
"GOTERM_MF_DIRECT","nucleic acid binding","9.46%","7","72","157","5577","1.44e-2","5.20e-1","3.45","9.27e-1","5.20e-1","3.89e-3"
"GOTERM_MF_DIRECT","clathrin-uncoating ATPase activity","2.70%","2","72","2","5577","2.53e-2","7.63e-1","77.46","9.90e-1","7.63e-1","1.64e-4"
"GOTERM_MF_DIRECT","C3HC4-type RING finger domain binding","2.70%","2","72","3","5577","3.77e-2","8.98e-1","51.64","9.99e-1","8.98e-1","4.89e-4"
"GOTERM_MF_DIRECT","ATP-dependent protein folding chaperone","4.05%","3","72","25","5577","3.97e-2","8.98e-1","9.29","9.99e-1","8.98e-1","3.87e-3"
"GOTERM_MF_DIRECT","helicase activity","5.41%","4","72","65","5577","4.93e-2","9.05e-1","4.77","1.00e+0","9.05e-1","9.56e-3"
"GOTERM_MF_DIRECT","ATP-dependent protein disaggregase activity","2.70%","2","72","4","5577","5.00e-2","9.05e-1","38.73","1.00e+0","9.05e-1","9.70e-4"
"GOTERM_MF_DIRECT","mismatched DNA binding","2.70%","2","72","7","5577","8.58e-2","1.00e+0","22.13","1.00e+0","1.00e+0","3.31e-3"
"GOTERM_MF_DIRECT","histone H4K12 methyltransferase activity","2.70%","2","72","8","5577","9.75e-2","1.00e+0","19.36","1.00e+0","1.00e+0","4.38e-3"
"GOTERM_MF_DIRECT","mRNA 3'-UTR AU-rich region binding","2.70%","2","72","8","5577","9.75e-2","1.00e+0","19.36","1.00e+0","1.00e+0","4.38e-3"
"INTERPRO","WD40_repeat_dom_sf","9.46%","7","74","172","6002","1.77e-2","6.99e-1","3.30","9.94e-1","6.99e-1","5.03e-3"
"INTERPRO","WD40/YVTN_repeat-like_dom_sf","9.46%","7","74","192","6002","2.86e-2","6.99e-1","2.96","1.00e+0","6.99e-1","9.05e-3"
"INTERPRO","RBD_domain_sf","6.76%","5","74","98","6002","3.09e-2","6.99e-1","4.14","1.00e+0","6.99e-1","6.94e-3"
"INTERPRO","WD40_rpt","8.11%","6","74","149","6002","3.43e-2","6.99e-1","3.27","1.00e+0","6.99e-1","9.79e-3"
"INTERPRO","DNA_mismatch_repair_MutS_sf","2.70%","2","74","3","6002","3.61e-2","6.99e-1","54.07","1.00e+0","6.99e-1","4.46e-4"
"INTERPRO","MutS","2.70%","2","74","3","6002","3.61e-2","6.99e-1","54.07","1.00e+0","6.99e-1","4.46e-4"
"INTERPRO","DNA_mismatch_repair_MutS-lik_N","2.70%","2","74","3","6002","3.61e-2","6.99e-1","54.07","1.00e+0","6.99e-1","4.46e-4"
"INTERPRO","MutS_con_dom_sf","2.70%","2","74","3","6002","3.61e-2","6.99e-1","54.07","1.00e+0","6.99e-1","4.46e-4"
"INTERPRO","DNA_mismatch_repair_MutS_core","2.70%","2","74","3","6002","3.61e-2","6.99e-1","54.07","1.00e+0","6.99e-1","4.46e-4"
"INTERPRO","PWI_dom_sf","2.70%","2","74","3","6002","3.61e-2","6.99e-1","54.07","1.00e+0","6.99e-1","4.46e-4"
"INTERPRO","AN1-like_Znf","2.70%","2","74","3","6002","3.61e-2","6.99e-1","54.07","1.00e+0","6.99e-1","4.46e-4"
"INTERPRO","DNA_mismatch_repair_MutS_C","2.70%","2","74","3","6002","3.61e-2","6.99e-1","54.07","1.00e+0","6.99e-1","4.46e-4"
"INTERPRO","DNA_mmatch_repair_MutS_con_dom","2.70%","2","74","3","6002","3.61e-2","6.99e-1","54.07","1.00e+0","6.99e-1","4.46e-4"
"INTERPRO","DNA_mismatch_repair_MutS_N","2.70%","2","74","3","6002","3.61e-2","6.99e-1","54.07","1.00e+0","6.99e-1","4.46e-4"
"INTERPRO","Znf_AN1","2.70%","2","74","3","6002","3.61e-2","6.99e-1","54.07","1.00e+0","6.99e-1","4.46e-4"
"INTERPRO","PWI_dom","2.70%","2","74","4","6002","4.78e-2","8.40e-1","40.55","1.00e+0","8.40e-1","8.86e-4"
"INTERPRO","Surp","2.70%","2","74","5","6002","5.94e-2","8.40e-1","32.44","1.00e+0","8.40e-1","1.46e-3"
"INTERPRO","SWAP/Surp_sf","2.70%","2","74","5","6002","5.94e-2","8.40e-1","32.44","1.00e+0","8.40e-1","1.46e-3"
"INTERPRO","MCM_N","2.70%","2","74","5","6002","5.94e-2","8.40e-1","32.44","1.00e+0","8.40e-1","1.46e-3"
"INTERPRO","MCM_CS","2.70%","2","74","5","6002","5.94e-2","8.40e-1","32.44","1.00e+0","8.40e-1","1.46e-3"
"INTERPRO","WH-like_DNA-bd_sf","5.41%","4","74","74","6002","6.06e-2","8.40e-1","4.38","1.00e+0","8.40e-1","1.28e-2"
"INTERPRO","WD40_repeat_CS","5.41%","4","74","78","6002","6.88e-2","8.85e-1","4.16","1.00e+0","8.85e-1","1.53e-2"
"INTERPRO","RRM_dom","5.41%","4","74","80","6002","7.30e-2","8.85e-1","4.06","1.00e+0","8.85e-1","1.66e-2"
"INTERPRO","MCM_dom","2.70%","2","74","7","6002","8.21e-2","8.85e-1","23.17","1.00e+0","8.85e-1","3.03e-3"
"INTERPRO","MCM","2.70%","2","74","7","6002","8.21e-2","8.85e-1","23.17","1.00e+0","8.85e-1","3.03e-3"
"INTERPRO","MCM_lid","2.70%","2","74","7","6002","8.21e-2","8.85e-1","23.17","1.00e+0","8.85e-1","3.03e-3"
"INTERPRO","MCM_OB","2.70%","2","74","7","6002","8.21e-2","8.85e-1","23.17","1.00e+0","8.85e-1","3.03e-3"
"KEGG_PATHWAY","Spliceosome","2.70%","2","42","3","2776","4.37e-2","1.00e+0","44.06","9.85e-1","1.00e+0","6.64e-4"
"SMART","PWI","2.70%","2","48","3","3019","4.60e-2","5.86e-1","41.93","9.09e-1","5.86e-1","7.35e-4"
"SMART","ZnF_AN1","2.70%","2","48","3","3019","4.60e-2","5.86e-1","41.93","9.09e-1","5.86e-1","7.35e-4"
"SMART","MUTSd","2.70%","2","48","3","3019","4.60e-2","5.86e-1","41.93","9.09e-1","5.86e-1","7.35e-4"
"SMART","MUTSac","2.70%","2","48","3","3019","4.60e-2","5.86e-1","41.93","9.09e-1","5.86e-1","7.35e-4"
"SMART","SWAP","2.70%","2","48","5","3019","7.55e-2","6.60e-1","25.16","9.82e-1","6.60e-1","2.40e-3"
"SMART","WD40","8.11%","6","48","148","3019","7.76e-2","6.60e-1","2.55","9.84e-1","6.60e-1","2.80e-2"
"UP_KW_BIOLOGICAL_PROCESS","mRNA splicing","22.97%","17","60","146","3543","7.30e-10","3.21e-8","6.88","3.21e-8","3.21e-8","9.55e-11"
"UP_KW_BIOLOGICAL_PROCESS","mRNA processing","24.32%","18","60","192","3543","5.53e-9","1.22e-7","5.54","2.43e-7","1.22e-7","9.18e-10"
"UP_KW_BIOLOGICAL_PROCESS","rRNA processing","6.76%","5","60","68","3543","2.56e-2","3.76e-1","4.34","6.81e-1","3.76e-1","5.42e-3"
"UP_KW_BIOLOGICAL_PROCESS","Stress response","5.41%","4","60","45","3543","3.80e-2","4.18e-1","5.25","8.18e-1","4.18e-1","6.60e-3"
"UP_KW_BIOLOGICAL_PROCESS","Mitosis","8.11%","6","60","128","3543","6.02e-2","5.30e-1","2.77","9.35e-1","5.30e-1","2.00e-2"
"UP_KW_BIOLOGICAL_PROCESS","Cell cycle","12.16%","9","60","279","3543","8.87e-2","6.50e-1","1.90","9.83e-1","6.50e-1","4.30e-2"
"UP_KW_CELLULAR_COMPONENT","Nucleus","63.51%","47","64","1841","5258","7.03e-10","1.55e-8","2.10","1.55e-8","1.55e-8","3.29e-10"
"UP_KW_CELLULAR_COMPONENT","Spliceosome","14.86%","11","64","90","5258","7.90e-8","8.69e-7","10.04","1.74e-6","8.69e-7","7.02e-9"
"UP_KW_CELLULAR_COMPONENT","Chromosome","10.81%","8","64","233","5258","2.05e-2","1.50e-1","2.82","3.66e-1","1.50e-1","6.82e-3"
"UP_KW_DOMAIN","Repeat","31.08%","23","39","1323","3850","2.40e-3","3.12e-2","1.72","3.08e-2","3.12e-2","1.36e-3"
"UP_KW_DOMAIN","WD repeat","8.11%","6","39","159","3850","1.88e-2","1.22e-1","3.73","2.19e-1","1.22e-1","4.75e-3"
"UP_KW_LIGAND","ATP-binding","18.92%","14","32","765","2635","8.48e-2","7.12e-1","1.51","6.54e-1","7.12e-1","5.31e-2"
"UP_KW_MOLECULAR_FUNCTION","RNA-binding","17.57%","13","48","331","3890","4.01e-4","1.08e-2","3.18","1.08e-2","1.08e-2","1.20e-4"
"UP_KW_MOLECULAR_FUNCTION","Activator","9.46%","7","48","195","3890","2.84e-2","3.12e-1","2.91","5.40e-1","3.12e-1","9.14e-3"
"UP_KW_MOLECULAR_FUNCTION","Helicase","6.76%","5","48","103","3890","3.46e-2","3.12e-1","3.93","6.14e-1","3.12e-1","8.19e-3"
"UP_KW_PTM","Phosphoprotein","63.51%","47","53","2392","3694","9.55e-5","1.05e-3","1.37","9.54e-4","1.05e-3","6.89e-5"
"UP_KW_PTM","Ubl conjugation","25.68%","19","53","664","3694","2.91e-3","1.60e-2","1.99","2.87e-2","1.60e-2","1.40e-3"
"UP_KW_PTM","Isopeptide bond","18.92%","14","53","446","3694","7.25e-3","2.66e-2","2.19","7.02e-2","2.66e-2","3.15e-3"
"UP_KW_PTM","Acetylation","28.38%","21","53","1077","3694","9.33e-2","2.57e-1","1.36","6.25e-1","2.57e-1","6.50e-2"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO1); alternate","9.46%","7","72","45","5763","1.57e-5","4.96e-3","12.45","4.95e-3","4.96e-3","1.10e-6"
"UP_SEQ_FEATURE","REGION:Disordered","82.43%","61","72","3749","5763","2.08e-4","2.26e-2","1.30","6.33e-2","2.26e-2","1.58e-4"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate","9.46%","7","72","71","5763","2.15e-4","2.26e-2","7.89","6.55e-2","2.26e-2","2.49e-5"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2)","14.86%","11","72","279","5763","2.02e-3","1.41e-1","3.16","4.71e-1","1.41e-1","6.07e-4"
"UP_SEQ_FEATURE","COMPBIAS:Basic residues","25.68%","19","72","721","5763","2.24e-3","1.41e-1","2.11","5.06e-1","1.41e-1","1.02e-3"
"UP_SEQ_FEATURE","DOMAIN:RRM","6.76%","5","72","81","5763","1.73e-2","6.77e-1","4.94","9.96e-1","6.77e-1","3.25e-3"
"UP_SEQ_FEATURE","COMPBIAS:Polar residues","40.54%","30","72","1669","5763","2.06e-2","6.77e-1","1.44","9.99e-1","6.77e-1","1.38e-2"
"UP_SEQ_FEATURE","REGION:Substrate-binding domain (SBD)","2.70%","2","72","2","5763","2.45e-2","6.77e-1","80.04","1.00e+0","6.77e-1","1.54e-4"
"UP_SEQ_FEATURE","DOMAIN:AN1-type","2.70%","2","72","2","5763","2.45e-2","6.77e-1","80.04","1.00e+0","6.77e-1","1.54e-4"
"UP_SEQ_FEATURE","REGION:Interaction with BAG1","2.70%","2","72","2","5763","2.45e-2","6.77e-1","80.04","1.00e+0","6.77e-1","1.54e-4"
"UP_SEQ_FEATURE","REPEAT:WD 4","8.11%","6","72","144","5763","3.17e-2","6.77e-1","3.34","1.00e+0","6.77e-1","8.85e-3"
"UP_SEQ_FEATURE","COMPBIAS:Acidic residues","21.62%","16","72","743","5763","3.45e-2","6.77e-1","1.72","1.00e+0","6.77e-1","1.89e-2"
"UP_SEQ_FEATURE","DOMAIN:DNA mismatch repair proteins mutS family","2.70%","2","72","3","5763","3.65e-2","6.77e-1","53.36","1.00e+0","6.77e-1","4.58e-4"
"UP_SEQ_FEATURE","REGION:Interaction with EXO1","2.70%","2","72","3","5763","3.65e-2","6.77e-1","53.36","1.00e+0","6.77e-1","4.58e-4"
"UP_SEQ_FEATURE","REGION:Nucleotide-binding domain (NBD)","2.70%","2","72","3","5763","3.65e-2","6.77e-1","53.36","1.00e+0","6.77e-1","4.58e-4"
"UP_SEQ_FEATURE","REPEAT:SURP motif 2","2.70%","2","72","3","5763","3.65e-2","6.77e-1","53.36","1.00e+0","6.77e-1","4.58e-4"
"UP_SEQ_FEATURE","REPEAT:SURP motif 1","2.70%","2","72","3","5763","3.65e-2","6.77e-1","53.36","1.00e+0","6.77e-1","4.58e-4"
"UP_SEQ_FEATURE","REPEAT:WD 3","8.11%","6","72","154","5763","4.05e-2","6.84e-1","3.12","1.00e+0","6.84e-1","1.21e-2"
"UP_SEQ_FEATURE","REPEAT:WD 2","8.11%","6","72","157","5763","4.35e-2","6.84e-1","3.06","1.00e+0","6.84e-1","1.32e-2"
"UP_SEQ_FEATURE","REPEAT:WD 1","8.11%","6","72","157","5763","4.35e-2","6.84e-1","3.06","1.00e+0","6.84e-1","1.32e-2"
"UP_SEQ_FEATURE","DOMAIN:SURP motif","2.70%","2","72","4","5763","4.84e-2","6.93e-1","40.02","1.00e+0","6.93e-1","9.09e-4"
"UP_SEQ_FEATURE","DOMAIN:PWI","2.70%","2","72","4","5763","4.84e-2","6.93e-1","40.02","1.00e+0","6.93e-1","9.09e-4"
"UP_SEQ_FEATURE","COMPBIAS:Basic and acidic residues","40.54%","30","72","1793","5763","5.14e-2","7.04e-1","1.34","1.00e+0","7.04e-1","3.68e-2"
"UP_SEQ_FEATURE","REPEAT:WD 6","6.76%","5","72","117","5763","5.55e-2","7.28e-1","3.42","1.00e+0","7.28e-1","1.50e-2"
"UP_SEQ_FEATURE","MOTIF:Arginine finger","2.70%","2","72","5","5763","6.01e-2","7.58e-1","32.02","1.00e+0","7.58e-1","1.50e-3"
"UP_SEQ_FEATURE","DOMAIN:MCM","2.70%","2","72","7","5763","8.32e-2","1.00e+0","22.87","1.00e+0","1.00e+0","3.10e-3"
"UP_SEQ_FEATURE","REPEAT:WD 5","6.76%","5","72","138","5763","8.96e-2","1.00e+0","2.90","1.00e+0","1.00e+0","2.85e-2"

