"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"KEGG_PATHWAY","Purine metabolism","0.92%","4","215","5","2776","4.02e-3","1.00e+0","10.33","9.19e-1","1.00e+0","1.65e-4"
"GOTERM_BP_DIRECT","response to endoplasmic reticulum stress","2.29%","10","419","44","5659","4.16e-3","1.00e+0","3.07","9.99e-1","1.00e+0","1.12e-3"
"GOTERM_CC_DIRECT","mitochondrial ribosome","1.14%","5","429","10","5845","4.17e-3","3.86e-1","6.81","8.56e-1","3.85e-1","3.85e-4"
"UP_SEQ_FEATURE","DOMAIN:USP","1.83%","8","414","30","5763","4.43e-3","1.00e+0","3.71","9.99e-1","1.00e+0","9.48e-4"
"INTERPRO","USP_dom","1.83%","8","437","30","6002","4.78e-3","1.00e+0","3.66","9.99e-1","1.00e+0","1.04e-3"
"GOTERM_MF_DIRECT","NADH dehydrogenase (ubiquinone) activity","0.92%","4","400","6","5577","6.17e-3","1.00e+0","9.30","9.87e-1","1.00e+0","3.48e-4"
"INTERPRO","ExoRNase_PH_dom2","0.92%","4","437","6","6002","6.45e-3","1.00e+0","9.16","1.00e+0","1.00e+0","3.70e-4"
"KEGG_PATHWAY","Biosynthesis of amino acids","1.14%","5","215","11","2776","7.35e-3","1.00e+0","5.87","9.90e-1","1.00e+0","8.35e-4"
"GOTERM_BP_DIRECT","protein deubiquitination","2.06%","9","419","40","5659","7.80e-3","1.00e+0","3.04","1.00e+0","1.00e+0","2.12e-3"
"GOTERM_MF_DIRECT","ubiquitin binding","2.06%","9","400","43","5577","1.01e-2","1.00e+0","2.92","9.99e-1","1.00e+0","2.89e-3"
"UP_SEQ_FEATURE","DOMAIN:Exoribonuclease phosphorolytic","0.92%","4","414","7","5763","1.03e-2","1.00e+0","7.95","1.00e+0","1.00e+0","7.72e-4"
"GOTERM_BP_DIRECT","chromosome segregation","2.06%","9","419","42","5659","1.05e-2","1.00e+0","2.89","1.00e+0","1.00e+0","3.03e-3"
"INTERPRO","PNPase/RNase_PH_dom_sf","0.92%","4","437","7","6002","1.07e-2","1.00e+0","7.85","1.00e+0","1.00e+0","8.13e-4"
"INTERPRO","ExoRNase_PH_dom2_sf","0.92%","4","437","7","6002","1.07e-2","1.00e+0","7.85","1.00e+0","1.00e+0","8.13e-4"
"INTERPRO","ExoRNase_PH_dom1","0.92%","4","437","7","6002","1.07e-2","1.00e+0","7.85","1.00e+0","1.00e+0","8.13e-4"
"SMART","H3","0.69%","3","207","3","3019","1.33e-2","1.00e+0","14.58","9.31e-1","1.00e+0","3.18e-4"
"GOTERM_MF_DIRECT","deNEDDylase activity","0.69%","3","400","3","5577","1.46e-2","1.00e+0","13.94","1.00e+0","1.00e+0","3.66e-4"
"GOTERM_MF_DIRECT","UFM1 conjugating enzyme activity","0.69%","3","400","3","5577","1.46e-2","1.00e+0","13.94","1.00e+0","1.00e+0","3.66e-4"
"GOTERM_MF_DIRECT","K11-linked deubiquitinase activity","0.69%","3","400","3","5577","1.46e-2","1.00e+0","13.94","1.00e+0","1.00e+0","3.66e-4"
"UP_SEQ_FEATURE","DOMAIN:DUF3517","0.69%","3","414","3","5763","1.46e-2","1.00e+0","13.92","1.00e+0","1.00e+0","3.68e-4"
"INTERPRO","Ufc1","0.69%","3","437","3","6002","1.50e-2","1.00e+0","13.73","1.00e+0","1.00e+0","3.84e-4"
"INTERPRO","Histone_H3/CENP-A","0.69%","3","437","3","6002","1.50e-2","1.00e+0","13.73","1.00e+0","1.00e+0","3.84e-4"
"INTERPRO","DUF3517","0.69%","3","437","3","6002","1.50e-2","1.00e+0","13.73","1.00e+0","1.00e+0","3.84e-4"
"KEGG_PATHWAY","Central carbon metabolism in cancer","0.69%","3","215","3","2776","1.68e-2","1.00e+0","12.91","1.00e+0","1.00e+0","4.59e-4"
"KEGG_PATHWAY","Cholinergic synapse","0.69%","3","215","3","2776","1.68e-2","1.00e+0","12.91","1.00e+0","1.00e+0","4.59e-4"
"GOTERM_BP_DIRECT","nuclear mRNA surveillance","0.92%","4","419","8","5659","1.69e-2","1.00e+0","6.75","1.00e+0","1.00e+0","1.63e-3"
"GOTERM_BP_DIRECT","Golgi to endosome transport","0.92%","4","419","8","5659","1.69e-2","1.00e+0","6.75","1.00e+0","1.00e+0","1.63e-3"
"GOTERM_BP_DIRECT","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","0.92%","4","419","8","5659","1.69e-2","1.00e+0","6.75","1.00e+0","1.00e+0","1.63e-3"
"GOTERM_MF_DIRECT","cysteine-type deubiquitinase activity","2.06%","9","400","47","5577","1.70e-2","1.00e+0","2.67","1.00e+0","1.00e+0","5.42e-3"
"PIR_SUPERFAMILY","DUF1782","0.69%","3","66","3","833","1.71e-2","1.00e+0","12.62","6.51e-1","1.00e+0","4.77e-4"
"KEGG_PATHWAY","Carbon metabolism","1.14%","5","215","14","2776","1.86e-2","1.00e+0","4.61","1.00e+0","1.00e+0","2.98e-3"
"KEGG_PATHWAY","Chemical carcinogenesis - reactive oxygen species","1.14%","5","215","14","2776","1.86e-2","1.00e+0","4.61","1.00e+0","1.00e+0","2.98e-3"
"INTERPRO","UBQ-conjugating_enzyme/RWD","1.60%","7","437","30","6002","1.89e-2","1.00e+0","3.20","1.00e+0","1.00e+0","4.84e-3"
"INTERPRO","Ub_carboxyl-term_hydrolase","1.14%","5","437","15","6002","1.97e-2","1.00e+0","4.58","1.00e+0","1.00e+0","3.26e-3"
"GOTERM_MF_DIRECT","RNA binding","10.07%","44","400","441","5577","1.98e-2","1.00e+0","1.39","1.00e+0","1.00e+0","1.36e-2"
"SMART","IQ","1.14%","5","207","16","3019","2.00e-2","1.00e+0","4.56","9.82e-1","1.00e+0","3.38e-3"
"GOTERM_CC_DIRECT","respiratory chain complex I","1.14%","5","429","15","5845","2.02e-2","1.00e+0","4.54","1.00e+0","9.98e-1","3.37e-3"
"GOTERM_MF_DIRECT","molecular sequestering activity","0.92%","4","400","9","5577","2.21e-2","1.00e+0","6.20","1.00e+0","1.00e+0","2.46e-3"
"UP_KW_MOLECULAR_FUNCTION","RNA-binding","8.01%","35","284","331","3890","2.22e-2","4.83e-1","1.45","8.10e-1","4.83e-1","1.42e-2"
"UP_KW_BIOLOGICAL_PROCESS","Growth regulation","1.14%","5","269","15","3543","2.24e-2","5.39e-1","4.39","8.87e-1","5.39e-1","3.87e-3"
"GOTERM_BP_DIRECT","mitochondrial electron transport, NADH to ubiquinone","0.92%","4","419","9","5659","2.40e-2","1.00e+0","6.00","1.00e+0","1.00e+0","2.77e-3"
"GOTERM_BP_DIRECT","lipid transport","2.06%","9","419","49","5659","2.56e-2","1.00e+0","2.48","1.00e+0","1.00e+0","8.82e-3"
"UP_KW_MOLECULAR_FUNCTION","Translocase","2.06%","9","284","50","3890","2.61e-2","4.83e-1","2.47","8.59e-1","4.83e-1","9.08e-3"
"GOTERM_MF_DIRECT","mRNA binding","3.66%","16","400","123","5577","2.84e-2","1.00e+0","1.81","1.00e+0","1.00e+0","1.40e-2"
"GOTERM_CC_DIRECT","I band","0.69%","3","429","4","5845","2.91e-2","1.00e+0","10.22","1.00e+0","9.98e-1","1.49e-3"
"GOTERM_BP_DIRECT","receptor guanylyl cyclase signaling pathway","0.69%","3","419","4","5659","2.95e-2","1.00e+0","10.13","1.00e+0","1.00e+0","1.52e-3"
"GOTERM_BP_DIRECT","foregut morphogenesis","0.69%","3","419","4","5659","2.95e-2","1.00e+0","10.13","1.00e+0","1.00e+0","1.52e-3"
"GOTERM_BP_DIRECT","cytosolic ciliogenesis","0.69%","3","419","4","5659","2.95e-2","1.00e+0","10.13","1.00e+0","1.00e+0","1.52e-3"
"KEGG_PATHWAY","Huntington disease","1.14%","5","215","16","2776","2.99e-2","1.00e+0","4.03","1.00e+0","1.00e+0","5.72e-3"
"SMART","MYSc","1.14%","5","207","18","3019","3.02e-2","1.00e+0","4.05","9.98e-1","1.00e+0","5.92e-3"
"INTERPRO","IQ_motif_EF-hand-BS","1.14%","5","437","17","6002","3.06e-2","1.00e+0","4.04","1.00e+0","1.00e+0","5.94e-3"
"GOTERM_BP_DIRECT","translational initiation","1.60%","7","419","33","5659","3.15e-2","1.00e+0","2.86","1.00e+0","1.00e+0","9.17e-3"
"GOTERM_BP_DIRECT","cellular response to hypoxia","1.60%","7","419","33","5659","3.15e-2","1.00e+0","2.86","1.00e+0","1.00e+0","9.17e-3"
"GOTERM_BP_DIRECT","cell adhesion","2.97%","13","419","90","5659","3.19e-2","1.00e+0","1.95","1.00e+0","1.00e+0","1.45e-2"
"KEGG_PATHWAY","Drug metabolism - cytochrome P450","0.69%","3","215","4","2776","3.20e-2","1.00e+0","9.68","1.00e+0","1.00e+0","1.73e-3"
"KEGG_PATHWAY","Metabolism of xenobiotics by cytochrome P450","0.69%","3","215","4","2776","3.20e-2","1.00e+0","9.68","1.00e+0","1.00e+0","1.73e-3"
"GOTERM_BP_DIRECT","positive regulation of protein binding","0.92%","4","419","10","5659","3.25e-2","1.00e+0","5.40","1.00e+0","1.00e+0","4.34e-3"
"GOTERM_BP_DIRECT","cell-cell adhesion mediated by cadherin","0.92%","4","419","10","5659","3.25e-2","1.00e+0","5.40","1.00e+0","1.00e+0","4.34e-3"
"UP_SEQ_FEATURE","DOMAIN:Myosin motor","1.14%","5","414","18","5763","3.56e-2","1.00e+0","3.87","1.00e+0","1.00e+0","7.31e-3"
"KEGG_PATHWAY","Parkinson disease","0.92%","4","215","10","2776","3.61e-2","1.00e+0","5.16","1.00e+0","1.00e+0","5.06e-3"
"KEGG_PATHWAY","Prion disease","0.92%","4","215","10","2776","3.61e-2","1.00e+0","5.16","1.00e+0","1.00e+0","5.06e-3"
"INTERPRO","Myosin_head_motor_dom-like","1.14%","5","437","18","6002","3.72e-2","1.00e+0","3.82","1.00e+0","1.00e+0","7.74e-3"
"GOTERM_CC_DIRECT","precatalytic spliceosome","1.37%","6","429","27","5845","4.35e-2","1.00e+0","3.03","1.00e+0","9.98e-1","1.19e-2"
"GOTERM_BP_DIRECT","memory","1.37%","6","419","27","5659","4.48e-2","1.00e+0","3.00","1.00e+0","1.00e+0","1.24e-2"
"INTERPRO","UBP24/USP9X/USP9Y_UBL","0.69%","3","437","5","6002","4.54e-2","1.00e+0","8.24","1.00e+0","1.00e+0","3.43e-3"
"GOTERM_CC_DIRECT","actomyosin","0.69%","3","429","5","5845","4.61e-2","1.00e+0","8.17","1.00e+0","9.98e-1","3.51e-3"
"GOTERM_BP_DIRECT","protein deubiquitination involved in ubiquitin-dependent protein catabolic process","0.69%","3","419","5","5659","4.69e-2","1.00e+0","8.10","1.00e+0","1.00e+0","3.60e-3"
"GOTERM_BP_DIRECT","monoubiquitinated protein deubiquitination","0.69%","3","419","5","5659","4.69e-2","1.00e+0","8.10","1.00e+0","1.00e+0","3.60e-3"
"GOTERM_BP_DIRECT","L-serine metabolic process","0.69%","3","419","5","5659","4.69e-2","1.00e+0","8.10","1.00e+0","1.00e+0","3.60e-3"
"KEGG_PATHWAY","Oxidative phosphorylation","0.92%","4","215","11","2776","4.69e-2","1.00e+0","4.70","1.00e+0","1.00e+0","7.48e-3"
"KEGG_PATHWAY","Glycine, serine and threonine metabolism","0.69%","3","215","5","2776","5.06e-2","1.00e+0","7.75","1.00e+0","1.00e+0","4.08e-3"
"KEGG_PATHWAY","Cushing syndrome","0.69%","3","215","5","2776","5.06e-2","1.00e+0","7.75","1.00e+0","1.00e+0","4.08e-3"
"UP_KW_CELLULAR_COMPONENT","Exosome","0.92%","4","387","12","5258","5.25e-2","6.50e-1","4.53","8.96e-1","6.50e-1","8.89e-3"
"KEGG_PATHWAY","Pathways of neurodegeneration - multiple diseases","1.14%","5","215","19","2776","5.31e-2","1.00e+0","3.40","1.00e+0","1.00e+0","1.26e-2"
"GOTERM_BP_DIRECT","regulation of heart rate","0.92%","4","419","12","5659","5.33e-2","1.00e+0","4.50","1.00e+0","1.00e+0","9.09e-3"
"GOTERM_CC_DIRECT","myosin complex","1.14%","5","429","20","5845","5.38e-2","1.00e+0","3.41","1.00e+0","9.98e-1","1.28e-2"
"INTERPRO","WD40_repeat_CS","2.52%","11","437","78","6002","5.45e-2","1.00e+0","1.94","1.00e+0","1.00e+0","2.47e-2"
"GOTERM_MF_DIRECT","molecular_function","5.26%","23","400","215","5577","5.47e-2","1.00e+0","1.49","1.00e+0","1.00e+0","3.35e-2"
"GOTERM_BP_DIRECT","cognition","1.14%","5","419","20","5659","5.53e-2","1.00e+0","3.38","1.00e+0","1.00e+0","1.33e-2"
"INTERPRO","Papain-like_cys_pep_sf","2.06%","9","437","58","6002","5.67e-2","1.00e+0","2.13","1.00e+0","1.00e+0","2.31e-2"
"UP_KW_BIOLOGICAL_PROCESS","Mitosis","3.66%","16","269","128","3543","5.69e-2","8.19e-1","1.65","9.96e-1","8.19e-1","3.10e-2"
"UP_KW_BIOLOGICAL_PROCESS","Protein biosynthesis","3.20%","14","269","107","3543","5.79e-2","8.19e-1","1.72","9.97e-1","8.19e-1","2.99e-2"
"GOTERM_MF_DIRECT","cytoskeletal motor activity","1.14%","5","400","21","5577","5.85e-2","1.00e+0","3.32","1.00e+0","1.00e+0","1.44e-2"
"GOTERM_BP_DIRECT","translation","2.97%","13","419","99","5659","5.96e-2","1.00e+0","1.77","1.00e+0","1.00e+0","2.98e-2"
"UP_SEQ_FEATURE","DOMAIN:IQ 2","0.92%","4","414","13","5763","6.10e-2","1.00e+0","4.28","1.00e+0","1.00e+0","1.11e-2"
"UP_SEQ_FEATURE","DOMAIN:IQ 1","0.92%","4","414","13","5763","6.10e-2","1.00e+0","4.28","1.00e+0","1.00e+0","1.11e-2"
"UP_KW_MOLECULAR_FUNCTION","Myosin","1.14%","5","284","21","3890","6.14e-2","9.09e-1","3.26","9.91e-1","9.09e-1","1.54e-2"
"UP_KW_CELLULAR_COMPONENT","Cell junction","3.43%","15","387","122","5258","6.19e-2","6.50e-1","1.67","9.32e-1","6.50e-1","3.31e-2"
"KEGG_PATHWAY","Ribosome","1.14%","5","215","20","2776","6.25e-2","1.00e+0","3.23","1.00e+0","1.00e+0","1.57e-2"
"UP_SEQ_FEATURE","DOMAIN:Band 7","0.69%","3","414","6","5763","6.34e-2","1.00e+0","6.96","1.00e+0","1.00e+0","6.25e-3"
"GOTERM_CC_DIRECT","exosome (RNase complex)","0.92%","4","429","13","5845","6.43e-2","1.00e+0","4.19","1.00e+0","9.98e-1","1.20e-2"
"INTERPRO","CUE","0.69%","3","437","6","6002","6.49e-2","1.00e+0","6.87","1.00e+0","1.00e+0","6.49e-3"
"GOTERM_BP_DIRECT","cell division","4.35%","19","419","167","5659","6.60e-2","1.00e+0","1.54","1.00e+0","1.00e+0","3.88e-2"
"GOTERM_BP_DIRECT","protein import into peroxisome matrix, receptor recycling","0.69%","3","419","6","5659","6.69e-2","1.00e+0","6.75","1.00e+0","1.00e+0","6.81e-3"
"GOTERM_BP_DIRECT","SREBP signaling pathway","0.69%","3","419","6","5659","6.69e-2","1.00e+0","6.75","1.00e+0","1.00e+0","6.81e-3"
"GOTERM_BP_DIRECT","mitochondrial translational elongation","0.69%","3","419","6","5659","6.69e-2","1.00e+0","6.75","1.00e+0","1.00e+0","6.81e-3"
"GOTERM_BP_DIRECT","iron ion transport","0.69%","3","419","6","5659","6.69e-2","1.00e+0","6.75","1.00e+0","1.00e+0","6.81e-3"
"GOTERM_MF_DIRECT","cysteine-type peptidase activity","1.14%","5","400","22","5577","6.76e-2","1.00e+0","3.17","1.00e+0","1.00e+0","1.76e-2"
"UP_KW_BIOLOGICAL_PROCESS","Cell adhesion","2.97%","13","269","99","3543","6.78e-2","8.19e-1","1.73","9.99e-1","8.19e-1","3.48e-2"
"UP_KW_BIOLOGICAL_PROCESS","Transport","17.62%","77","269","864","3543","6.83e-2","8.19e-1","1.17","9.99e-1","8.19e-1","5.54e-2"
"GOTERM_MF_DIRECT","actin filament binding","2.29%","10","400","72","5577","6.96e-2","1.00e+0","1.94","1.00e+0","1.00e+0","3.15e-2"
"INTERPRO","Ribosomal_Su5_D2-typ_SF","1.37%","6","437","31","6002","7.02e-2","1.00e+0","2.66","1.00e+0","1.00e+0","2.23e-2"
"KEGG_PATHWAY","Oxidative phosphorylation","0.69%","3","215","6","2776","7.22e-2","1.00e+0","6.46","1.00e+0","1.00e+0","7.69e-3"
"KEGG_PATHWAY","Pentose phosphate pathway","0.69%","3","215","6","2776","7.22e-2","1.00e+0","6.46","1.00e+0","1.00e+0","7.69e-3"
"KEGG_PATHWAY","Adrenergic signaling in cardiomyocytes","0.69%","3","215","6","2776","7.22e-2","1.00e+0","6.46","1.00e+0","1.00e+0","7.69e-3"
"KEGG_PATHWAY","Biosynthesis of amino acids","0.69%","3","215","6","2776","7.22e-2","1.00e+0","6.46","1.00e+0","1.00e+0","7.69e-3"
"KEGG_PATHWAY","Non-alcoholic fatty liver disease","0.69%","3","215","6","2776","7.22e-2","1.00e+0","6.46","1.00e+0","1.00e+0","7.69e-3"
"KEGG_PATHWAY","Phosphatidylinositol signaling system","0.69%","3","215","6","2776","7.22e-2","1.00e+0","6.46","1.00e+0","1.00e+0","7.69e-3"
"KEGG_PATHWAY","One carbon pool by folate","0.69%","3","215","6","2776","7.22e-2","1.00e+0","6.46","1.00e+0","1.00e+0","7.69e-3"
"KEGG_PATHWAY","Glucagon signaling pathway","0.69%","3","215","6","2776","7.22e-2","1.00e+0","6.46","1.00e+0","1.00e+0","7.69e-3"
"GOTERM_MF_DIRECT","S-adenosyl-L-methionine binding","0.92%","4","400","14","5577","7.33e-2","1.00e+0","3.98","1.00e+0","1.00e+0","1.46e-2"
"SMART","PHB","0.69%","3","207","7","3019","7.75e-2","1.00e+0","6.25","1.00e+0","1.00e+0","9.05e-3"
"GOTERM_CC_DIRECT","septate junction","0.92%","4","429","14","5845","7.75e-2","1.00e+0","3.89","1.00e+0","9.98e-1","1.59e-2"
"UP_SEQ_FEATURE","MOTIF:DEAD box","1.14%","5","414","23","5763","7.79e-2","1.00e+0","3.03","1.00e+0","1.00e+0","2.14e-2"
"GOTERM_MF_DIRECT","ubiquitin protein ligase binding","2.52%","11","400","85","5577","8.03e-2","1.00e+0","1.80","1.00e+0","1.00e+0","3.92e-2"
"UP_KW_BIOLOGICAL_PROCESS","Differentiation","4.12%","18","269","157","3543","8.15e-2","8.59e-1","1.51","1.00e+0","8.59e-1","4.87e-2"
"GOTERM_MF_DIRECT","histone H3R17 methyltransferase activity","0.69%","3","400","7","5577","8.43e-2","1.00e+0","5.98","1.00e+0","1.00e+0","1.03e-2"
"GOTERM_MF_DIRECT","histone H3R8 methyltransferase activity","0.69%","3","400","7","5577","8.43e-2","1.00e+0","5.98","1.00e+0","1.00e+0","1.03e-2"
"GOTERM_MF_DIRECT","co-SMAD binding","0.69%","3","400","7","5577","8.43e-2","1.00e+0","5.98","1.00e+0","1.00e+0","1.03e-2"
"GOTERM_MF_DIRECT","histone H3R2 methyltransferase activity","0.69%","3","400","7","5577","8.43e-2","1.00e+0","5.98","1.00e+0","1.00e+0","1.03e-2"
"GOTERM_MF_DIRECT","histone H3K37 methyltransferase activity","0.69%","3","400","7","5577","8.43e-2","1.00e+0","5.98","1.00e+0","1.00e+0","1.03e-2"
"GOTERM_MF_DIRECT","protein tyrosine/serine/threonine phosphatase activity","0.69%","3","400","7","5577","8.43e-2","1.00e+0","5.98","1.00e+0","1.00e+0","1.03e-2"
"GOTERM_MF_DIRECT","histone H3R26 methyltransferase activity","0.69%","3","400","7","5577","8.43e-2","1.00e+0","5.98","1.00e+0","1.00e+0","1.03e-2"
"UP_SEQ_FEATURE","DOMAIN:CUE","0.69%","3","414","7","5763","8.46e-2","1.00e+0","5.97","1.00e+0","1.00e+0","1.04e-2"
"GOTERM_BP_DIRECT","mitochondrial respiratory chain complex I assembly","1.14%","5","419","23","5659","8.50e-2","1.00e+0","2.94","1.00e+0","1.00e+0","2.40e-2"
"INTERPRO","Band_7/SPFH_dom_sf","0.69%","3","437","7","6002","8.66e-2","1.00e+0","5.89","1.00e+0","1.00e+0","1.08e-2"
"INTERPRO","Band_7","0.69%","3","437","7","6002","8.66e-2","1.00e+0","5.89","1.00e+0","1.00e+0","1.08e-2"
"INTERPRO","ABCA","0.69%","3","437","7","6002","8.66e-2","1.00e+0","5.89","1.00e+0","1.00e+0","1.08e-2"
"KEGG_PATHWAY","Alzheimer disease","0.92%","4","215","14","2776","8.74e-2","1.00e+0","3.69","1.00e+0","1.00e+0","1.89e-2"
"KEGG_PATHWAY","MAPK signaling pathway","0.92%","4","215","14","2776","8.74e-2","1.00e+0","3.69","1.00e+0","1.00e+0","1.89e-2"
"GOTERM_BP_DIRECT","positive regulation of TORC2 signaling","0.69%","3","419","7","5659","8.92e-2","1.00e+0","5.79","1.00e+0","1.00e+0","1.13e-2"
"GOTERM_BP_DIRECT","multi-pass transmembrane protein insertion into ER membrane","0.69%","3","419","7","5659","8.92e-2","1.00e+0","5.79","1.00e+0","1.00e+0","1.13e-2"
"GOTERM_BP_DIRECT","rRNA catabolic process","0.69%","3","419","7","5659","8.92e-2","1.00e+0","5.79","1.00e+0","1.00e+0","1.13e-2"
"UP_KW_BIOLOGICAL_PROCESS","Meiosis","1.37%","6","269","32","3543","8.95e-2","8.59e-1","2.47","1.00e+0","8.59e-1","3.06e-2"
"UP_SEQ_FEATURE","TOPO_DOM:Mitochondrial intermembrane","1.60%","7","414","44","5763","9.16e-2","1.00e+0","2.21","1.00e+0","1.00e+0","3.56e-2"
"GOTERM_BP_DIRECT","protein K63-linked deubiquitination","0.92%","4","419","15","5659","9.38e-2","1.00e+0","3.60","1.00e+0","1.00e+0","2.10e-2"
"GOTERM_BP_DIRECT","regulation of protein stability","1.60%","7","419","43","5659","9.39e-2","1.00e+0","2.20","1.00e+0","1.00e+0","3.67e-2"
"UP_KW_LIGAND","Lipid-binding","2.06%","9","162","77","2635","9.46e-2","1.00e+0","1.90","9.66e-1","1.00e+0","4.40e-2"
"UP_SEQ_FEATURE","REPEAT:WD 1","3.89%","17","414","157","5763","9.55e-2","1.00e+0","1.51","1.00e+0","1.00e+0","5.70e-2"
"UP_SEQ_FEATURE","REPEAT:WD 2","3.89%","17","414","157","5763","9.55e-2","1.00e+0","1.51","1.00e+0","1.00e+0","5.70e-2"
"KEGG_PATHWAY","Chemical carcinogenesis - receptor activation","0.69%","3","215","7","2776","9.60e-2","1.00e+0","5.53","1.00e+0","1.00e+0","1.27e-2"
"KEGG_PATHWAY","Chemical carcinogenesis - DNA adducts","0.69%","3","215","7","2776","9.60e-2","1.00e+0","5.53","1.00e+0","1.00e+0","1.27e-2"
"UP_KW_MOLECULAR_FUNCTION","Initiation factor","1.37%","6","284","34","3890","9.67e-2","1.00e+0","2.42","9.99e-1","1.00e+0","3.40e-2"
"GOTERM_CC_DIRECT","kinetochore","1.83%","8","429","54","5845","9.70e-2","1.00e+0","2.02","1.00e+0","9.98e-1","4.16e-2"
"GOTERM_BP_DIRECT","mitochondrion organization","2.06%","9","419","64","5659","9.71e-2","1.00e+0","1.90","1.00e+0","1.00e+0","4.46e-2"
"UP_KW_DISEASE","Intellectual disability","2.52%","11","39","92","532","9.98e-2","1.00e+0","1.63","9.01e-1","1.00e+0","5.49e-2"

