"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","sarcomere organization","3.63%","7","184","24","5659","8.72e-5","3.39e-2","8.97","6.55e-2","3.39e-2","7.42e-6"
"GOTERM_CC_DIRECT","M band","3.11%","6","186","16","5845","9.89e-5","5.89e-3","11.78","2.33e-2","5.79e-3","5.88e-6"
"UP_KW_PTM","Acetylation","24.87%","48","106","1077","3694","4.13e-4","6.19e-3","1.55","5.76e-3","5.78e-3","2.57e-4"
"UP_KW_BIOLOGICAL_PROCESS","Electron transport","4.15%","8","106","49","3543","5.06e-4","1.65e-2","5.46","3.24e-2","1.65e-2","8.02e-5"
"GOTERM_CC_DIRECT","respiratory chain complex I","2.59%","5","186","15","5845","1.01e-3","4.80e-2","10.47","2.13e-1","4.72e-2","7.16e-5"
"GOTERM_BP_DIRECT","translation","5.70%","11","184","99","5659","1.25e-3","3.25e-1","3.42","6.23e-1","3.25e-1","3.31e-4"
"UP_KW_LIGAND","Ubiquinone","2.07%","4","72","9","2635","1.40e-3","3.08e-2","16.27","3.04e-2","3.08e-2","5.83e-5"
"SMART","H3","1.55%","3","75","3","3019","1.75e-3","6.11e-2","40.25","1.37e-1","6.11e-2","1.47e-5"
"SMART","IGc2","3.63%","7","75","55","3019","1.98e-3","6.11e-2","5.12","1.53e-1","6.11e-2","3.44e-4"
"UP_SEQ_FEATURE","TOPO_DOM:Mitochondrial intermembrane","3.63%","7","184","44","5763","2.44e-3","1.35e-1","4.98","8.81e-1","1.35e-1","4.25e-4"
"SMART","IG","3.63%","7","75","58","3019","2.61e-3","6.11e-2","4.86","1.97e-1","6.11e-2","4.80e-4"
"SMART","FN3","3.11%","6","75","41","3019","2.91e-3","6.11e-2","5.89","2.17e-1","6.11e-2","4.33e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 18","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 16","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 9","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 11","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 14","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 15","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 7","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 8","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 17","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 5","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 13","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 21","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 12","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 6","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 20","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 10","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 19","1.55%","3","184","3","5763","2.95e-3","1.35e-1","31.32","9.24e-1","1.35e-1","3.20e-5"
"INTERPRO","Histone_H3/CENP-A","1.55%","3","193","3","6002","2.99e-3","1.00e+0","31.10","8.76e-1","1.00e+0","3.28e-5"
"GOTERM_CC_DIRECT","mitochondrial small ribosomal subunit","2.59%","5","186","21","5845","3.81e-3","1.51e-1","7.48","5.97e-1","1.49e-1","4.15e-4"
"INTERPRO","Ig_I-set","3.63%","7","193","49","6002","4.41e-3","1.00e+0","4.44","9.54e-1","1.00e+0","8.71e-4"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 2","3.11%","6","184","35","5763","4.58e-3","1.90e-1","5.37","9.82e-1","1.90e-1","7.32e-4"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 1","3.11%","6","184","35","5763","4.58e-3","1.90e-1","5.37","9.82e-1","1.90e-1","7.32e-4"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III","3.11%","6","184","36","5763","5.18e-3","2.05e-1","5.22","9.89e-1","2.05e-1","8.56e-4"
"KEGG_PATHWAY","Oxidative phosphorylation","2.07%","4","97","11","2776","5.40e-3","9.52e-1","10.41","7.63e-1","9.52e-1","3.83e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 4","1.55%","3","184","4","5763","5.77e-3","2.19e-1","23.49","9.94e-1","2.19e-1","1.25e-4"
"GOTERM_BP_DIRECT","mitochondrial respiratory chain complex I assembly","2.59%","5","184","23","5659","5.79e-3","1.00e+0","6.69","9.89e-1","1.00e+0","7.19e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like","3.63%","7","184","54","5763","6.88e-3","2.50e-1","4.06","9.98e-1","2.50e-1","1.50e-3"
"GOTERM_CC_DIRECT","exosome (RNase complex)","2.07%","4","186","13","5845","7.06e-3","2.40e-1","9.67","8.15e-1","2.36e-1","5.67e-4"
"UP_KW_DOMAIN","Immunoglobulin domain","3.63%","7","118","58","3850","7.72e-3","7.72e-2","3.94","1.44e-1","7.72e-2","1.75e-3"
"INTERPRO","Ig_sub2","3.63%","7","193","55","6002","7.80e-3","1.00e+0","3.96","9.96e-1","1.00e+0","1.75e-3"
"GOTERM_CC_DIRECT","striated muscle myosin thick filament","1.55%","3","186","5","5845","9.36e-3","2.78e-1","18.85","8.93e-1","2.74e-1","3.03e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 2","1.55%","3","184","5","5763","9.41e-3","3.04e-1","18.79","1.00e+0","3.04e-1","3.05e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 3","1.55%","3","184","5","5763","9.41e-3","3.04e-1","18.79","1.00e+0","3.04e-1","3.05e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 1","1.55%","3","184","5","5763","9.41e-3","3.04e-1","18.79","1.00e+0","3.04e-1","3.05e-4"
"INTERPRO","Ig_sub","3.63%","7","193","58","6002","1.01e-2","1.00e+0","3.75","9.99e-1","1.00e+0","2.39e-3"
"GOTERM_CC_DIRECT","sarcomere","2.07%","4","186","15","5845","1.07e-2","2.83e-1","8.38","9.23e-1","2.79e-1","1.03e-3"
"KEGG_PATHWAY","Purine metabolism","1.55%","3","97","5","2776","1.11e-2","9.52e-1","17.17","9.48e-1","9.52e-1","3.93e-4"
"KEGG_PATHWAY","Glycine, serine and threonine metabolism","1.55%","3","97","5","2776","1.11e-2","9.52e-1","17.17","9.48e-1","9.52e-1","3.93e-4"
"INTERPRO","FN3_sf","3.11%","6","193","43","6002","1.14e-2","1.00e+0","4.34","1.00e+0","1.00e+0","2.31e-3"
"INTERPRO","FN3_dom","3.11%","6","193","43","6002","1.14e-2","1.00e+0","4.34","1.00e+0","1.00e+0","2.31e-3"
"INTERPRO","Ig-like_dom_sf","3.63%","7","193","60","6002","1.18e-2","1.00e+0","3.63","1.00e+0","1.00e+0","2.91e-3"
"UP_KW_BIOLOGICAL_PROCESS","Protein biosynthesis","4.66%","9","106","107","3543","1.31e-2","2.84e-1","2.81","5.75e-1","2.84e-1","4.25e-3"
"GOTERM_MF_DIRECT","NADH dehydrogenase (ubiquinone) activity","1.55%","3","175","6","5577","1.34e-2","1.00e+0","15.93","9.93e-1","1.00e+0","5.67e-4"
"GOTERM_CC_DIRECT","large ribosomal subunit","1.55%","3","186","6","5845","1.37e-2","3.27e-1","15.71","9.63e-1","3.22e-1","5.91e-4"
"INTERPRO","Ig-like_dom","3.63%","7","193","62","6002","1.38e-2","1.00e+0","3.51","1.00e+0","1.00e+0","3.51e-3"
"INTERPRO","ExoRNase_PH_dom2","1.55%","3","193","6","6002","1.40e-2","1.00e+0","15.55","1.00e+0","1.00e+0","6.10e-4"
"KEGG_PATHWAY","One carbon pool by folate","1.55%","3","97","6","2776","1.62e-2","9.52e-1","14.31","9.87e-1","9.52e-1","7.66e-4"
"INTERPRO","Ribosomal_Su5_D2-typ_SF","2.59%","5","193","31","6002","1.62e-2","1.00e+0","5.02","1.00e+0","1.00e+0","2.81e-3"
"UP_SEQ_FEATURE","DOMAIN:Exoribonuclease phosphorolytic","1.55%","3","184","7","5763","1.90e-2","5.90e-1","13.42","1.00e+0","5.90e-1","1.02e-3"
"INTERPRO","PNPase/RNase_PH_dom_sf","1.55%","3","193","7","6002","1.92e-2","1.00e+0","13.33","1.00e+0","1.00e+0","1.04e-3"
"INTERPRO","ExoRNase_PH_dom1","1.55%","3","193","7","6002","1.92e-2","1.00e+0","13.33","1.00e+0","1.00e+0","1.04e-3"
"INTERPRO","ExoRNase_PH_dom2_sf","1.55%","3","193","7","6002","1.92e-2","1.00e+0","13.33","1.00e+0","1.00e+0","1.04e-3"
"UP_SEQ_FEATURE","TOPO_DOM:Mitochondrial matrix","2.59%","5","184","33","5763","1.96e-2","5.90e-1","4.75","1.00e+0","5.90e-1","3.60e-3"
"GOTERM_MF_DIRECT","structural constituent of muscle","1.55%","3","175","8","5577","2.39e-2","1.00e+0","11.95","1.00e+0","1.00e+0","1.51e-3"
"GOTERM_CC_DIRECT","A band","1.55%","3","186","8","5845","2.46e-2","5.32e-1","11.78","9.97e-1","5.23e-1","1.58e-3"
"GOTERM_BP_DIRECT","proton motive force-driven mitochondrial ATP synthesis","1.55%","3","184","8","5659","2.56e-2","1.00e+0","11.53","1.00e+0","1.00e+0","1.68e-3"
"GOTERM_BP_DIRECT","Golgi to endosome transport","1.55%","3","184","8","5659","2.56e-2","1.00e+0","11.53","1.00e+0","1.00e+0","1.68e-3"
"GOTERM_CC_DIRECT","condensed nuclear chromosome","2.07%","4","186","21","5845","2.73e-2","5.41e-1","5.99","9.99e-1","5.32e-1","3.89e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 5","2.07%","4","184","21","5763","2.75e-2","6.73e-1","5.97","1.00e+0","6.73e-1","3.93e-3"
"KEGG_PATHWAY","Ribosome","2.07%","4","97","20","2776","2.98e-2","9.52e-1","5.72","1.00e+0","9.52e-1","4.41e-3"
"UP_KW_PTM","Citrullination","1.55%","3","106","10","3694","3.10e-2","2.33e-1","10.45","3.57e-1","2.17e-1","2.38e-3"
"GOTERM_BP_DIRECT","mitochondrial electron transport, NADH to ubiquinone","1.55%","3","184","9","5659","3.22e-2","1.00e+0","10.25","1.00e+0","1.00e+0","2.46e-3"
"KEGG_PATHWAY","Drug metabolism - other enzymes","1.55%","3","97","9","2776","3.64e-2","9.52e-1","9.54","1.00e+0","9.52e-1","2.98e-3"
"GOTERM_MF_DIRECT","proton-transporting ATP synthase activity, rotational mechanism","1.55%","3","175","10","5577","3.69e-2","1.00e+0","9.56","1.00e+0","1.00e+0","3.10e-3"
"GOTERM_CC_DIRECT","proton-transporting ATP synthase complex","1.55%","3","186","10","5845","3.79e-2","6.45e-1","9.43","1.00e+0","6.34e-1","3.23e-3"
"GOTERM_CC_DIRECT","mitochondrial ribosome","1.55%","3","186","10","5845","3.79e-2","6.45e-1","9.43","1.00e+0","6.34e-1","3.23e-3"
"GOTERM_BP_DIRECT","myofibril assembly","1.55%","3","184","10","5659","3.95e-2","1.00e+0","9.23","1.00e+0","1.00e+0","3.43e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 4","2.07%","4","184","25","5763","4.34e-2","6.73e-1","5.01","1.00e+0","6.73e-1","7.52e-3"
"KEGG_PATHWAY","RNA degradation","1.55%","3","97","10","2776","4.45e-2","9.52e-1","8.59","1.00e+0","9.52e-1","4.15e-3"
"KEGG_PATHWAY","Parkinson disease","1.55%","3","97","10","2776","4.45e-2","9.52e-1","8.59","1.00e+0","9.52e-1","4.15e-3"
"KEGG_PATHWAY","Prion disease","1.55%","3","97","10","2776","4.45e-2","9.52e-1","8.59","1.00e+0","9.52e-1","4.15e-3"
"GOTERM_BP_DIRECT","muscle contraction","1.55%","3","184","11","5659","4.72e-2","1.00e+0","8.39","1.00e+0","1.00e+0","4.60e-3"
"GOTERM_BP_DIRECT","regulation of mitochondrial membrane potential","1.55%","3","184","11","5659","4.72e-2","1.00e+0","8.39","1.00e+0","1.00e+0","4.60e-3"
"GOTERM_BP_DIRECT","mitotic chromosome condensation","1.55%","3","184","11","5659","4.72e-2","1.00e+0","8.39","1.00e+0","1.00e+0","4.60e-3"
"UP_KW_BIOLOGICAL_PROCESS","rRNA processing","3.11%","6","106","68","3543","4.96e-2","6.44e-1","2.95","9.63e-1","6.44e-1","1.51e-2"
"UP_KW_BIOLOGICAL_PROCESS","Ribosome biogenesis","3.11%","6","106","68","3543","4.96e-2","6.44e-1","2.95","9.63e-1","6.44e-1","1.51e-2"
"UP_KW_CELLULAR_COMPONENT","Exosome","1.55%","3","162","12","5258","5.03e-2","5.70e-1","8.11","8.27e-1","5.70e-1","5.15e-3"
"KEGG_PATHWAY","Biosynthesis of amino acids","1.55%","3","97","11","2776","5.31e-2","9.52e-1","7.81","1.00e+0","9.52e-1","5.56e-3"
"GOTERM_MF_DIRECT","ribosome binding","2.07%","4","175","28","5577","5.53e-2","1.00e+0","4.55","1.00e+0","1.00e+0","1.06e-2"
"GOTERM_CC_DIRECT","mitochondrial matrix","6.74%","13","186","228","5845","5.69e-2","9.03e-1","1.79","1.00e+0","8.88e-1","2.92e-2"
"GOTERM_MF_DIRECT","tRNA binding","2.59%","5","175","47","5577","5.78e-2","1.00e+0","3.39","1.00e+0","1.00e+0","1.52e-2"
"GOTERM_MF_DIRECT","carbon monoxide binding","1.04%","2","175","2","5577","6.14e-2","1.00e+0","31.87","1.00e+0","1.00e+0","9.79e-4"
"GOTERM_MF_DIRECT","cystathionine beta-synthase activity","1.04%","2","175","2","5577","6.14e-2","1.00e+0","31.87","1.00e+0","1.00e+0","9.79e-4"
"GOTERM_MF_DIRECT","nitric oxide binding","1.04%","2","175","2","5577","6.14e-2","1.00e+0","31.87","1.00e+0","1.00e+0","9.79e-4"
"GOTERM_CC_DIRECT","nuclear exosome (RNase complex)","1.55%","3","186","13","5845","6.18e-2","9.20e-1","7.25","1.00e+0","9.04e-1","7.16e-3"
"UP_KW_LIGAND","Nucleotide-binding","17.10%","33","72","940","2635","6.21e-2","6.83e-1","1.28","7.56e-1","6.83e-1","4.62e-2"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 52","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 25","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","MUTAGEN:C->A: Reduced heme content and cystathionine beta-synthase activity.","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 40","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 27","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 39","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 23","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 33","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 48","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 31","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 30","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 22","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Translation initiation factor beta propellor-like","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 20","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 25","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 43","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","REGION:Binding of phosphoribosylpyrophosphate","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 32","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 18","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 21","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 23","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 28","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 41","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 31","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","MUTAGEN:C->S: Reduced heme content and cystathionine beta-synthase activity.","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 28","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 46","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 45","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 22","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 51","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 49","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 53","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 24","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 24","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 19","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 37","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 47","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 34","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 29","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 26","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 42","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 44","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 27","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 26","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 38","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 35","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 30","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 36","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 50","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 29","1.04%","2","184","2","5763","6.25e-2","6.73e-1","31.32","1.00e+0","6.73e-1","1.01e-3"
"INTERPRO","CBS_C","1.04%","2","193","2","6002","6.30e-2","1.00e+0","31.10","1.00e+0","1.00e+0","1.03e-3"
"INTERPRO","PRib_PP_synth_CS","1.04%","2","193","2","6002","6.30e-2","1.00e+0","31.10","1.00e+0","1.00e+0","1.03e-3"
"INTERPRO","TIF2A","1.04%","2","193","2","6002","6.30e-2","1.00e+0","31.10","1.00e+0","1.00e+0","1.03e-3"
"INTERPRO","Cysta_beta_synth","1.04%","2","193","2","6002","6.30e-2","1.00e+0","31.10","1.00e+0","1.00e+0","1.03e-3"
"INTERPRO","Cys_Synth/Cystath_Beta-Synth","1.04%","2","193","2","6002","6.30e-2","1.00e+0","31.10","1.00e+0","1.00e+0","1.03e-3"
"INTERPRO","Rib-P_diPkinase_bac","1.04%","2","193","2","6002","6.30e-2","1.00e+0","31.10","1.00e+0","1.00e+0","1.03e-3"
"INTERPRO","P-phosphate_BS","1.04%","2","193","2","6002","6.30e-2","1.00e+0","31.10","1.00e+0","1.00e+0","1.03e-3"
