"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_CC_DIRECT","ribonucleoprotein complex","17.65%","3","17","104","5845","3.20e-2","1.82e-1","9.92","7.68e-1","1.62e-1","3.10e-3"
"GOTERM_CC_DIRECT","presynaptic cytosol","11.76%","2","17","12","5845","3.24e-2","1.82e-1","57.30","7.73e-1","1.62e-1","5.17e-4"
"GOTERM_CC_DIRECT","terminal bouton","11.76%","2","17","21","5845","5.60e-2","2.80e-1","32.75","9.25e-1","2.49e-1","1.62e-3"
"GOTERM_CC_DIRECT","lysosome","17.65%","3","17","172","5845","7.89e-2","3.55e-1","6.00","9.75e-1","3.16e-1","1.26e-2"
"GOTERM_MF_DIRECT","ubiquitin protein ligase binding","23.53%","4","17","85","5577","1.66e-3","8.35e-2","15.44","1.17e-1","7.80e-2","1.03e-4"
"GOTERM_MF_DIRECT","ATP-dependent protein folding chaperone","17.65%","3","17","25","5577","2.23e-3","8.35e-2","39.37","1.54e-1","7.80e-2","5.19e-5"
"GOTERM_MF_DIRECT","ATP hydrolysis activity","29.41%","5","17","253","5577","4.89e-3","1.07e-1","6.48","3.07e-1","1.00e-1","7.29e-4"
"GOTERM_MF_DIRECT","clathrin-uncoating ATPase activity","11.76%","2","17","2","5577","5.73e-3","1.07e-1","328.06","3.50e-1","1.00e-1","8.75e-6"
"GOTERM_MF_DIRECT","C3HC4-type RING finger domain binding","11.76%","2","17","3","5577","8.58e-3","1.07e-1","218.71","4.76e-1","1.00e-1","2.62e-5"
"GOTERM_MF_DIRECT","unfolded protein binding","17.65%","3","17","52","5577","9.41e-3","1.07e-1","18.93","5.08e-1","1.00e-1","4.74e-4"
"GOTERM_MF_DIRECT","protein-macromolecule adaptor activity","17.65%","3","17","56","5577","1.09e-2","1.07e-1","17.57","5.59e-1","1.00e-1","5.90e-4"
"GOTERM_MF_DIRECT","ATP-dependent protein disaggregase activity","11.76%","2","17","4","5577","1.14e-2","1.07e-1","164.03","5.78e-1","1.00e-1","5.23e-5"
"GOTERM_MF_DIRECT","G protein-coupled receptor binding","11.76%","2","17","11","5577","3.11e-2","2.59e-1","59.65","9.07e-1","2.42e-1","4.73e-4"
"GOTERM_MF_DIRECT","zinc ion binding","29.41%","5","17","470","5577","4.01e-2","2.88e-1","3.49","9.54e-1","2.69e-1","1.10e-2"
"GOTERM_MF_DIRECT","receptor ligand activity","11.76%","2","17","15","5577","4.22e-2","2.88e-1","43.74","9.61e-1","2.69e-1","8.97e-4"
"GOTERM_MF_DIRECT","protein folding chaperone","11.76%","2","17","23","5577","6.41e-2","3.72e-1","28.53","9.93e-1","3.47e-1","2.13e-3"
"GOTERM_MF_DIRECT","ATP binding","35.29%","6","17","799","5577","6.69e-2","3.72e-1","2.46","9.94e-1","3.47e-1","2.57e-2"
"GOTERM_MF_DIRECT","heat shock protein binding","11.76%","2","17","25","5577","6.95e-2","3.72e-1","26.24","9.95e-1","3.47e-1","2.52e-3"
"INTERPRO","HSP70_C_sf","11.76%","2","17","11","6002","2.90e-2","6.59e-1","64.19","9.31e-1","6.59e-1","4.09e-4"
"INTERPRO","HSP70_peptide-bd_sf","11.76%","2","17","11","6002","2.90e-2","6.59e-1","64.19","9.31e-1","6.59e-1","4.09e-4"
"INTERPRO","Heat_shock_70_CS","11.76%","2","17","11","6002","2.90e-2","6.59e-1","64.19","9.31e-1","6.59e-1","4.09e-4"
"INTERPRO","Hsp_70_fam","11.76%","2","17","11","6002","2.90e-2","6.59e-1","64.19","9.31e-1","6.59e-1","4.09e-4"
"INTERPRO","ATPase_NBD","11.76%","2","17","37","6002","9.43e-2","1.00e+0","19.08","1.00e+0","1.00e+0","4.74e-3"
"KEGG_PATHWAY","Pathways in cancer","11.76%","2","9","14","2776","3.97e-2","1.00e+0","44.06","8.45e-1","1.00e+0","8.34e-4"
"UP_KW_BIOLOGICAL_PROCESS","Stress response","23.53%","4","13","45","3543","3.89e-4","1.01e-2","24.23","1.01e-2","1.01e-2","1.49e-5"
"UP_KW_BIOLOGICAL_PROCESS","mRNA splicing","23.53%","4","13","146","3543","1.15e-2","1.49e-1","7.47","2.59e-1","1.49e-1","1.48e-3"
"UP_KW_BIOLOGICAL_PROCESS","mRNA processing","23.53%","4","13","192","3543","2.40e-2","2.08e-1","5.68","4.68e-1","2.08e-1","4.06e-3"
"UP_KW_CELLULAR_COMPONENT","Spliceosome","17.65%","3","16","90","5258","2.63e-2","3.42e-1","10.95","2.93e-1","3.42e-1","2.31e-3"
"UP_KW_MOLECULAR_FUNCTION","Hydrolase","41.18%","7","13","870","3890","3.26e-2","2.47e-1","2.41","2.82e-1","2.47e-1","1.31e-2"
"UP_KW_MOLECULAR_FUNCTION","Chaperone","17.65%","3","13","118","3890","4.94e-2","2.47e-1","7.61","3.97e-1","2.47e-1","6.23e-3"
"UP_KW_PTM","Methylation","23.53%","4","14","260","3694","5.82e-2","5.02e-1","4.06","4.17e-1","4.52e-1","1.37e-2"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO1); alternate","23.53%","4","17","45","5763","2.32e-4","2.07e-2","30.13","2.04e-2","2.07e-2","7.17e-6"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate","23.53%","4","17","71","5763","8.95e-4","3.98e-2","19.10","7.66e-2","3.98e-2","4.46e-5"
"UP_SEQ_FEATURE","REGION:Interaction with BAG1","11.76%","2","17","2","5763","5.55e-3","1.23e-1","339.00","3.90e-1","1.23e-1","8.19e-6"
"UP_SEQ_FEATURE","REGION:Substrate-binding domain (SBD)","11.76%","2","17","2","5763","5.55e-3","1.23e-1","339.00","3.90e-1","1.23e-1","8.19e-6"
"UP_SEQ_FEATURE","REGION:Nucleotide-binding domain (NBD)","11.76%","2","17","3","5763","8.31e-3","1.48e-1","226.00","5.24e-1","1.48e-1","2.45e-5"

