"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"INTERPRO","AlphaKG_dependent_hydroxylases","7.41%","2","26","3","6002","1.24e-2","1.27e-1","153.90","7.21e-1","1.18e-1","5.40e-5"
"INTERPRO","GBBH-like_N_sf","7.41%","2","26","3","6002","1.24e-2","1.27e-1","153.90","7.21e-1","1.18e-1","5.40e-5"
"GOTERM_MF_DIRECT","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","7.41%","2","26","3","5577","1.34e-2","1.34e-1","143.00","7.03e-1","1.25e-1","6.25e-5"
"UP_KW_BIOLOGICAL_PROCESS","Carnitine biosynthesis","7.41%","2","17","3","3543","1.35e-2","3.24e-1","138.94","2.78e-1","3.24e-1","6.48e-5"
"GOTERM_BP_DIRECT","lipid metabolic process","14.81%","4","23","134","5659","1.44e-2","1.81e-1","7.34","8.39e-1","1.73e-1","1.88e-3"
"KEGG_PATHWAY","Folate biosynthesis","7.41%","2","16","3","2776","1.61e-2","2.67e-1","115.67","4.78e-1","2.47e-1","9.32e-5"
"KEGG_PATHWAY","Metabolism of xenobiotics by cytochrome P450","7.41%","2","16","3","2776","1.61e-2","2.67e-1","115.67","4.78e-1","2.47e-1","9.32e-5"
"SMART","ChtBD2","7.41%","2","10","6","3019","1.78e-2","3.20e-1","100.63","2.76e-1","3.20e-1","1.47e-4"
"KEGG_PATHWAY","Chemical carcinogenesis - DNA adducts","7.41%","2","16","4","2776","2.15e-2","2.67e-1","86.75","5.80e-1","2.47e-1","1.86e-4"
"INTERPRO","Chitin-bd_dom","7.41%","2","26","6","6002","2.47e-2","2.10e-1","76.95","9.22e-1","1.96e-1","2.68e-4"
"INTERPRO","Chitin-bd_dom_sf","7.41%","2","26","6","6002","2.47e-2","2.10e-1","76.95","9.22e-1","1.96e-1","2.68e-4"
"UP_KW_LIGAND","NADP","14.81%","4","17","109","2635","2.60e-2","3.64e-1","5.69","3.09e-1","3.64e-1","4.35e-3"
"GOTERM_MF_DIRECT","carboxylesterase activity","7.41%","2","26","6","5577","2.66e-2","2.39e-1","71.50","9.12e-1","2.24e-1","3.10e-4"
"KEGG_PATHWAY","Arachidonic acid metabolism","7.41%","2","16","5","2776","2.67e-2","2.67e-1","69.40","6.62e-1","2.47e-1","3.08e-4"
"GOTERM_BP_DIRECT","carnitine biosynthetic process","7.41%","2","23","7","5659","2.69e-2","2.83e-1","70.30","9.68e-1","2.69e-1","3.28e-4"
"GOTERM_BP_DIRECT","response to testosterone","7.41%","2","23","7","5659","2.69e-2","2.83e-1","70.30","9.68e-1","2.69e-1","3.28e-4"
"INTERPRO","Type-B_Carboxylest/Lipase","7.41%","2","26","7","6002","2.88e-2","2.26e-1","65.96","9.49e-1","2.11e-1","3.74e-4"
"GOTERM_BP_DIRECT","response to progesterone","7.41%","2","23","8","5659","3.07e-2","2.98e-1","61.51","9.80e-1","2.83e-1","4.36e-4"
"UP_KW_PTM","Glycoprotein","33.33%","9","16","1019","3694","3.08e-2","1.49e-1","2.04","1.96e-1","1.49e-1","1.45e-2"
"INTERPRO","Carboxylesterase_B_AS","7.41%","2","26","8","6002","3.29e-2","2.39e-1","57.71","9.67e-1","2.23e-1","4.97e-4"
"KEGG_PATHWAY","Metabolic pathways","11.11%","3","16","57","2776","3.67e-2","2.83e-1","9.13","7.75e-1","2.62e-1","3.80e-3"
"UP_KW_PTM","Disulfide bond","25.93%","7","16","660","3694","3.71e-2","1.49e-1","2.45","2.33e-1","1.49e-1","1.45e-2"
"KEGG_PATHWAY","Chemical carcinogenesis - reactive oxygen species","7.41%","2","16","8","2776","4.25e-2","2.83e-1","43.38","8.24e-1","2.62e-1","8.55e-4"
"INTERPRO","Carboxylesterase_B_CS","7.41%","2","26","12","6002","4.89e-2","3.12e-1","38.47","9.94e-1","2.90e-1","1.16e-3"
"INTERPRO","CarbesteraseB","7.41%","2","26","12","6002","4.89e-2","3.12e-1","38.47","9.94e-1","2.90e-1","1.16e-3"
"UP_SEQ_FEATURE","ACT_SITE:Acyl-ester intermediate","7.41%","2","25","13","5763","5.29e-2","1.00e+0","35.46","9.90e-1","1.00e+0","1.37e-3"
"GOTERM_BP_DIRECT","epithelial cell differentiation","7.41%","2","23","14","5659","5.31e-2","4.77e-1","35.15","9.99e-1","4.55e-1","1.40e-3"
"GOTERM_MF_DIRECT","chitin binding","7.41%","2","26","13","5577","5.68e-2","4.65e-1","33.00","9.95e-1","4.34e-1","1.58e-3"
"GOTERM_BP_DIRECT","response to estradiol","7.41%","2","23","15","5659","5.68e-2","4.77e-1","32.81","9.99e-1","4.55e-1","1.61e-3"
"UP_KW_BIOLOGICAL_PROCESS","Lipid metabolism","18.52%","5","17","337","3543","5.84e-2","7.00e-1","3.09","7.64e-1","7.00e-1","1.79e-2"
"UP_KW_MOLECULAR_FUNCTION","Serine esterase","7.41%","2","17","17","3890","6.78e-2","6.10e-1","26.92","7.17e-1","6.10e-1","2.35e-3"
"GOTERM_BP_DIRECT","glucose metabolic process","7.41%","2","23","19","5659","7.14e-2","5.63e-1","25.90","1.00e+0","5.36e-1","2.59e-3"
"KEGG_PATHWAY","Metabolic pathways","7.41%","2","16","15","2776","7.82e-2","4.47e-1","23.13","9.62e-1","4.14e-1","3.13e-3"
"GOTERM_MF_DIRECT","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","7.41%","2","26","21","5577","9.02e-2","6.76e-1","20.43","1.00e+0","6.31e-1","4.16e-3"
"UP_SEQ_FEATURE","CARBOHYD:N-linked (GlcNAc...) asparagine","29.63%","8","25","963","5763","9.17e-2","1.00e+0","1.92","1.00e+0","1.00e+0","4.50e-2"
"GOTERM_BP_DIRECT","response to lipopolysaccharide","7.41%","2","23","26","5659","9.65e-2","7.15e-1","18.93","1.00e+0","6.81e-1","4.84e-3"

