"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 9","4.88%","2","41","3","5763","2.07e-2","3.43e-1","93.71","9.99e-1","3.43e-1","1.47e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 10","4.88%","2","41","3","5763","2.07e-2","3.43e-1","93.71","9.99e-1","3.43e-1","1.47e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 21","4.88%","2","41","3","5763","2.07e-2","3.43e-1","93.71","9.99e-1","3.43e-1","1.47e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 7","4.88%","2","41","3","5763","2.07e-2","3.43e-1","93.71","9.99e-1","3.43e-1","1.47e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 12","4.88%","2","41","3","5763","2.07e-2","3.43e-1","93.71","9.99e-1","3.43e-1","1.47e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 17","4.88%","2","41","3","5763","2.07e-2","3.43e-1","93.71","9.99e-1","3.43e-1","1.47e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 19","4.88%","2","41","3","5763","2.07e-2","3.43e-1","93.71","9.99e-1","3.43e-1","1.47e-4"
"UP_SEQ_FEATURE","COMPBIAS:Basic and acidic residues","48.78%","20","41","1793","5763","2.15e-2","3.43e-1","1.57","1.00e+0","3.43e-1","1.32e-2"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 2","7.32%","3","41","35","5763","2.42e-2","3.54e-1","12.05","1.00e+0","3.54e-1","1.87e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 1","7.32%","3","41","35","5763","2.42e-2","3.54e-1","12.05","1.00e+0","3.54e-1","1.87e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III","7.32%","3","41","36","5763","2.55e-2","3.58e-1","11.71","1.00e+0","3.58e-1","2.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 4","4.88%","2","41","4","5763","2.75e-2","3.71e-1","70.28","1.00e+0","3.71e-1","2.94e-4"
"UP_SEQ_FEATURE","REGION:Disordered","80.49%","33","41","3749","5763","3.03e-2","3.94e-1","1.24","1.00e+0","3.94e-1","2.40e-2"
"GOTERM_BP_DIRECT","chromatin remodeling","12.20%","5","38","183","5659","3.04e-2","1.00e+0","4.07","1.00e+0","1.00e+0","7.07e-3"
"INTERPRO","FN3_dom","7.32%","3","41","43","6002","3.29e-2","9.55e-1","10.21","9.99e-1","9.55e-1","3.02e-3"
"INTERPRO","FN3_sf","7.32%","3","41","43","6002","3.29e-2","9.55e-1","10.21","9.99e-1","9.55e-1","3.02e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 3","4.88%","2","41","5","5763","3.42e-2","4.01e-1","56.22","1.00e+0","4.01e-1","4.87e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 2","4.88%","2","41","5","5763","3.42e-2","4.01e-1","56.22","1.00e+0","4.01e-1","4.87e-4"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 1","4.88%","2","41","5","5763","3.42e-2","4.01e-1","56.22","1.00e+0","4.01e-1","4.87e-4"
"SMART","FN3","7.32%","3","26","41","3019","4.43e-2","6.95e-1","8.50","8.81e-1","6.95e-1","4.87e-3"
"GOTERM_BP_DIRECT","T cell differentiation","4.88%","2","38","7","5659","4.49e-2","1.00e+0","42.55","1.00e+0","1.00e+0","9.03e-4"
"INTERPRO","Ig-like_fold","9.76%","4","41","122","6002","4.69e-2","1.00e+0","4.80","1.00e+0","1.00e+0","9.21e-3"
"GOTERM_MF_DIRECT","ATP-dependent chromatin remodeler activity","4.88%","2","37","8","5577","5.05e-2","1.00e+0","37.68","9.99e-1","1.00e+0","1.17e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 8","4.88%","2","41","12","5763","8.03e-2","8.80e-1","23.43","1.00e+0","8.80e-1","3.12e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 7","4.88%","2","41","12","5763","8.03e-2","8.80e-1","23.43","1.00e+0","8.80e-1","3.12e-3"
"GOTERM_CC_DIRECT","sarcomere","4.88%","2","39","15","5845","9.33e-2","1.00e+0","19.98","1.00e+0","1.00e+0","4.31e-3"
"GOTERM_CC_DIRECT","M band","4.88%","2","39","16","5845","9.92e-2","1.00e+0","18.73","1.00e+0","1.00e+0","4.91e-3"
"GOTERM_BP_DIRECT","locomotion","4.88%","2","38","16","5659","9.98e-2","1.00e+0","18.62","1.00e+0","1.00e+0","4.97e-3"

