"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","cytosolic ciliogenesis","4.88%","2","41","4","5659","2.80e-2","3.71e-1","69.01","1.00e+0","3.71e-1","3.05e-4"
"GOTERM_BP_DIRECT","spermatogenesis","9.76%","4","41","97","5659","3.05e-2","3.71e-1","5.69","1.00e+0","3.71e-1","5.06e-3"
"UP_SEQ_FEATURE","DOMAIN:Tryptophan synthase beta chain-like PALP","4.88%","2","37","5","5763","3.09e-2","1.00e+0","62.30","1.00e+0","1.00e+0","3.96e-4"
"PIR_SUPERFAMILY","DUF1782","4.88%","2","10","3","833","3.21e-2","2.89e-1","55.53","2.54e-1","2.89e-1","3.87e-4"
"UP_SEQ_FEATURE","ACT_SITE:Nucleophile","12.20%","5","37","195","5763","3.22e-2","1.00e+0","3.99","1.00e+0","1.00e+0","7.61e-3"
"INTERPRO","UBP24/USP9X/USP9Y_UBL","4.88%","2","41","5","6002","3.29e-2","6.22e-1","58.56","9.99e-1","6.19e-1","4.49e-4"
"KEGG_PATHWAY","Glycine, serine and threonine metabolism","4.88%","2","20","5","2776","3.38e-2","6.97e-1","55.52","9.07e-1","6.97e-1","4.87e-4"
"GOTERM_BP_DIRECT","cartilage development involved in endochondral bone morphogenesis","4.88%","2","41","5","5659","3.49e-2","3.71e-1","55.21","1.00e+0","3.71e-1","5.05e-4"
"GOTERM_BP_DIRECT","monoubiquitinated protein deubiquitination","4.88%","2","41","5","5659","3.49e-2","3.71e-1","55.21","1.00e+0","3.71e-1","5.05e-4"
"GOTERM_BP_DIRECT","L-serine catabolic process","4.88%","2","41","5","5659","3.49e-2","3.71e-1","55.21","1.00e+0","3.71e-1","5.05e-4"
"GOTERM_BP_DIRECT","protein deubiquitination involved in ubiquitin-dependent protein catabolic process","4.88%","2","41","5","5659","3.49e-2","3.71e-1","55.21","1.00e+0","3.71e-1","5.05e-4"
"GOTERM_BP_DIRECT","protein ufmylation","4.88%","2","41","5","5659","3.49e-2","3.71e-1","55.21","1.00e+0","3.71e-1","5.05e-4"
"GOTERM_BP_DIRECT","L-serine metabolic process","4.88%","2","41","5","5659","3.49e-2","3.71e-1","55.21","1.00e+0","3.71e-1","5.05e-4"
"GOTERM_BP_DIRECT","meiotic cell cycle","7.32%","3","41","42","5659","3.51e-2","3.71e-1","9.86","1.00e+0","3.71e-1","3.33e-3"
"GOTERM_BP_DIRECT","chromosome segregation","7.32%","3","41","42","5659","3.51e-2","3.71e-1","9.86","1.00e+0","3.71e-1","3.33e-3"
"SMART","CBS","4.88%","2","18","7","3019","3.88e-2","9.90e-1","47.92","6.43e-1","9.90e-1","6.93e-4"
"INTERPRO","TrpB-like_PALP","4.88%","2","41","6","6002","3.93e-2","6.29e-1","48.80","1.00e+0","6.26e-1","6.71e-4"
"INTERPRO","TrpB-like_PALP_sf","4.88%","2","41","6","6002","3.93e-2","6.29e-1","48.80","1.00e+0","6.26e-1","6.71e-4"
"KEGG_PATHWAY","Biosynthesis of amino acids","4.88%","2","20","6","2776","4.04e-2","6.97e-1","46.27","9.42e-1","6.97e-1","7.27e-4"
"KEGG_PATHWAY","One carbon pool by folate","4.88%","2","20","6","2776","4.04e-2","6.97e-1","46.27","9.42e-1","6.97e-1","7.27e-4"
"UP_KW_DOMAIN","CBS domain","4.88%","2","21","8","3850","4.08e-2","5.09e-1","45.83","4.42e-1","5.09e-1","7.78e-4"
"GOTERM_BP_DIRECT","protein import into peroxisome matrix, receptor recycling","4.88%","2","41","6","5659","4.17e-2","4.24e-1","46.01","1.00e+0","4.24e-1","7.54e-4"
"UP_KW_LIGAND","Heme","7.32%","3","23","40","2635","4.29e-2","4.59e-1","8.59","5.04e-1","4.59e-1","4.65e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 13","4.88%","2","37","7","5763","4.29e-2","1.00e+0","44.50","1.00e+0","1.00e+0","8.25e-4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 11","4.88%","2","37","7","5763","4.29e-2","1.00e+0","44.50","1.00e+0","1.00e+0","8.25e-4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 14","4.88%","2","37","7","5763","4.29e-2","1.00e+0","44.50","1.00e+0","1.00e+0","8.25e-4"
"UP_SEQ_FEATURE","DOMAIN:CBS","4.88%","2","37","7","5763","4.29e-2","1.00e+0","44.50","1.00e+0","1.00e+0","8.25e-4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 10","4.88%","2","37","7","5763","4.29e-2","1.00e+0","44.50","1.00e+0","1.00e+0","8.25e-4"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 12","4.88%","2","37","7","5763","4.29e-2","1.00e+0","44.50","1.00e+0","1.00e+0","8.25e-4"
"INTERPRO","CBS_dom","4.88%","2","41","7","6002","4.58e-2","6.34e-1","41.83","1.00e+0","6.31e-1","9.36e-4"
"INTERPRO","CBS_dom_sf","4.88%","2","41","7","6002","4.58e-2","6.34e-1","41.83","1.00e+0","6.31e-1","9.36e-4"
"GOTERM_MF_DIRECT","heme binding","7.32%","3","40","50","5577","4.73e-2","7.35e-1","8.37","1.00e+0","7.35e-1","5.31e-3"
"GOTERM_CC_DIRECT","kinetochore","7.32%","3","39","54","5845","4.77e-2","1.00e+0","8.33","9.77e-1","1.00e+0","5.39e-3"
"GOTERM_MF_DIRECT","co-SMAD binding","4.88%","2","40","7","5577","4.80e-2","7.35e-1","39.84","1.00e+0","7.35e-1","1.03e-3"
"GOTERM_BP_DIRECT","cerebellum morphogenesis","4.88%","2","41","7","5659","4.85e-2","4.32e-1","39.44","1.00e+0","4.32e-1","1.05e-3"
"GOTERM_BP_DIRECT","positive regulation of TORC2 signaling","4.88%","2","41","7","5659","4.85e-2","4.32e-1","39.44","1.00e+0","4.32e-1","1.05e-3"
"GOTERM_BP_DIRECT","maternal process involved in female pregnancy","4.88%","2","41","7","5659","4.85e-2","4.32e-1","39.44","1.00e+0","4.32e-1","1.05e-3"
"GOTERM_BP_DIRECT","regulation of JNK cascade","4.88%","2","41","7","5659","4.85e-2","4.32e-1","39.44","1.00e+0","4.32e-1","1.05e-3"
"UP_KW_CELLULAR_COMPONENT","Nucleus","43.90%","18","35","1841","5258","5.10e-2","4.08e-1","1.47","5.67e-1","4.08e-1","3.33e-2"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 9","4.88%","2","37","9","5763","5.49e-2","1.00e+0","34.61","1.00e+0","1.00e+0","1.40e-3"
"GOTERM_BP_DIRECT","DNA alkylation repair","4.88%","2","41","8","5659","5.52e-2","4.63e-1","34.51","1.00e+0","4.63e-1","1.40e-3"
"GOTERM_BP_DIRECT","endochondral ossification","4.88%","2","41","8","5659","5.52e-2","4.63e-1","34.51","1.00e+0","4.63e-1","1.40e-3"
"UP_KW_LIGAND","Pyridoxal phosphate","7.32%","3","23","47","2635","5.74e-2","4.59e-1","7.31","6.11e-1","4.59e-1","7.34e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 8","4.88%","2","37","10","5763","6.08e-2","1.00e+0","31.15","1.00e+0","1.00e+0","1.75e-3"
"GOTERM_MF_DIRECT","molecular sequestering activity","4.88%","2","40","9","5577","6.12e-2","7.60e-1","30.98","1.00e+0","7.60e-1","1.75e-3"
"GOTERM_MF_DIRECT","deubiquitinase activity","4.88%","2","40","9","5577","6.12e-2","7.60e-1","30.98","1.00e+0","7.60e-1","1.75e-3"
"GOTERM_BP_DIRECT","male meiotic nuclear division","4.88%","2","41","9","5659","6.19e-2","4.77e-1","30.67","1.00e+0","4.77e-1","1.79e-3"
"GOTERM_BP_DIRECT","blood vessel diameter maintenance","4.88%","2","41","9","5659","6.19e-2","4.77e-1","30.67","1.00e+0","4.77e-1","1.79e-3"
"GOTERM_BP_DIRECT","superoxide metabolic process","4.88%","2","41","9","5659","6.19e-2","4.77e-1","30.67","1.00e+0","4.77e-1","1.79e-3"
"GOTERM_MF_DIRECT","identical protein binding","17.07%","7","40","415","5577","6.60e-2","7.60e-1","2.35","1.00e+0","7.60e-1","2.63e-2"
"GOTERM_MF_DIRECT","modified amino acid binding","4.88%","2","40","10","5577","6.78e-2","7.60e-1","27.89","1.00e+0","7.60e-1","2.18e-3"
"GOTERM_BP_DIRECT","positive regulation of protein binding","4.88%","2","41","10","5659","6.85e-2","5.01e-1","27.60","1.00e+0","5.01e-1","2.22e-3"
"GOTERM_BP_DIRECT","cell-cell adhesion mediated by cadherin","4.88%","2","41","10","5659","6.85e-2","5.01e-1","27.60","1.00e+0","5.01e-1","2.22e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 3","4.88%","2","37","12","5763","7.25e-2","1.00e+0","25.96","1.00e+0","1.00e+0","2.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 4","4.88%","2","37","12","5763","7.25e-2","1.00e+0","25.96","1.00e+0","1.00e+0","2.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 6","4.88%","2","37","12","5763","7.25e-2","1.00e+0","25.96","1.00e+0","1.00e+0","2.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 7","4.88%","2","37","12","5763","7.25e-2","1.00e+0","25.96","1.00e+0","1.00e+0","2.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 5","4.88%","2","37","12","5763","7.25e-2","1.00e+0","25.96","1.00e+0","1.00e+0","2.54e-3"
"GOTERM_MF_DIRECT","K48-linked deubiquitinase activity","4.88%","2","40","11","5577","7.44e-2","7.60e-1","25.35","1.00e+0","7.60e-1","2.65e-3"
"GOTERM_MF_DIRECT","K63-linked deubiquitinase activity","4.88%","2","40","11","5577","7.44e-2","7.60e-1","25.35","1.00e+0","7.60e-1","2.65e-3"
"GOTERM_BP_DIRECT","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","4.88%","2","41","11","5659","7.51e-2","5.22e-1","25.10","1.00e+0","5.22e-1","2.70e-3"
"GOTERM_BP_DIRECT","homocysteine metabolic process","4.88%","2","41","11","5659","7.51e-2","5.22e-1","25.10","1.00e+0","5.22e-1","2.70e-3"
"SMART","CA","4.88%","2","18","14","3019","7.62e-2","9.90e-1","23.96","8.73e-1","9.90e-1","2.93e-3"
"INTERPRO","Cadherin_CS","4.88%","2","41","12","6002","7.72e-2","9.44e-1","24.40","1.00e+0","9.40e-1","2.88e-3"
"INTERPRO","Peptidase_C19","4.88%","2","41","12","6002","7.72e-2","9.44e-1","24.40","1.00e+0","9.40e-1","2.88e-3"
"GOTERM_BP_DIRECT","negative regulation of apoptotic process","9.76%","4","41","142","5659","7.80e-2","5.29e-1","3.89","1.00e+0","5.29e-1","1.88e-2"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 1","4.88%","2","37","13","5763","7.83e-2","1.00e+0","23.96","1.00e+0","1.00e+0","2.99e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 2","4.88%","2","37","13","5763","7.83e-2","1.00e+0","23.96","1.00e+0","1.00e+0","2.99e-3"
"GOTERM_BP_DIRECT","blood vessel remodeling","4.88%","2","41","12","5659","8.17e-2","5.29e-1","23.00","1.00e+0","5.29e-1","3.23e-3"
"GOTERM_BP_DIRECT","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","4.88%","2","41","12","5659","8.17e-2","5.29e-1","23.00","1.00e+0","5.29e-1","3.23e-3"
"GOTERM_MF_DIRECT","S-adenosyl-L-methionine binding","4.88%","2","40","14","5577","9.37e-2","9.07e-1","19.92","1.00e+0","9.07e-1","4.32e-3"
"INTERPRO","Ub_carboxyl-term_hydrolase","4.88%","2","41","15","6002","9.55e-2","1.00e+0","19.52","1.00e+0","1.00e+0","4.52e-3"
"INTERPRO","Cadherin-like_dom","4.88%","2","41","15","6002","9.55e-2","1.00e+0","19.52","1.00e+0","1.00e+0","4.52e-3"
"UP_KW_DOMAIN","Signal","19.51%","8","21","790","3850","9.64e-2","5.09e-1","1.86","7.58e-1","5.09e-1","4.88e-2"
"GOTERM_BP_DIRECT","cilium assembly","7.32%","3","41","75","5659","9.79e-2","6.20e-1","5.52","1.00e+0","6.20e-1","1.66e-2"
"GOTERM_CC_DIRECT","M band","4.88%","2","39","16","5845","9.92e-2","1.00e+0","18.73","1.00e+0","1.00e+0","4.91e-3"

