"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","mRNA splicing, via spliceosome","8.09%","11","135","105","5659","1.69e-4","3.88e-2","4.39","1.10e-1","3.88e-2","3.49e-5"
"GOTERM_CC_DIRECT","nucleus","47.06%","64","133","1928","5845","2.67e-4","1.42e-2","1.46","5.53e-2","1.42e-2","1.78e-4"
"UP_KW_DOMAIN","Repeat","33.09%","45","85","1323","3850","4.55e-4","8.20e-3","1.54","8.17e-3","8.20e-3","2.87e-4"
"INTERPRO","ARM-type_fold","10.29%","14","136","206","6002","6.84e-4","3.71e-1","3.00","3.10e-1","3.71e-1","2.13e-4"
"GOTERM_MF_DIRECT","RNA binding","16.18%","22","128","441","5577","8.63e-4","2.90e-1","2.17","2.52e-1","2.90e-1","3.77e-4"
"UP_SEQ_FEATURE","REGION:Disordered","75.74%","103","132","3749","5763","9.22e-4","2.20e-1","1.20","4.83e-1","2.20e-1","7.59e-4"
"GOTERM_BP_DIRECT","protein branched polyubiquitination","2.94%","4","135","12","5659","2.44e-3","4.21e-1","13.97","8.15e-1","4.21e-1","1.32e-4"
"UP_KW_MOLECULAR_FUNCTION","RNA-binding","12.50%","17","91","331","3890","3.29e-3","1.48e-1","2.20","1.38e-1","1.48e-1","1.41e-3"
"GOTERM_BP_DIRECT","response to virus","2.94%","4","135","14","5659","3.90e-3","5.39e-1","11.98","9.33e-1","5.38e-1","2.58e-4"
"UP_SEQ_FEATURE","COMPBIAS:Acidic residues","21.32%","29","132","743","5763","4.23e-3","7.55e-1","1.70","9.52e-1","7.55e-1","2.37e-3"
"INTERPRO","WD40_repeat_dom_sf","8.09%","11","136","172","6002","5.16e-3","9.61e-1","2.82","9.39e-1","9.61e-1","1.70e-3"
"UP_SEQ_FEATURE","COMPBIAS:Basic residues","20.59%","28","132","721","5763","5.47e-3","7.60e-1","1.70","9.80e-1","7.60e-1","3.08e-3"
"INTERPRO","Calcineurin-like_PHP_ApaH","2.94%","4","136","17","6002","6.01e-3","9.61e-1","10.38","9.62e-1","9.61e-1","4.77e-4"
"UP_SEQ_FEATURE","COMPBIAS:Pro residues","14.71%","20","132","453","5763","6.39e-3","7.60e-1","1.93","9.90e-1","7.60e-1","3.13e-3"
"GOTERM_BP_DIRECT","symbiont entry into host cell","2.94%","4","135","17","5659","6.92e-3","7.96e-1","9.86","9.92e-1","7.95e-1","5.79e-4"
"INTERPRO","Metallo-depent_PP-like","2.94%","4","136","18","6002","7.09e-3","9.61e-1","9.81","9.79e-1","9.61e-1","6.03e-4"
"UP_SEQ_FEATURE","COMPBIAS:Polar residues","38.24%","52","132","1669","5763","8.33e-3","8.50e-1","1.36","9.97e-1","8.50e-1","5.92e-3"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2)","10.29%","14","132","279","5763","1.04e-2","8.65e-1","2.19","9.99e-1","8.65e-1","4.45e-3"
"UP_KW_MOLECULAR_FUNCTION","Activator","8.09%","11","91","195","3890","1.37e-2","3.08e-1","2.41","4.62e-1","3.08e-1","5.27e-3"
"GOTERM_BP_DIRECT","negative regulation of fatty acid biosynthetic process","2.21%","3","135","8","5659","1.42e-2","1.00e+0","15.72","1.00e+0","1.00e+0","6.81e-4"
"GOTERM_BP_DIRECT","Golgi ribbon formation","2.21%","3","135","8","5659","1.42e-2","1.00e+0","15.72","1.00e+0","1.00e+0","6.81e-4"
"GOTERM_CC_DIRECT","mediator complex","2.94%","4","133","25","5845","1.80e-2","6.32e-1","7.03","9.79e-1","6.32e-1","2.24e-3"
"GOTERM_BP_DIRECT","sarcomere organization","2.94%","4","135","24","5659","1.83e-2","1.00e+0","6.99","1.00e+0","1.00e+0","2.27e-3"
"GOTERM_CC_DIRECT","U2-type precatalytic spliceosome","2.94%","4","133","26","5845","2.00e-2","6.32e-1","6.76","9.87e-1","6.32e-1","2.60e-3"
"GOTERM_BP_DIRECT","regulation of mRNA splicing, via spliceosome","2.21%","3","135","10","5659","2.21e-2","1.00e+0","12.58","1.00e+0","1.00e+0","1.41e-3"
"GOTERM_CC_DIRECT","nucleoplasm","22.79%","31","133","924","5845","2.22e-2","6.32e-1","1.47","9.92e-1","6.32e-1","1.43e-2"
"GOTERM_CC_DIRECT","chromosome","5.88%","8","133","128","5845","2.52e-2","6.32e-1","2.75","9.96e-1","6.32e-1","8.45e-3"
"GOTERM_BP_DIRECT","alternative mRNA splicing, via spliceosome","2.21%","3","135","11","5659","2.66e-2","1.00e+0","11.43","1.00e+0","1.00e+0","1.90e-3"
"GOTERM_CC_DIRECT","U2 snRNP","2.21%","3","133","12","5845","2.88e-2","6.32e-1","10.99","9.98e-1","6.32e-1","2.18e-3"
"GOTERM_CC_DIRECT","ribonucleoprotein complex","5.15%","7","133","104","5845","2.96e-2","6.32e-1","2.96","9.98e-1","6.32e-1","9.18e-3"
"GOTERM_BP_DIRECT","regulation of mRNA stability","2.21%","3","135","12","5659","3.14e-2","1.00e+0","10.48","1.00e+0","1.00e+0","2.49e-3"
"GOTERM_BP_DIRECT","positive regulation of canonical NF-kappaB signal transduction","2.94%","4","135","30","5659","3.31e-2","1.00e+0","5.59","1.00e+0","1.00e+0","5.25e-3"
"UP_SEQ_FEATURE","DOMAIN:RRM","4.41%","6","132","81","5763","3.64e-2","8.65e-1","3.23","1.00e+0","8.65e-1","1.03e-2"
"GOTERM_CC_DIRECT","U2-type spliceosomal complex","2.21%","3","133","14","5845","3.86e-2","7.47e-1","9.42","1.00e+0","7.47e-1","3.49e-3"
"GOTERM_MF_DIRECT","single-stranded DNA binding","3.68%","5","128","57","5577","4.01e-2","1.00e+0","3.82","1.00e+0","1.00e+0","9.50e-3"
"GOTERM_BP_DIRECT","RNA processing","2.94%","4","135","33","5659","4.22e-2","1.00e+0","5.08","1.00e+0","1.00e+0","7.41e-3"
"GOTERM_MF_DIRECT","ubiquitin protein ligase binding","4.41%","6","128","85","5577","4.37e-2","1.00e+0","3.08","1.00e+0","1.00e+0","1.30e-2"
"INTERPRO","UBR4-like_UBR-box","1.47%","2","136","2","6002","4.45e-2","1.00e+0","44.13","1.00e+0","1.00e+0","5.10e-4"
"INTERPRO","SPRY_hnRNP_U","1.47%","2","136","2","6002","4.45e-2","1.00e+0","44.13","1.00e+0","1.00e+0","5.10e-4"
"INTERPRO","Med7/Med21-like","1.47%","2","136","2","6002","4.45e-2","1.00e+0","44.13","1.00e+0","1.00e+0","5.10e-4"
"INTERPRO","E3_UBR4_N","1.47%","2","136","2","6002","4.45e-2","1.00e+0","44.13","1.00e+0","1.00e+0","5.10e-4"
"INTERPRO","E3_Ub_ligase_UBR4_C","1.47%","2","136","2","6002","4.45e-2","1.00e+0","44.13","1.00e+0","1.00e+0","5.10e-4"
"INTERPRO","Sphingomy_PDE","1.47%","2","136","2","6002","4.45e-2","1.00e+0","44.13","1.00e+0","1.00e+0","5.10e-4"
"INTERPRO","UBR4-like","1.47%","2","136","2","6002","4.45e-2","1.00e+0","44.13","1.00e+0","1.00e+0","5.10e-4"
"UP_SEQ_FEATURE","DOMAIN:AN1-type","1.47%","2","132","2","5763","4.49e-2","8.65e-1","43.66","1.00e+0","8.65e-1","5.21e-4"
"UP_SEQ_FEATURE","REGION:Interaction with BAG1","1.47%","2","132","2","5763","4.49e-2","8.65e-1","43.66","1.00e+0","8.65e-1","5.21e-4"
"UP_SEQ_FEATURE","REGION:Necessary for interaction with BRD7 and transcriptional activation","1.47%","2","132","2","5763","4.49e-2","8.65e-1","43.66","1.00e+0","8.65e-1","5.21e-4"
"UP_SEQ_FEATURE","REGION:Necessary for interaction with TP53","1.47%","2","132","2","5763","4.49e-2","8.65e-1","43.66","1.00e+0","8.65e-1","5.21e-4"
"UP_SEQ_FEATURE","REGION:Necessary for transcription repression","1.47%","2","132","2","5763","4.49e-2","8.65e-1","43.66","1.00e+0","8.65e-1","5.21e-4"
"UP_SEQ_FEATURE","REGION:Substrate-binding domain (SBD)","1.47%","2","132","2","5763","4.49e-2","8.65e-1","43.66","1.00e+0","8.65e-1","5.21e-4"
"UP_SEQ_FEATURE","ZN_FING:HemiRING-type","1.47%","2","132","2","5763","4.49e-2","8.65e-1","43.66","1.00e+0","8.65e-1","5.21e-4"
"UP_SEQ_FEATURE","REGION:5 X 3 AA repeats of R-G-G","1.47%","2","132","2","5763","4.49e-2","8.65e-1","43.66","1.00e+0","8.65e-1","5.21e-4"
"UP_SEQ_FEATURE","SITE:Cleavage; by CASP7","1.47%","2","132","2","5763","4.49e-2","8.65e-1","43.66","1.00e+0","8.65e-1","5.21e-4"
"UP_SEQ_FEATURE","REGION:UBR4 E3 catalytic module","1.47%","2","132","2","5763","4.49e-2","8.65e-1","43.66","1.00e+0","8.65e-1","5.21e-4"
"UP_SEQ_FEATURE","REGION:Necessary for interaction with HRMT1L1","1.47%","2","132","2","5763","4.49e-2","8.65e-1","43.66","1.00e+0","8.65e-1","5.21e-4"
"UP_SEQ_FEATURE","DOMAIN:UZI","1.47%","2","132","2","5763","4.49e-2","8.65e-1","43.66","1.00e+0","8.65e-1","5.21e-4"
"UP_SEQ_FEATURE","REPEAT:WD 4","5.88%","8","132","144","5763","4.50e-2","8.65e-1","2.43","1.00e+0","8.65e-1","1.70e-2"
"GOTERM_MF_DIRECT","acid sphingomyelin phosphodiesterase activity","1.47%","2","128","2","5577","4.50e-2","1.00e+0","43.57","1.00e+0","1.00e+0","5.23e-4"
"GOTERM_MF_DIRECT","clathrin-uncoating ATPase activity","1.47%","2","128","2","5577","4.50e-2","1.00e+0","43.57","1.00e+0","1.00e+0","5.23e-4"
"GOTERM_MF_DIRECT","phosphatidylcholine phospholipase C activity","1.47%","2","128","2","5577","4.50e-2","1.00e+0","43.57","1.00e+0","1.00e+0","5.23e-4"
"GOTERM_BP_DIRECT","protein targeting to lysosome involved in chaperone-mediated autophagy","1.47%","2","135","2","5659","4.68e-2","1.00e+0","41.92","1.00e+0","1.00e+0","5.65e-4"
"GOTERM_BP_DIRECT","chaperone-mediated autophagy translocation complex disassembly","1.47%","2","135","2","5659","4.68e-2","1.00e+0","41.92","1.00e+0","1.00e+0","5.65e-4"
"GOTERM_BP_DIRECT","Golgi vesicle budding","1.47%","2","135","2","5659","4.68e-2","1.00e+0","41.92","1.00e+0","1.00e+0","5.65e-4"
"GOTERM_BP_DIRECT","slow axonal transport","1.47%","2","135","2","5659","4.68e-2","1.00e+0","41.92","1.00e+0","1.00e+0","5.65e-4"
"GOTERM_BP_DIRECT","positive regulation of viral entry into host cell","1.47%","2","135","2","5659","4.68e-2","1.00e+0","41.92","1.00e+0","1.00e+0","5.65e-4"
"GOTERM_BP_DIRECT","late endosomal microautophagy","1.47%","2","135","2","5659","4.68e-2","1.00e+0","41.92","1.00e+0","1.00e+0","5.65e-4"
"PIR_SUPERFAMILY","Sphingomy_PDE","1.47%","2","21","2","833","4.75e-2","9.97e-1","39.67","6.40e-1","9.97e-1","6.06e-4"
"GOTERM_BP_DIRECT","protein K11-linked ubiquitination","2.21%","3","135","15","5659","4.78e-2","1.00e+0","8.38","1.00e+0","1.00e+0","4.90e-3"
"UP_SEQ_FEATURE","COMPBIAS:Basic and acidic residues","37.50%","51","132","1793","5763","4.93e-2","8.65e-1","1.24","1.00e+0","8.65e-1","3.82e-2"
"INTERPRO","WD40_rpt","5.88%","8","136","149","6002","5.01e-2","1.00e+0","2.37","1.00e+0","1.00e+0","1.94e-2"
"UP_KW_DISEASE","Disease variant","8.09%","11","11","396","532","5.07e-2","5.58e-1","1.34","4.36e-1","5.58e-1","3.75e-2"
"GOTERM_BP_DIRECT","regulation of alternative mRNA splicing, via spliceosome","2.94%","4","135","36","5659","5.25e-2","1.00e+0","4.66","1.00e+0","1.00e+0","1.01e-2"
"GOTERM_BP_DIRECT","protein K48-linked ubiquitination","2.94%","4","135","36","5659","5.25e-2","1.00e+0","4.66","1.00e+0","1.00e+0","1.01e-2"
"UP_KW_DOMAIN","WD repeat","5.88%","8","85","159","3850","5.69e-2","3.75e-1","2.28","6.51e-1","3.75e-1","2.29e-2"
"UP_KW_MOLECULAR_FUNCTION","Repressor","5.88%","8","91","150","3890","5.71e-2","8.56e-1","2.28","9.29e-1","8.56e-1","2.30e-2"
"GOTERM_BP_DIRECT","proteasome-mediated ubiquitin-dependent protein catabolic process","5.15%","7","135","117","5659","5.83e-2","1.00e+0","2.51","1.00e+0","1.00e+0","2.12e-2"
"UP_SEQ_FEATURE","REPEAT:WD 3","5.88%","8","132","154","5763","6.05e-2","8.65e-1","2.27","1.00e+0","8.65e-1","2.45e-2"
"UP_KW_DOMAIN","EGF-like domain","3.68%","5","85","69","3850","6.25e-2","3.75e-1","3.28","6.87e-1","3.75e-1","1.73e-2"
"UP_SEQ_FEATURE","REPEAT:WD 2","5.88%","8","132","157","5763","6.58e-2","8.65e-1","2.22","1.00e+0","8.65e-1","2.71e-2"
"UP_SEQ_FEATURE","REPEAT:WD 1","5.88%","8","132","157","5763","6.58e-2","8.65e-1","2.22","1.00e+0","8.65e-1","2.71e-2"
"INTERPRO","DNA_mismatch_repair_MutS_core","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","MutS","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","DNA_mmatch_repair_MutS_con_dom","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","AN1-like_Znf","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","DNA_mismatch_repair_MutS_C","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","DNA_mismatch_repair_MutS_N","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","MutS_con_dom_sf","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","DNA_mismatch_repair_MutS_sf","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","Protocadherin/Cadherin-CA","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","ASMase/PPN1_MPP","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","PWI_dom_sf","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","ASM_C","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","DNA_mismatch_repair_MutS-lik_N","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","Saposin-like","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","Znf_AN1","1.47%","2","136","3","6002","6.60e-2","1.00e+0","29.42","1.00e+0","1.00e+0","1.51e-3"
"INTERPRO","ConA-like_dom_sf","3.68%","5","136","68","6002","6.61e-2","1.00e+0","3.25","1.00e+0","1.00e+0","1.85e-2"
"GOTERM_CC_DIRECT","endolysosome","1.47%","2","133","3","5845","6.62e-2","1.00e+0","29.30","1.00e+0","1.00e+0","1.52e-3"
"GOTERM_BP_DIRECT","response to ionizing radiation","2.21%","3","135","18","5659","6.65e-2","1.00e+0","6.99","1.00e+0","1.00e+0","8.33e-3"
"UP_SEQ_FEATURE","REPEAT:SURP motif 2","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 28","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 20","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","REPEAT:SURP motif 1","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 15","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 30","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 5","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 13","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 14","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 6","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 18","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","REPEAT:1-5","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 19","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 7","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 33","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 21","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 31","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 17","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 9","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","REGION:Nucleotide-binding domain (NBD)","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 10","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 12","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 8","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 29","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 16","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 32","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","REGION:Interaction with EXO1","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:DNA mismatch repair proteins mutS family","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 11","1.47%","2","132","3","5763","6.67e-2","8.65e-1","29.11","1.00e+0","8.65e-1","1.54e-3"
"GOTERM_MF_DIRECT","C3HC4-type RING finger domain binding","1.47%","2","128","3","5577","6.68e-2","1.00e+0","29.05","1.00e+0","1.00e+0","1.54e-3"
"INTERPRO","WD40/YVTN_repeat-like_dom_sf","6.62%","9","136","192","6002","6.69e-2","1.00e+0","2.07","1.00e+0","1.00e+0","2.97e-2"
"UP_SEQ_FEATURE","MOTIF:Nuclear localization signal","5.15%","7","132","127","5763","6.85e-2","8.69e-1","2.41","1.00e+0","8.69e-1","2.60e-2"
"INTERPRO","RBD_domain_sf","4.41%","6","136","98","6002","6.91e-2","1.00e+0","2.70","1.00e+0","1.00e+0","2.33e-2"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 2","2.94%","4","132","42","5763","6.94e-2","8.69e-1","4.16","1.00e+0","8.69e-1","1.50e-2"
"GOTERM_BP_DIRECT","cytoplasm protein quality control","1.47%","2","135","3","5659","6.94e-2","1.00e+0","27.95","1.00e+0","1.00e+0","1.67e-3"
"GOTERM_BP_DIRECT","renal water homeostasis","1.47%","2","135","3","5659","6.94e-2","1.00e+0","27.95","1.00e+0","1.00e+0","1.67e-3"
"GOTERM_BP_DIRECT","negative regulation of HRI-mediated signaling","1.47%","2","135","3","5659","6.94e-2","1.00e+0","27.95","1.00e+0","1.00e+0","1.67e-3"
"GOTERM_BP_DIRECT","protein K27-linked ubiquitination","1.47%","2","135","3","5659","6.94e-2","1.00e+0","27.95","1.00e+0","1.00e+0","1.67e-3"
"INTERPRO","ARM-like","5.15%","7","136","129","6002","6.99e-2","1.00e+0","2.39","1.00e+0","1.00e+0","2.67e-2"
"GOTERM_BP_DIRECT","cell differentiation","5.88%","8","135","154","5659","7.20e-2","1.00e+0","2.18","1.00e+0","1.00e+0","3.02e-2"
"KEGG_PATHWAY","Spliceosome","1.47%","2","72","3","2776","7.48e-2","1.00e+0","25.70","1.00e+0","1.00e+0","1.96e-3"
"GOTERM_MF_DIRECT","hydrolase activity","7.35%","10","128","230","5577","7.80e-2","1.00e+0","1.89","1.00e+0","1.00e+0","3.78e-2"
"SMART","ZnF_AN1","1.47%","2","83","3","3019","7.93e-2","1.00e+0","24.25","9.99e-1","1.00e+0","2.20e-3"
"SMART","MUTSd","1.47%","2","83","3","3019","7.93e-2","1.00e+0","24.25","9.99e-1","1.00e+0","2.20e-3"
"SMART","PWI","1.47%","2","83","3","3019","7.93e-2","1.00e+0","24.25","9.99e-1","1.00e+0","2.20e-3"
"SMART","SapB","1.47%","2","83","3","3019","7.93e-2","1.00e+0","24.25","9.99e-1","1.00e+0","2.20e-3"
"SMART","MUTSac","1.47%","2","83","3","3019","7.93e-2","1.00e+0","24.25","9.99e-1","1.00e+0","2.20e-3"
"INTERPRO","EGF-like_Ca-bd_dom","2.94%","4","136","45","6002","7.97e-2","1.00e+0","3.92","1.00e+0","1.00e+0","1.83e-2"
"GOTERM_BP_DIRECT","negative regulation of MAPK cascade","2.21%","3","135","20","5659","8.01e-2","1.00e+0","6.29","1.00e+0","1.00e+0","1.12e-2"
"GOTERM_BP_DIRECT","DNA replication initiation","2.21%","3","135","20","5659","8.01e-2","1.00e+0","6.29","1.00e+0","1.00e+0","1.12e-2"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 5","2.21%","3","132","21","5763","8.13e-2","9.43e-1","6.24","1.00e+0","9.43e-1","1.16e-2"
"UP_KW_CELLULAR_COMPONENT","Chromosome","7.35%","10","121","233","5258","8.37e-2","7.81e-1","1.87","9.13e-1","7.81e-1","4.12e-2"
"INTERPRO","EGF-like_dom","3.68%","5","136","74","6002","8.45e-2","1.00e+0","2.98","1.00e+0","1.00e+0","2.57e-2"
"INTERPRO","PWI_dom","1.47%","2","136","4","6002","8.70e-2","1.00e+0","22.07","1.00e+0","1.00e+0","2.97e-3"
"INTERPRO","SaposinB_dom","1.47%","2","136","4","6002","8.70e-2","1.00e+0","22.07","1.00e+0","1.00e+0","2.97e-3"
"GOTERM_BP_DIRECT","immune system process","2.21%","3","135","21","5659","8.72e-2","1.00e+0","5.99","1.00e+0","1.00e+0","1.29e-2"
"GOTERM_BP_DIRECT","cellular response to UV","2.21%","3","135","21","5659","8.72e-2","1.00e+0","5.99","1.00e+0","1.00e+0","1.29e-2"
"UP_SEQ_FEATURE","DOMAIN:SURP motif","1.47%","2","132","4","5763","8.79e-2","9.43e-1","21.83","1.00e+0","9.43e-1","3.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Saposin B-type","1.47%","2","132","4","5763","8.79e-2","9.43e-1","21.83","1.00e+0","9.43e-1","3.03e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 4","1.47%","2","132","4","5763","8.79e-2","9.43e-1","21.83","1.00e+0","9.43e-1","3.03e-3"
"UP_SEQ_FEATURE","DOMAIN:PWI","1.47%","2","132","4","5763","8.79e-2","9.43e-1","21.83","1.00e+0","9.43e-1","3.03e-3"
