"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening","3.45%","2","57","8","5659","7.65e-2","1.00e+0","24.82","1.00e+0","1.00e+0","2.68e-3"
"UP_KW_MOLECULAR_FUNCTION","Dioxygenase","5.17%","3","42","44","3890","7.77e-2","1.00e+0","6.31","9.25e-1","1.00e+0","1.14e-2"
"INTERPRO","PDZ","5.17%","3","58","50","6002","8.13e-2","1.00e+0","6.21","1.00e+0","1.00e+0","1.22e-2"
"INTERPRO","PDZ_6","3.45%","2","58","9","6002","8.23e-2","1.00e+0","23.00","1.00e+0","1.00e+0","3.16e-3"
"UP_SEQ_FEATURE","DOMAIN:PDZ","5.17%","3","58","49","5763","8.41e-2","1.00e+0","6.08","1.00e+0","1.00e+0","1.28e-2"
"GOTERM_BP_DIRECT","lipid transport","5.17%","3","57","49","5659","8.42e-2","1.00e+0","6.08","1.00e+0","1.00e+0","1.29e-2"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 9","3.45%","2","58","9","5763","8.56e-2","1.00e+0","22.08","1.00e+0","1.00e+0","3.42e-3"
"GOTERM_BP_DIRECT","inner ear morphogenesis","3.45%","2","57","9","5659","8.57e-2","1.00e+0","22.06","1.00e+0","1.00e+0","3.43e-3"
"INTERPRO","PDZ_sf","5.17%","3","58","52","6002","8.69e-2","1.00e+0","5.97","1.00e+0","1.00e+0","1.35e-2"
"UP_SEQ_FEATURE","COMPBIAS:Basic and acidic residues","41.38%","24","58","1793","5763","8.73e-2","1.00e+0","1.33","1.00e+0","1.00e+0","6.24e-2"
"UP_SEQ_FEATURE","COMPBIAS:Basic residues","20.69%","12","58","721","5763","9.25e-2","1.00e+0","1.65","1.00e+0","1.00e+0","5.22e-2"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 8","3.45%","2","58","10","5763","9.47e-2","1.00e+0","19.87","1.00e+0","1.00e+0","4.25e-3"
"GOTERM_BP_DIRECT","cell-cell adhesion mediated by cadherin","3.45%","2","57","10","5659","9.47e-2","1.00e+0","19.86","1.00e+0","1.00e+0","4.26e-3"
"INTERPRO","ABC2_TM","3.45%","2","58","11","6002","9.97e-2","1.00e+0","18.82","1.00e+0","1.00e+0","4.77e-3"

