Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
5010_27_S27_L003_R2_001	5010_27_S27_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47440576.0	0.0	157.0	51.0	28.881174142822896	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
5010_28_S28_L003_R1_001	5010_28_S28_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41031607.0	0.0	157.0	52.0	24.1891022395308	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_28_S28_L003_R2_001	5010_28_S28_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41031607.0	0.0	157.0	51.0	28.743681495550057	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_29_S29_L003_R1_001	5010_29_S29_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42932016.0	0.0	157.0	51.0	24.06840359099587	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_29_S29_L003_R2_001	5010_29_S29_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42932016.0	0.0	157.0	50.0	29.262186749852976	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_2_S2_L003_R1_001	5010_2_S2_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44908621.0	0.0	157.0	52.0	24.98114721305794	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_2_S2_L003_R2_001	5010_2_S2_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44908621.0	0.0	157.0	51.0	29.352066715726473	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_30_S30_L003_R1_001	5010_30_S30_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43521633.0	0.0	157.0	52.0	21.327511713458396	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_30_S30_L003_R2_001	5010_30_S30_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43521633.0	0.0	157.0	50.0	25.399384259145013	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_31_S31_L003_R1_001	5010_31_S31_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46361134.0	0.0	157.0	52.0	24.199838013350725	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_31_S31_L003_R2_001	5010_31_S31_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46361134.0	0.0	157.0	52.0	28.952881837659163	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_32_S32_L003_R1_001	5010_32_S32_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46336582.0	0.0	157.0	51.0	24.78018409228733	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_32_S32_L003_R2_001	5010_32_S32_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46336582.0	0.0	157.0	50.0	28.639265283827825	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_33_S33_L003_R1_001	5010_33_S33_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47637142.0	0.0	157.0	51.0	21.497592063337738	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
5010_33_S33_L003_R2_001	5010_33_S33_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47637142.0	0.0	157.0	50.0	25.895016205379495	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
5010_34_S34_L003_R1_001	5010_34_S34_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45277844.0	0.0	157.0	51.0	22.336345077618994	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
5010_34_S34_L003_R2_001	5010_34_S34_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45277844.0	0.0	157.0	50.0	26.81750379668606	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
5010_35_S35_L003_R1_001	5010_35_S35_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47422459.0	0.0	157.0	51.0	23.057039739459388	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
5010_35_S35_L003_R2_001	5010_35_S35_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47422459.0	0.0	157.0	50.0	27.292046688137162	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
5010_36_S36_L003_R1_001	5010_36_S36_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41902980.0	0.0	157.0	51.0	21.18222889726667	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_36_S36_L003_R2_001	5010_36_S36_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41902980.0	0.0	157.0	50.0	23.082235263600083	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_37_S37_L003_R1_001	5010_37_S37_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40872346.0	0.0	157.0	51.0	24.774872696701696	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
5010_37_S37_L003_R2_001	5010_37_S37_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40872346.0	0.0	157.0	50.0	29.887331712885207	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
5010_38_S38_L003_R1_001	5010_38_S38_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44670454.0	0.0	157.0	51.0	24.87363693419995	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_38_S38_L003_R2_001	5010_38_S38_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44670454.0	0.0	157.0	50.0	29.026307282077962	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_39_S39_L003_R1_001	5010_39_S39_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45646895.0	0.0	157.0	52.0	22.83247120818355	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_39_S39_L003_R2_001	5010_39_S39_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45646895.0	0.0	157.0	51.0	27.28360706103802	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_3_S3_L003_R1_001	5010_3_S3_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46182073.0	0.0	157.0	52.0	24.232215953784202	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_3_S3_L003_R2_001	5010_3_S3_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46182073.0	0.0	157.0	51.0	28.870555787491625	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_40_S40_L003_R1_001	5010_40_S40_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50007325.0	0.0	157.0	52.0	23.29905705268351	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_40_S40_L003_R2_001	5010_40_S40_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50007325.0	0.0	157.0	51.0	27.846911399984947	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_41_S41_L003_R1_001	5010_41_S41_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46697081.0	0.0	157.0	52.0	24.18948387929409	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_41_S41_L003_R2_001	5010_41_S41_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46697081.0	0.0	157.0	51.0	28.354801979772827	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_42_S42_L003_R1_001	5010_42_S42_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50425793.0	0.0	157.0	52.0	23.054968213920603	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_42_S42_L003_R2_001	5010_42_S42_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50425793.0	0.0	157.0	51.0	27.40488594541436	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_43_S43_L003_R1_001	5010_43_S43_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40294830.0	0.0	157.0	51.0	25.433630601161454	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_43_S43_L003_R2_001	5010_43_S43_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40294830.0	0.0	157.0	50.0	30.241655698012426	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_44_S44_L003_R1_001	5010_44_S44_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80185160.0	0.0	157.0	51.0	19.189902802647993	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_44_S44_L003_R2_001	5010_44_S44_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80185160.0	0.0	157.0	50.0	23.432040203510024	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_45_S45_L003_R1_001	5010_45_S45_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	933380.0	0.0	157.0	52.0	52.61224473402173	157.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
5010_45_S45_L003_R2_001	5010_45_S45_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	933380.0	0.0	157.0	51.0	57.8066110446527	157.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	pass
5010_46_S46_L003_R1_001	5010_46_S46_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42507894.0	0.0	157.0	50.0	27.301960692562794	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_46_S46_L003_R2_001	5010_46_S46_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42507894.0	0.0	157.0	50.0	31.63950528834404	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_47_S47_L003_R1_001	5010_47_S47_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49653774.0	0.0	157.0	51.0	24.220227928646356	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_47_S47_L003_R2_001	5010_47_S47_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49653774.0	0.0	157.0	51.0	27.376312363188205	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_48_S48_L003_R1_001	5010_48_S48_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42995669.0	0.0	157.0	52.0	24.711606602178147	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_48_S48_L003_R2_001	5010_48_S48_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42995669.0	0.0	157.0	51.0	29.715983778037575	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_49_S49_L003_R1_001	5010_49_S49_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48311675.0	0.0	157.0	52.0	23.91714344922021	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
5010_49_S49_L003_R2_001	5010_49_S49_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48311675.0	0.0	157.0	51.0	27.645282119196118	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
5010_4_S4_L003_R1_001	5010_4_S4_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41256981.0	0.0	157.0	51.0	22.18256831938393	157.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
5010_4_S4_L003_R2_001	5010_4_S4_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41256981.0	0.0	157.0	51.0	26.2373072524747	157.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
5010_50_S50_L003_R1_001	5010_50_S50_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48674255.0	0.0	157.0	51.0	23.122599350911624	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
5010_50_S50_L003_R2_001	5010_50_S50_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48674255.0	0.0	157.0	51.0	27.178729979620808	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
5010_51_S51_L003_R1_001	5010_51_S51_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54498829.0	0.0	157.0	51.0	21.913678207263978	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
5010_51_S51_L003_R2_001	5010_51_S51_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54498829.0	0.0	157.0	50.0	25.159866876323306	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
5010_52_S52_L003_R1_001	5010_52_S52_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47459600.0	0.0	157.0	51.0	25.4867695430603	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
5010_52_S52_L003_R2_001	5010_52_S52_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47459600.0	0.0	157.0	50.0	28.908373037123724	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
5010_53_S53_L003_R1_001	5010_53_S53_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67585152.0	0.0	157.0	52.0	21.542384851612155	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_53_S53_L003_R2_001	5010_53_S53_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67585152.0	0.0	157.0	51.0	25.36948511818119	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_54_S54_L003_R1_001	5010_54_S54_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66156863.0	0.0	157.0	51.0	22.144858440080146	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
5010_54_S54_L003_R2_001	5010_54_S54_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66156863.0	0.0	157.0	50.0	25.627868991383608	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
5010_55_S55_L003_R1_001	5010_55_S55_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50551250.0	0.0	157.0	52.0	23.32154279351545	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
5010_55_S55_L003_R2_001	5010_55_S55_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50551250.0	0.0	157.0	51.0	27.434390361716222	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
5010_56_S56_L003_R1_001	5010_56_S56_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59300536.0	0.0	157.0	51.0	22.50767568732657	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
5010_56_S56_L003_R2_001	5010_56_S56_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59300536.0	0.0	157.0	50.0	25.44336985282466	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
5010_57_S57_L003_R1_001	5010_57_S57_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47314399.0	0.0	157.0	51.0	23.593663476937195	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_57_S57_L003_R2_001	5010_57_S57_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47314399.0	0.0	157.0	51.0	27.2203987612638	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_58_S58_L003_R1_001	5010_58_S58_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47506945.0	0.0	157.0	51.0	24.95917385804811	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
5010_58_S58_L003_R2_001	5010_58_S58_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47506945.0	0.0	157.0	51.0	28.483588318408398	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
5010_59_S59_L003_R1_001	5010_59_S59_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49385673.0	0.0	157.0	52.0	23.194682026795256	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_59_S59_L003_R2_001	5010_59_S59_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49385673.0	0.0	157.0	51.0	27.095213480945997	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
5010_5_S5_L003_R1_001	5010_5_S5_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37927326.0	0.0	157.0	51.0	24.951612067273494	157.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	warn
5010_5_S5_L003_R2_001	5010_5_S5_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37927326.0	0.0	157.0	51.0	29.16168756350645	157.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
